1007299507-f075 | http://is2.auto.ru/all/images/a8/cc/60x45/a8cc491d.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #9c9999 | 65 000 |  2000  |  152 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1006115033-31829 | http://is10.auto.ru/all/images/8f/24/60x45/8f24f985.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #34ba2b | 57 000 |  2001  |  45 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Зеленогорск | 03.01.15
1006114673-0375b0 | http://is6.auto.ru/all/images/36/34/60x45/363440cc.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #34ba2b | 85 000 |  2005  |  160 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 02.01.15
1006114557-00341 | http://is2.auto.ru/all/images/7a/3e/60x45/7a3ec21a.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #34ba2b | 75 000 |  1999  |  58 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Курск | 02.01.15
1005817037-7d123 | http://is13.auto.ru/all/images/cd/d1/60x45/cdd18f04.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #9c9999 | 75 000 |  2003  |  72 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 02.01.15
1006112755-708a | http://is3.auto.ru/all/images/d9/a2/60x45/d9a20cf6.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #34ba2b | 50 000 |  2000  |  190 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Жиздра | 02.01.15
49020354-28e0 | http://is18.auto.ru/all/images/dd/50/60x45/dd50d19c.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #CACECB | 80 000 |  2003  |  192 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Фурманов | 02.01.15
1006111811-0fb2b | http://is5.auto.ru/all/images/d0/95/60x45/d095c2e0.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #CACECB | 100 000 |  2002  |  100 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Белгород | 02.01.15
1006110099-5919 | http://is7.auto.ru/all/images/f2/ca/60x45/f2ca30bd.jpg |  ВАЗ 2109 21091.3 MT (64 л.с.)  | #FFFFFF | 32 000 |  1992  |  90 000 км  |  1.3 MT (64 л.с.)хэтчбек, бензин, передний  | Москва | 02.01.15
1006107841-7e1e | http://is2.auto.ru/all/images/77/be/60x45/77becdf5.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #CACECB | 160 000 |  2001  |  60 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 02.01.15
1006106689-abc80 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #CACECB | 43 000 Правый руль |  1998  |  200 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Нижний Тагил | 02.01.15
1006068639-e573 | http://is3.auto.ru/all/images/7b/f7/60x45/7bf7444f.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #FFFFFF | 25 000 |  1996  |  2 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Можайск | 01.01.15
1006068287-8fa0a | http://is14.auto.ru/all/images/fe/14/60x45/fe1484cb.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #0000FF | 50 000 |  1992  |  5 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Алатырь | 01.01.15
1006067135-79b26 | http://is14.auto.ru/all/images/fc/0d/60x45/fc0d1e71.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #CACECB | 93 000 |  2004  |  150 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Коломна | 01.01.15
1006067105-b049 | http://is17.auto.ru/all/images/79/d2/60x45/79d2b256.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #9c9999 | 55 000 |  1995  |  180 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Тамбов | 01.01.15
1006066909-4b95 | http://is2.auto.ru/all/images/fa/b7/60x45/fab70d2e.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #FF0000 | 165 000 |  2006  |  70 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 01.01.15
1001835521-7936 | http://is1.auto.ru/all/images/ed/fa/60x45/edfae752.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #CACECB | 100 000 |  2004  |  240 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Ярцево | 01.01.15
1006026547-e62508 | http://is8.auto.ru/all/images/10/30/60x45/1030616a.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #34ba2b | 45 000 |  2003  |  40 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Вельск | 31.12.14
1006026515-049b5c | http://is16.auto.ru/all/images/ef/28/60x45/ef288402.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #FF0000 | 105 000 |  1999  |  4 999 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Алексин | 31.12.14
38404042-ee8c3 | http://is14.auto.ru/all/images/6e/fa/60x45/6efa922f.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #34ba2b | 300 000 |  2005  |  2 100 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 31.12.14
1005981341-c9bb | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #9c9999 | 75 000 |  2001  |  125 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Москва | 31.12.14
44817534-c7c1d | http://is5.auto.ru/all/images/b0/2e/60x45/b02e00a0.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #0000FF | 65 000 |  2000  |  101 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Рудня | 30.12.14
1005976151-f6ec | http://is11.auto.ru/all/images/c4/73/60x45/c4736177.jpg |  ВАЗ 2109 21091.3 MT (64 л.с.)  | #0088ff | 100 000 |  1991  |  90 000 км  |  1.3 MT (64 л.с.)хэтчбек, бензин, передний  | Ногинск | 30.12.14
1005925587-90b4e | http://is2.auto.ru/all/images/94/ef/60x45/94ef90b5.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #FFFFFF | 82 000 |  2001  |  151 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Краснодар | 30.12.14
1005975503-e52eb | http://is8.auto.ru/all/images/7c/1e/60x45/7c1e2e17.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #FFFFFF | 20 000 |  1988  |  59 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Арзамас | 30.12.14
1004337487-2d137 | http://is10.auto.ru/all/images/30/aa/60x45/30aa180b.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #CACECB | 67 000 |  2001  |  120 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Воронеж | 30.12.14
1005969711-38ea0a | http://is17.auto.ru/all/images/93/a4/60x45/93a40615.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #34ba2b | 80 000 |  2004  |  120 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 30.12.14
50071070-3f1bd9 | http://is11.auto.ru/all/images/c4/e8/60x45/c4e8a4e8.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #34ba2b | 90 000 |  2002  |  135 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Москва | 30.12.14
1005924657-d969d6 | http://is5.auto.ru/all/images/88/c3/60x45/88c39992.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #9966CC | 25 000 |  1999  |  40 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Солнечногорск | 29.12.14
1005921613-1f15 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #0000FF | 20 000 |  1995  |  300 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Большое Солдатское | 29.12.14
1005919103-ab7ea | http://is17.auto.ru/all/images/2b/96/60x45/2b96e6ff.jpg |  ВАЗ 2109 21091.3 MT (64 л.с.)  | #FF0000 | 75 000 |  1993  |  200 000 км  |  1.3 MT (64 л.с.)хэтчбек, бензин, передний  | Симферополь | 29.12.14
1005917609-6dcab | http://is13.auto.ru/all/images/55/69/60x45/5569c551.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #9966CC | 75 000 |  2002  |  221 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 29.12.14
1005915637-01716a | http://is16.auto.ru/all/images/b0/9f/60x45/b09f97aa.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #0000FF | 31 000 |  1999  |  100 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Шуя | 29.12.14
1005914283-f7944c | http://is16.auto.ru/all/images/74/5a/60x45/745acc7b.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #926547 | 45 000 |  1999  |  30 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Волгодонск | 29.12.14
1005914585-2837d7 | http://is5.auto.ru/all/images/d1/ee/60x45/d1ee6215.jpg |  ВАЗ 2109 21091.3 MT (64 л.с.)  | #FF0000 | 27 000 |  1990  |  100 000 км  |  1.3 MT (64 л.с.)хэтчбек, бензин, передний  | Наро-Фоминск | 29.12.14
1005912729-1ce54 | http://is11.auto.ru/all/images/26/4b/60x45/264b0e19.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #CACECB | 75 000 |  2001  |  155 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Люберцы | 29.12.14
1005912015-0a30 | http://is2.auto.ru/all/images/86/42/60x45/8642516e.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #CACECB | 70 000 |  2004  |  110 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Кострома | 29.12.14
49451674-bc96 | http://is9.auto.ru/all/images/22/17/60x45/22172d6a.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #FF0000 | 200 000 |  1997  |  47 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Смоленск | 29.12.14
1005869025-b3400 | http://is5.auto.ru/all/images/De/fa/60x45/DefaultP.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #FF0000 | 40 000 |  1993  |  150 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Брянск | 29.12.14
1005587081-e6da8 | http://is11.auto.ru/all/images/96/c1/60x45/96c1d9ae.jpg |  ВАЗ 21091.5 MT  | #FFFFFF | 100 000 |  1999  |  10 000 км  |  1.5 MTхэтчбек, бензин, передний  | Симферополь | 28.12.14
1005866823-e1ce | http://is14.auto.ru/all/images/3a/ed/60x45/3aed99fb.jpg |  ВАЗ 2109 21091.3 MT (64 л.с.)  | #FF0000 | 47 000 |  1990  |  40 000 км  |  1.3 MT (64 л.с.)хэтчбек, бензин, передний  | Воронеж | 28.12.14
1005866689-dd59f | http://is10.auto.ru/all/images/b4/95/60x45/b4954aea.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #CACECB | 80 000 |  2004  |  155 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Ижевск | 28.12.14
1005865185-71877 | http://is4.auto.ru/all/images/31/15/60x45/3115257f.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #9c9999 | 55 000 |  1994  |  140 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Новозыбков | 28.12.14
1005862369-37b5e5 | http://is9.auto.ru/all/images/2f/0d/60x45/2f0dad86.jpg |  ВАЗ 21091.5 MT (80 л.с.)  | #34ba2b | 40 000 |  1999  |  50 000 км  |  1.5 MT (80 л.с.)хэтчбек, бензин, передний  | Москва | 28.12.14
1005862331-06a0 | http://is15.auto.ru/all/images/94/da/60x45/94dad361.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #000000 | 90 000 |  1999  |  119 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Москва | 28.12.14
1005861887-aa17b | http://is14.auto.ru/all/images/4b/06/60x45/4b06875c.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #0000FF | 63 000 |  2000  |  97 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Старый Оскол | 28.12.14
1005861719-2ce1 | http://is18.auto.ru/all/images/a8/e2/60x45/a8e2cd8f.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #9966CC | 50 000 |  1998  |  1 500 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 28.12.14
1005858883-6786 | http://is16.auto.ru/all/images/32/96/60x45/32963beb.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #34ba2b | 95 000 |  2000  |  182 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Воронеж | 28.12.14
1005857599-0ef423 | http://is7.auto.ru/all/images/f0/c4/60x45/f0c42d27.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #34ba2b | 83 000 |  2003  |  75 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Сызрань | 28.12.14
1005856235-ea5e | http://is8.auto.ru/all/images/14/28/60x45/14281240.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #0000FF | 75 000 |  2001  |  250 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Новосибирск | 28.12.14
1005760727-2881 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #34ba2b | 95 000 |  2004  |  140 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 27.12.14
1005813839-7f6110 | http://is17.auto.ru/all/images/54/18/60x45/54188b3d.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #CACECB | 85 000 |  2003  |  200 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Липецк | 27.12.14
1005813409-40c1b | http://is3.auto.ru/all/images/b6/04/60x45/b6044383.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #FF0000 | 55 000 |  2001  |  220 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Тамбов | 27.12.14
36993654-aab2 | http://is7.auto.ru/all/images/49/67/60x45/49672d2c.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #000000 | 110 000 |  2005  |  90 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Нижнекамск | 27.12.14
1005809555-99537 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #9966CC | 75 000 |  1999  |  160 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Курск | 27.12.14
1005810215-79defb | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #0000FF | 35 000 |  1999  |  100 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Брянск | 27.12.14
1005761651-9e4ea | http://is7.auto.ru/all/images/21/06/60x45/21067bd7.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #34ba2b | 65 000 |  2000  |  200 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Орел | 27.12.14
1005760917-77d78 | http://is4.auto.ru/all/images/d7/32/60x45/d73241c5.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #FFFFFF | 70 000 |  1999  |  160 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Саратов | 26.12.14
1005648461-526838 | http://is9.auto.ru/all/images/36/43/60x45/3643febd.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #0000FF | 110 000 |  2001  |  128 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Подольск | 26.12.14
1005759363-0505 | http://is11.auto.ru/all/images/78/46/60x45/78468299.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #9c9999 | 65 000 |  2002  |  125 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Нижний Ломов | 26.12.14
1005757923-a635 | http://is15.auto.ru/all/images/c8/63/60x45/c86378b3.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #9966CC | 100 000 |  1999  |  85 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Симферополь | 26.12.14
1005750955-82d296 | http://is6.auto.ru/all/images/6b/a4/60x45/6ba480de.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #9c9999 | 75 000 |  2001  |  50 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Красноярск | 26.12.14
1005733733-a5ed | http://is12.auto.ru/all/images/14/bf/60x45/14bf739d.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #FF0000 | 30 000 |  1996  |  150 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Киров | 26.12.14
49402162-c7780c | http://is3.auto.ru/all/images/96/4c/60x45/964c87ca.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #9966CC | 74 000 |  2001  |  150 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Москва | 26.12.14
49667468-921e | http://is11.auto.ru/all/images/81/8d/60x45/818de7fd.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #0000FF | 60 000 |  1998  |  178 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Жуковский | 26.12.14
1005731631-5c4cc | http://is6.auto.ru/all/images/30/83/60x45/3083cc42.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #0000FF | 70 000 |  2001  |  165 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Суворов | 26.12.14
1005731703-8de76b | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #0000FF | 35 000 |  1997  |  100 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Москва | 26.12.14
1005712321-baf8d | http://is16.auto.ru/all/images/4c/72/60x45/4c72a0ca.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #34ba2b | 75 000 |  2003  |  150 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 26.12.14
1005712087-04ec3e | http://is2.auto.ru/all/images/43/f6/60x45/43f6a6a0.jpg |  ВАЗ 21091.6 MT (180 л.с.)  | #000000 | 150 000 |  1996  |  200 км  |  1.6 MT (180 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 26.12.14
1005712053-bb29 | http://is15.auto.ru/all/images/41/41/60x45/4141f2ef.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #CACECB | 40 000 |  2001  |  240 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 26.12.14
1005711845-067e | http://is9.auto.ru/all/images/32/e4/60x45/32e4918d.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #9c9999 | 65 000 |  1999  |  46 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Рыбинск | 26.12.14
1005711033-a579d9 | http://is17.auto.ru/all/images/09/9a/60x45/099a1ef7.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #9966CC | 33 000 |  1988  |  68 348 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Перевоз | 25.12.14
1005710965-8e76b | http://is2.auto.ru/all/images/29/e2/60x45/29e21d00.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #9966CC | 45 000 |  1998  |  100 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Моршанск | 25.12.14
1004024462-b1d44 | http://is9.auto.ru/all/images/45/e5/60x45/45e59e2e.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #34ba2b | 108 000 |  2001  |  74 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Москва | 25.12.14
1005709821-a305c4 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2109 21091.3 MT (64 л.с.)  | #000000 | 60 000 |  1995  |  210 000 км  |  1.3 MT (64 л.с.)хэтчбек, бензин, передний  | Ессентуки | 25.12.14
1005708007-d272ab | http://is9.auto.ru/all/images/2d/99/60x45/2d9920a6.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #FF0000 | 45 000 |  2000  |  130 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 25.12.14
