1007247951-d1d745 | http://is13.auto.ru/all/images/20/9f/60x45/209f7e7b.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #9c9999 | 235 000 |  2011  |  53 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Хлевное | 22.01.15
1006159103-ba654 | http://is16.auto.ru/all/images/24/f2/60x45/24f278b1.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #9c9999 | 110 000 |  2005  |  155 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Ступино | 03.01.15
48474832-a1ff4 | http://is3.auto.ru/all/images/e6/28/60x45/e628f97f.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #34ba2b | 115 000 |  2006  |  142 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Кинешма | 03.01.15
1006158261-db8e | http://is9.auto.ru/all/images/b9/cc/60x45/b9cc0082.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #34ba2b | 120 000 |  2006  |  238 657 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Чехов | 03.01.15
1006156937-91a280 | http://is15.auto.ru/all/images/ee/72/60x45/ee72e3dd.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #000000 | 135 000 |  2009  |  125 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Екатеринбург | 03.01.15
1006159313-46b521 | http://is18.auto.ru/all/images/97/ef/60x45/97eff016.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #9c9999 | 135 000 |  2007  |  120 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Чебоксары | 03.01.15
1006161341-3b10 | http://is17.auto.ru/all/images/ef/c8/60x45/efc87c35.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #CACECB | 140 000 |  2006  |  168 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Ногинск | 03.01.15
1006159971-b6ad | http://is9.auto.ru/all/images/04/60/60x45/04608a90.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #CACECB | 150 000 |  2007  |  106 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Ростов-на-Дону | 03.01.15
1006159975-f444cb | http://is9.auto.ru/all/images/04/60/60x45/04608a90.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #CACECB | 150 000 |  2007  |  106 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Ростов-на-Дону | 03.01.15
1006154509-b9038 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #CACECB | 183 000 |  2010  |  83 436 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Москва | 03.01.15
1006162235-b51b67 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #000000 | 129 000 |  2006  |  129 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Москва | 03.01.15
1006157729-a2bd16 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 21141.6 MT (90 л.с.) 211440-24  | #000000 | 190 000 |  2011  |  74 500 км  |  1.6 MT (90 л.с.) 211440-24хэтчбек, бензин, передний  | Камешково | 03.01.15
1006136923-5f86 | http://is9.auto.ru/all/images/fa/2c/60x45/fa2c0f7d.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #34ba2b | 150 000 |  2007  |  180 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Курск | 03.01.15
1006118393-1f61 | http://is18.auto.ru/all/images/dd/ba/60x45/ddba0368.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #FFFFFF | 160 000 |  2006  |  150 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Шатура | 03.01.15
1006115327-96051 | http://is17.auto.ru/all/images/94/e6/60x45/94e67e9f.jpg |  ВАЗ 21141.6 MT (90 л.с.) 211440-24  | #9c9999 | 175 000 |  2010  |  65 000 км  |  1.6 MT (90 л.с.) 211440-24хэтчбек, бензин, передний  | Орел | 03.01.15
1006115295-8c5315 | http://is5.auto.ru/all/images/04/a6/60x45/04a6ffb7.jpg |  ВАЗ 21141.6 MT (90 л.с.) 211440-24  | #9c9999 | 170 000 |  2008  |  80 000 км  |  1.6 MT (90 л.с.) 211440-24хэтчбек, бензин, передний  | Ставрополь | 03.01.15
1006113257-3c06da | http://is14.auto.ru/all/images/d3/27/60x45/d32718ba.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #34ba2b | 100 000 |  2008  |  190 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Серпухов | 02.01.15
1005644985-1417 | http://is11.auto.ru/all/images/d0/89/60x45/d0892197.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #000000 | 120 000 |  2005  |  197 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Новокуйбышевск | 02.01.15
1003123690-77fe | http://is11.auto.ru/all/images/bb/fe/60x45/bbfec6ec.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #CACECB | 160 000 |  2007  |  220 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Тверь | 02.01.15
1006111441-66381b | http://is2.auto.ru/all/images/b3/15/60x45/b31528fb.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #0000FF | 150 000 |  2006  |  105 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Москва | 02.01.15
1006110039-fbf32 | http://is14.auto.ru/all/images/35/b2/60x45/35b2c671.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #CACECB | 120 000 |  2005  |  95 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Александров | 02.01.15
39970394-bf4909 | http://is16.auto.ru/all/images/40/40/60x45/40400fac.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #CACECB | 143 003 |  2009  |  62 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Чебоксары | 02.01.15
1005868011-bb829 | http://is14.auto.ru/all/images/6e/22/60x45/6e225359.jpg |  ВАЗ 21141.6 MT (98 л.с.) 211440-26  | #0000FF | 280 000 |  2013  |  20 000 км  |  1.6 MT (98 л.с.) 211440-26хэтчбек, бензин, передний  | Кимры | 02.01.15
1006109333-d34e | http://is14.auto.ru/all/images/7d/56/60x45/7d56f0c1.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #CACECB | 215 000 |  2007  |  120 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Симферополь | 02.01.15
1005812621-e0275 | http://is18.auto.ru/all/images/c4/05/60x45/c405e18b.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #9c9999 | 158 000 |  2007  |  70 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Орехово-Зуево | 02.01.15
1006069883-bbf4e5 | http://is2.auto.ru/all/images/5b/72/60x45/5b72b7ca.jpg |  ВАЗ 21141.6 MT (90 л.с.) 211440-24  | #000000 | 120 000 |  2007  |  129 000 км  |  1.6 MT (90 л.с.) 211440-24хэтчбек, бензин, передний  | Таганрог | 02.01.15
48479076-e5d06 | http://is13.auto.ru/all/images/6a/84/60x45/6a841e21.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #CACECB | 120 000 |  2007  |  143 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Дубна | 01.01.15
48479272-750e | http://is14.auto.ru/all/images/4e/a3/60x45/4ea3ab83.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #CACECB | 120 000 |  2007  |  143 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Кимры | 01.01.15
1006068495-0620 | http://is7.auto.ru/all/images/75/49/60x45/75490757.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #CACECB | 235 000 |  2011  |  15 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Брянск | 01.01.15
1005858749-b866 | http://is5.auto.ru/all/images/De/fa/60x45/DefaultP.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #CACECB | 225 000 |  2011  |  96 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Москва | 01.01.15
1006068137-27559 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #000000 | 130 000 |  2007  |  75 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Волгоград | 01.01.15
1006067601-799f | http://is16.auto.ru/all/images/a9/6c/60x45/a96cc23d.jpg |  ВАЗ 21141.6 MT (90 л.с.) 211440-24  | #CACECB | 180 000 |  2008  |  100 580 км  |  1.6 MT (90 л.с.) 211440-24хэтчбек, бензин, передний  | Смоленск | 01.01.15
1006025877-64ca | http://is5.auto.ru/all/images/63/0c/60x45/630c271d.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #CACECB | 210 000 |  2012  |  33 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Сергиев Посад | 31.12.14
1002996916-0d76 | http://is6.auto.ru/all/images/80/84/60x45/808495ac.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #CACECB | 100 000 |  2004  |  90 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Вышний Волочек | 31.12.14
1006025597-543cd | http://is18.auto.ru/all/images/90/92/60x45/9092a4f0.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #CACECB | 99 000 |  2008  |  110 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Ярославль | 31.12.14
1006025111-e9a19 | http://is18.auto.ru/all/images/b0/e9/60x45/b0e9d8bc.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #CACECB | 90 000 |  2004  |  97 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Котлас | 31.12.14
1005521949-c3cb | http://is17.auto.ru/all/images/89/50/60x45/8950d8c1.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #000000 | 188 000 |  2011  |  72 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Муром | 31.12.14
1006025205-2d000d | http://is7.auto.ru/all/images/77/db/60x45/77dbe2b7.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #CACECB | 168 000 |  2007  |  172 200 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Прохладный | 31.12.14
1006025199-7316 | http://is5.auto.ru/all/images/97/6b/60x45/976b226c.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #34ba2b | 100 000 |  2003  |  180 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Выкса | 31.12.14
1006023697-b0ce | http://is3.auto.ru/all/images/7d/3f/60x45/7d3f74db.jpg |  ВАЗ 21141.6 MT (98 л.с.) 211440-26  | #9c9999 | 265 000 |  2013  |  23 500 км  |  1.6 MT (98 л.с.) 211440-26хэтчбек, бензин, передний  | Москва | 31.12.14
1006023611-008c1f | http://is12.auto.ru/all/images/69/2b/60x45/692bdd9e.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #FFFFFF | 210 000 |  2010  |  60 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Москва | 31.12.14
1006022657-a1b5 | http://is13.auto.ru/all/images/27/2d/60x45/272d00c6.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #CACECB | 100 000 |  2003  |  195 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Сочи | 31.12.14
1004031380-84ef8e | http://is9.auto.ru/all/images/f6/a0/60x45/f6a0202f.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #CACECB | 173 000 |  2007  |  157 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Москва | 31.12.14
1005980815-e21a6 | http://is12.auto.ru/all/images/ee/18/60x45/ee18738b.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #FF0000 | 125 000 |  2005  |  2 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Щелково | 30.12.14
1005980405-5aaf | http://is9.auto.ru/all/images/ee/67/60x45/ee672a6e.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #000000 | 95 000 |  2004  |  155 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Москва | 30.12.14
1005980213-d9eb47 | http://is11.auto.ru/all/images/73/b3/60x45/73b30181.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #34ba2b | 125 000 |  2008  |  79 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Нижний Новгород | 30.12.14
1005644189-895a25 | http://is2.auto.ru/all/images/1f/cd/60x45/1fcdb9d1.jpg |  ВАЗ 21141.6 MT (98 л.с.) 211440-26  | #FFFFFF | 220 000 |  2011  |  61 000 км  |  1.6 MT (98 л.с.) 211440-26хэтчбек, бензин, передний  | Тамбов | 30.12.14
1005976827-08b9d | http://is15.auto.ru/all/images/19/95/60x45/1995fc9a.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #000000 | 115 000 |  2005  |  135 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Ливны | 30.12.14
1005325585-ffefd3 | http://is17.auto.ru/all/images/a0/96/60x45/a0961681.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #926547 | 169 000 |  2008  |  97 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Москва | 30.12.14
1005975093-a0853 | http://is8.auto.ru/all/images/67/03/60x45/6703aa52.jpg |  ВАЗ 21141.5 MT (100 л.с.)  | #CACECB | 105 000 |  2006  |  123 097 км  |  1.5 MT (100 л.с.)хэтчбек, бензин, передний  | Москва | 30.12.14
1005973139-ee5e58 | http://is15.auto.ru/all/images/23/0a/60x45/230afdc9.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #34ba2b | 150 000 |  2007  |  123 105 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Тверь | 30.12.14
1005972957-8061e4 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 21141.6 MT (90 л.с.) 211440-24  | #000000 | 145 000 |  2008  |  60 000 км  |  1.6 MT (90 л.с.) 211440-24хэтчбек, бензин, передний  | Иваново | 30.12.14
49675390-7f3ad4 | http://is4.auto.ru/all/images/86/10/60x45/8610faca.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #CACECB | 110 000 |  2004  |  180 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Россошь | 30.12.14
44969824-6272e | http://is3.auto.ru/all/images/32/02/60x45/320255b5.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #CACECB | 123 000 |  2004  |  135 900 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Таганрог | 30.12.14
1005969541-1275e | http://is6.auto.ru/all/images/28/0b/60x45/280be22b.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #CC0033 | 125 000 |  2007  |  80 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Рязань | 30.12.14
1005968139-cafe | http://is12.auto.ru/all/images/b4/a7/60x45/b4a71d42.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #CACECB | 145 000 |  2007  |  149 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Ставрополь | 30.12.14
1005712073-9e5e | http://is9.auto.ru/all/images/41/20/60x45/4120e44d.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #CACECB | 120 000 |  2007  |  110 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Москва | 30.12.14
1005924485-5c5cc | /i/all7/img/no-photo-thumb.gif |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #34ba2b | 173 000 |  2010  |  90 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Москва | 29.12.14
1005924121-b448 | http://is7.auto.ru/all/images/a6/6c/60x45/a66c11db.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #CACECB | 239 000 |  2013  |  25 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Смоленск | 29.12.14
1005585553-3440d | http://is2.auto.ru/all/images/36/67/60x45/3667452c.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #9c9999 | 127 000 |  2005  |  75 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Россошь | 29.12.14
1005922597-21f84b | /i/all7/img/no-photo-thumb.gif |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #000000 | 157 000 |  2008  |  120 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Ставрополь | 29.12.14
1005922265-5204c | http://is17.auto.ru/all/images/1f/37/60x45/1f373a5c.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #34ba2b | 130 000 |  2006  |  128 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Починки | 29.12.14
1005921185-ce8595 | http://is6.auto.ru/all/images/e4/ad/60x45/e4adbee2.jpg |  ВАЗ 21141.6 MT (90 л.с.) 211440-24  | #9c9999 | 150 000 |  2009  |  110 000 км  |  1.6 MT (90 л.с.) 211440-24хэтчбек, бензин, передний  | Дмитров | 29.12.14
48060496-ad4d | http://is14.auto.ru/all/images/7d/87/60x45/7d87e3d9.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #000000 | 180 000 |  2011  |  62 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Саранск | 29.12.14
1004427141-f40b | http://is7.auto.ru/all/images/da/51/60x45/da51483e.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #0088ff | 99 000 |  2005  |  120 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Кострома | 29.12.14
1005917251-7d6fa3 | http://is5.auto.ru/all/images/e4/8b/60x45/e48b3a40.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #CACECB | 120 000 |  2006  |  140 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Нижний Новгород | 29.12.14
1005917061-3aa0df | http://is5.auto.ru/all/images/d6/a0/60x45/d6a09bdc.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #CACECB | 120 000 |  2006  |  133 333 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Павловский Посад | 29.12.14
1005917655-c6113 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #CACECB | 85 000 |  2004  |  50 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Пенза | 29.12.14
1005916151-e64628 | http://is2.auto.ru/all/images/4b/e9/60x45/4be9b93f.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #34ba2b | 135 000 |  2009  |  120 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Сокол | 29.12.14
43672140-aaef | http://is9.auto.ru/all/images/5a/71/60x45/5a71e64e.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #CACECB | 178 000 |  2011  |  52 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Ульяновск | 29.12.14
1005915585-9707d7 | http://is6.auto.ru/all/images/65/b4/60x45/65b48d6a.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #000000 | 105 000 |  2006  |  120 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Елабуга | 29.12.14
1005914371-0d2733 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #000000 | 170 000 |  2010  |  86 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Санкт-Петербург | 29.12.14
1001885497-c0bb58 | http://is17.auto.ru/all/images/dc/9f/60x45/dc9f12ea.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #000000 | 150 000 |  2005  |  140 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Москва | 29.12.14
1005912233-eb4a12 | http://is17.auto.ru/all/images/26/73/60x45/2673173a.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #CACECB | 125 000 |  2006  |  133 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Тверь | 29.12.14
1005911349-eb5bb9 | http://is7.auto.ru/all/images/96/90/60x45/969004f1.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #000000 | 195 000 |  2010  |  20 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Самара | 29.12.14
