1007301803-05e0 | http://is10.auto.ru/all/images/fb/c7/60x45/fbc79ab0.jpg |  Volkswagen Golf VI1.6 AT (102 л.с.)  | #FF0000 | 515 000 |  2010  |  67 000 км  |  1.6 AT (102 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1003775758-689f8 | http://is3.auto.ru/all/images/45/4d/60x45/454d68fc.jpg |  Volkswagen Golf VI1.4 AT (122 л.с.)  | #0088ff | 650 000 |  2011  |  25 000 км  |  1.4 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 06.01.15
1006268407-0cb23 | http://is11.auto.ru/all/images/d6/e6/60x45/d6e614de.jpg |  Volkswagen Golf III1.8 MT (90 л.с.)  | #000000 | 120 000 |  1991  |  273 000 км  |  1.8 MT (90 л.с.)хэтчбек, бензин, передний  | Ижевск | 06.01.15
1006268359-c50973 | http://is9.auto.ru/all/images/20/37/60x45/2037a05c.jpg |  Volkswagen Golf V1.6 MT (102 л.с.)  | #9c9999 | 373 000 |  2007  |  178 000 км  |  1.6 MT (102 л.с.)хэтчбек, бензин, передний  | Обнинск | 06.01.15
47136468-231809 | http://is8.auto.ru/all/images/cd/76/60x45/cd7627e0.jpg |  Volkswagen Golf II1.3 MT (55 л.с.)  | #FF0000 | 45 000 |  1985  |  221 000 км  |  1.3 MT (55 л.с.)хэтчбек, бензин, передний  | Кострома | 05.01.15
1006267907-4bcd | http://is10.auto.ru/all/images/7c/39/60x45/7c39ed73.jpg |  Volkswagen Golf V1.4 MT (122 л.с.)  | #CACECB | 527 000 |  2008  |  141 000 км  |  1.4 MT (122 л.с.)хэтчбек, бензин, передний  | Красногорск | 05.01.15
1006260191-cbdf | http://is3.auto.ru/all/images/11/37/60x45/113722f9.jpg |  Volkswagen Golf III1.8 MT (90 л.с.)  | #0000FF | 100 000 |  1992  |  235 000 км  |  1.8 MT (90 л.с.)хэтчбек, бензин, передний  | Обнинск | 05.01.15
1005709425-523b | http://is17.auto.ru/all/images/e3/91/60x45/e3917d87.jpg |  Volkswagen Golf V1.6 MT (102 л.с.)  | #CACECB | 510 000 |  2008  |  170 000 км  |  1.6 MT (102 л.с.)хэтчбек, бензин, передний  | Химки | 05.01.15
1006266615-7f8fa | http://is18.auto.ru/all/images/b9/97/60x45/b9977ba9.jpg |  Volkswagen Golf IV1.6 MT (101 л.с.)  | #34ba2b | 270 000 |  2000  |  235 000 км  |  1.6 MT (101 л.с.)хэтчбек, бензин, передний  | Москва | 05.01.15
1004299033-fff92 | http://is16.auto.ru/all/images/37/04/60x45/3704db0f.jpg |  Volkswagen Golf IV1.4 MT (75 л.с.)  | #CACECB | 165 000 |  1998  |  193 000 км  |  1.4 MT (75 л.с.)хэтчбек, бензин, передний  | Саранск | 05.01.15
34307172-7a39 | http://is5.auto.ru/all/images/7c/b9/60x45/7cb9e710.jpg |  Volkswagen Golf IV1.4 MT (75 л.с.)  | #0000FF | 219 000 |  2000  |  215 000 км  |  1.4 MT (75 л.с.)хэтчбек, бензин, передний  | Владимир | 05.01.15
49994848-8875e | http://is11.auto.ru/all/images/cd/40/60x45/cd407135.jpg |  Volkswagen Golf III2.8 MT (174 л.с.)  | #0000FF | 160 000 |  1993  |  258 556 км  |  2.8 MT (174 л.с.)хэтчбек, бензин, передний  | Егорьевск | 05.01.15
1006265821-585f1 | http://is12.auto.ru/all/images/1a/08/60x45/1a088a54.jpg |  Volkswagen Golf VI1.4 MT (122 л.с.)  | #FF0000 | 535 000 |  2010  |  66 116 км  |  1.4 MT (122 л.с.)хэтчбек, бензин, передний  | Тверь | 05.01.15
1006265399-10c9 | http://is18.auto.ru/all/images/5e/d2/60x45/5ed2f054.jpg |  Volkswagen Golf V2.0 AT (230 л.с.)  | #FFFFFF | 600 000 |  2007  |  78 000 км  |  2.0 AT (230 л.с.)хэтчбек, бензин, передний  | Челябинск | 05.01.15
1006265287-4611c4 | http://is17.auto.ru/all/images/1b/74/60x45/1b74405e.jpg |  Volkswagen Golf III1.8 MT (90 л.с.)  | #FF0000 | 110 000 |  1992  |  140 000 км  |  1.8 MT (90 л.с.)хэтчбек, бензин, передний  | Москва | 05.01.15
48692170-2a501 | http://is3.auto.ru/all/images/21/c7/60x45/21c717e3.jpg |  Volkswagen Golf V1.9d MT (105 л.с.)  | #CACECB | 550 000 |  2008  |  124 000 км  |  1.9d MT (105 л.с.)универсал, дизель, передний  | Вологда | 05.01.15
1006260183-6dbc | http://is3.auto.ru/all/images/b8/38/60x45/b8387f1f.jpg |  Volkswagen Golf V1.4 MT (80 л.с.)  | #0000FF | 380 000 |  2007  |  115 000 км  |  1.4 MT (80 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 05.01.15
1003065900-211e7 | http://is17.auto.ru/all/images/86/2d/60x45/862df883.jpg |  Volkswagen Golf V1.6 MT (102 л.с.)  | #CACECB | 465 000 |  2008  |  60 000 км  |  1.6 MT (102 л.с.)хэтчбек, бензин, передний  | Липецк | 05.01.15
1006263567-904f | http://is14.auto.ru/all/images/49/c0/60x45/49c0294c.jpg |  Volkswagen Golf IV1.4 MT (75 л.с.)  | #0000FF | 250 000 |  2001  |  197 000 км  |  1.4 MT (75 л.с.)хэтчбек, бензин, передний  | Тамбов | 05.01.15
1006263427-3d9a4 | http://is11.auto.ru/all/images/9e/32/60x45/9e3285df.jpg |  Volkswagen Golf III2.0 MT (115 л.с.)  | #9c9999 | 165 000 |  1994  |  260 000 км  |  2.0 MT (115 л.с.)универсал, бензин, передний  | Москва | 05.01.15
1006262423-ef33 | http://is18.auto.ru/all/images/63/3d/60x45/633db843.jpg |  Volkswagen Golf VI1.6 MT (102 л.с.)  | #CACECB | 630 000 |  2010  |  94 000 км  |  1.6 MT (102 л.с.)хэтчбек, бензин, передний  | Брянск | 05.01.15
1006161075-38e71b | http://is2.auto.ru/all/images/fe/36/60x45/fe366c6e.jpg |  Volkswagen Golf II1.8 MT (90 л.с.)  | #9c9999 | 45 000 |  1988  |  290 000 км  |  1.8 MT (90 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 05.01.15
1006261707-7ae90e | http://is5.auto.ru/all/images/25/c1/60x45/25c1d9ef.jpg |  Volkswagen Golf IV1.4 MT (75 л.с.)  | #0000FF | 240 000 |  2002  |  196 000 км  |  1.4 MT (75 л.с.)хэтчбек, бензин, передний  | Уфа | 05.01.15
1006260839-568d | http://is5.auto.ru/all/images/a0/5f/60x45/a05f5500.jpg |  Volkswagen Golf VI1.4 MT (122 л.с.)  | #FFFFFF | 610 000 |  2010  |  99 000 км  |  1.4 MT (122 л.с.)хэтчбек, бензин, передний  | Пятигорск | 05.01.15
1006260615-d1c70f | http://is10.auto.ru/all/images/e7/07/60x45/e707b015.jpg |  Volkswagen Golf VII1.2 MT (105 л.с.)  | #9c9999 | 670 000 |  2012  |  71 000 км  |  1.2 MT (105 л.с.)хэтчбек, бензин, передний  | Пенза | 05.01.15
1006260503-3f5d | http://is12.auto.ru/all/images/b1/57/60x45/b1570243.jpg |  Volkswagen Golf III1.8 MT (90 л.с.)  | #FF0000 | 160 000 |  1993  |  250 000 км  |  1.8 MT (90 л.с.)хэтчбек, бензин, передний  | Подольск | 05.01.15
1006256693-2228 | http://is8.auto.ru/all/images/ec/7e/60x45/ec7ea1e4.jpg |  Volkswagen Golf V1.4 MT (75 л.с.)  | #34ba2b | 310 000 |  2004  |  130 000 км  |  1.4 MT (75 л.с.)хэтчбек, бензин, передний  | Балашиха | 05.01.15
1006260251-e7f04e | http://is13.auto.ru/all/images/db/c7/60x45/dbc775fc.jpg |  Volkswagen Golf VI1.4 AT (122 л.с.)  | #CACECB | 610 000 |  2009  |  71 000 км  |  1.4 AT (122 л.с.)хэтчбек, бензин, передний  | Белгород | 05.01.15
1006067631-d6acdd | http://is9.auto.ru/all/images/ca/42/60x45/ca42e2ad.jpg |  Volkswagen Golf IV1.6 MT (101 л.с.)  | #0000FF | 250 000 |  2002  |  235 000 км  |  1.6 MT (101 л.с.)хэтчбек, бензин, передний  | Ростов-на-Дону | 05.01.15
1005636439-c40b | http://is12.auto.ru/all/images/79/76/60x45/7976a971.jpg |  Volkswagen Golf VII1.4 AT (122 л.с.)  | #9c9999 | 1 150 000 |  2014  |  27 000 км  |  1.4 AT (122 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 05.01.15
1006257925-6e78ec | http://is7.auto.ru/all/images/08/09/60x45/0809451c.jpg |  Volkswagen Golf VI1.4 MT (122 л.с.)  | #9c9999 | 550 000 |  2009  |  90 000 км  |  1.4 MT (122 л.с.)хэтчбек, бензин, передний  | Великий Новгород | 05.01.15
1005761277-711f83 | http://is8.auto.ru/all/images/38/8e/60x45/388eecaf.jpg |  Volkswagen Golf VI1.4 AT (122 л.с.)  | #000000 | 528 000 |  2010  |  60 453 км  |  1.4 AT (122 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 05.01.15
50396762-5e56e | http://is7.auto.ru/all/images/5e/67/60x45/5e6766aa.jpg |  Volkswagen Golf II1.8 MT (90 л.с.) КАТ  | #FFFFFF | 45 000 |  1991  |  332 000 км  |  1.8 MT (90 л.с.) КАТхэтчбек, бензин, передний  | Санкт-Петербург | 05.01.15
1004689507-4a3360 | http://is9.auto.ru/all/images/ac/b3/60x45/acb3e876.jpg |  Volkswagen Golf III1.9d MT (90 л.с.)  | #FFFFFF | 120 000 |  1996  |  496 000 км  |  1.9d MT (90 л.с.)универсал, дизель, передний  | Кашира | 05.01.15
49025208-c6456 | /i/all7/img/no-photo-thumb.gif |  Volkswagen Golf III1.8 MT (75 л.с.)  | #0000FF | 55 000 |  1996  |  240 000 км  |  1.8 MT (75 л.с.)универсал, бензин, передний  | Новочебоксарск | 05.01.15
1006215003-0cad73 | http://is15.auto.ru/all/images/83/50/60x45/8350249e.jpg |  Volkswagen Golf II1.6 MT (75 л.с.)  | #34ba2b | 250 000 |  1990  |  167 500 км  |  1.6 MT (75 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 04.01.15
1006214717-506a5 | http://is7.auto.ru/all/images/a1/07/60x45/a10707a5.jpg |  Volkswagen Golf IV1.4 MT (75 л.с.)  | #0000FF | 210 000 |  1999  |  280 000 км  |  1.4 MT (75 л.с.)хэтчбек, бензин, передний  | Валуйки | 04.01.15
1001642857-a4fb | http://is9.auto.ru/all/images/1f/6d/60x45/1f6db163.jpg |  Volkswagen Golf VI2.0d AT (140 л.с.)  | #000000 | 650 000 |  2009  |  115 000 км  |  2.0d AT (140 л.с.)универсал, дизель, передний  | Воронеж | 04.01.15
49932512-f998 | http://is13.auto.ru/all/images/88/2f/60x45/882fada0.jpg |  Volkswagen Golf V1.4 AT (140 л.с.)  | #000000 | 460 000 |  2008  |  80 000 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 04.01.15
1001307825-483b | http://is6.auto.ru/all/images/de/16/60x45/de161470.jpg |  Volkswagen Golf IV2.0 AT (115 л.с.)  | #000000 | 285 000 |  2000  |  122 000 км  |  2.0 AT (115 л.с.)хэтчбек, бензин, передний  | Великие Луки | 04.01.15
1006111169-5c1cd | http://is2.auto.ru/all/images/0c/1a/60x45/0c1a6cc3.jpg |  Volkswagen Golf II1.6 MT (72 л.с.)  | #0000FF | 55 000 |  1990  |  370 000 км  |  1.6 MT (72 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 04.01.15
1001877967-d6b6f | http://is18.auto.ru/all/images/ae/5d/60x45/ae5d76fa.jpg |  Volkswagen Golf III1.8 MT (90 л.с.)  | #000000 | 140 000 |  1997  |  170 000 км  |  1.8 MT (90 л.с.)хэтчбек, бензин, передний  | Брянск | 04.01.15
49104968-fcb2d | http://is4.auto.ru/all/images/7d/d8/60x45/7dd8a05d.jpg |  Volkswagen Golf VI1.4 AT (122 л.с.)  | #000000 | 445 000 |  2010  |  50 000 км  |  1.4 AT (122 л.с.)хэтчбек, бензин, передний  | Иваново | 04.01.15
1006213083-22a81 | /i/all7/img/no-photo-thumb.gif |  Volkswagen Golf V1.6 AT (115 л.с.)  | #0000FF | 420 000 |  2006  |  140 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Йошкар-Ола | 04.01.15
41396694-3d735c | http://is13.auto.ru/all/images/ee/ee/60x45/eeee0d0d.jpg |  Volkswagen Golf VI1.4 AT (122 л.с.)  | #CACECB | 750 000 |  2012  |  90 000 км  |  1.4 AT (122 л.с.)хэтчбек, бензин, передний  | Воронеж | 04.01.15
33191764-edaf7 | http://is18.auto.ru/all/images/c8/4e/60x45/c84e12f2.jpg |  Volkswagen Golf VI1.6 MT (102 л.с.)  | #0000FF | 570 000 |  2010  |  65 000 км  |  1.6 MT (102 л.с.)хэтчбек, бензин, передний  | Егорьевск | 04.01.15
1006211655-46356c | http://is16.auto.ru/all/images/be/a3/60x45/bea34430.jpg |  Volkswagen Golf II1.8 MT (90 л.с.)  | #34ba2b | 60 000 |  1989  |  199 999 км  |  1.8 MT (90 л.с.)хэтчбек, бензин, передний  | Тверь | 04.01.15
1006212069-5b7c | http://is2.auto.ru/all/images/7d/a5/60x45/7da5dc01.jpg |  Volkswagen Golf III1.6 MT (101 л.с.)  | #FFFFFF | 170 000 |  1997  |  360 000 км  |  1.6 MT (101 л.с.)универсал, бензин, передний  | Белгород | 04.01.15
1006211407-0ab4 | http://is10.auto.ru/all/images/1e/e9/60x45/1ee994f4.jpg |  Volkswagen Golf III1.4 MT (60 л.с.)  | #9c9999 | 85 000 |  1991  |  150 000 км  |  1.4 MT (60 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 04.01.15
1006210947-1a6f54 | http://is9.auto.ru/all/images/2b/dd/60x45/2bdd7759.jpg |  Volkswagen Golf VI1.6 AT (102 л.с.)  | #FFFFFF | 550 000 |  2009  |  120 000 км  |  1.6 AT (102 л.с.)хэтчбек, бензин, передний  | Пушкино | 04.01.15
1005759737-1ffb | http://is11.auto.ru/all/images/39/02/60x45/39022ebf.jpg |  Volkswagen Golf IV1.6 MT (105 л.с.)  | #CACECB | 240 000 |  2000  |  120 000 км  |  1.6 MT (105 л.с.)хэтчбек, бензин, передний  | Демидов | 04.01.15
44606218-f6ca5 | http://is10.auto.ru/all/images/bc/3a/60x45/bc3a9f79.jpg |  Volkswagen Golf VI1.4 MT (160 л.с.)  | #000000 | 698 000 |  2010  |  110 000 км  |  1.4 MT (160 л.с.)хэтчбек, бензин, передний  | Воронеж | 04.01.15
49270048-758fa | /i/all7/img/no-photo-thumb.gif |  Volkswagen Golf II1.6 MT (75 л.с.)  | #FF0000 | 65 000 |  1985  |  200 000 км  |  1.6 MT (75 л.с.)хэтчбек, бензин, передний  | Красноармейск | 04.01.15
1006162385-835e37 | http://is11.auto.ru/all/images/46/88/60x45/4688006a.jpg |  Volkswagen Golf III1.6 MT (75 л.с.)  | #34ba2b | 170 000 |  1996  |  280 000 км  |  1.6 MT (75 л.с.)хэтчбек, бензин, передний  | Сураж | 04.01.15
1006111823-5ead4 | http://is5.auto.ru/all/images/38/1a/60x45/381ae129.jpg |  Volkswagen Golf III2.0 MT (115 л.с.)  | #9c9999 | 150 000 |  1992  |  240 000 км  |  2.0 MT (115 л.с.)хэтчбек, бензин, передний  | Оричи | 04.01.15
1005981121-f848 | http://is16.auto.ru/all/images/cd/e6/60x45/cde632a4.jpg |  Volkswagen Golf IV1.8 MT (125 л.с.) 4WD  | #000000 | 270 000 |  2001  |  215 000 км  |  1.8 MT (125 л.с.) 4WDхэтчбек, бензин, полный  | Нелидово | 04.01.15
1000269959-953b | http://is1.auto.ru/all/images/db/00/60x45/db002c15.jpg |  Volkswagen Golf II1.8 MT (90 л.с.) КАТ  | #000000 | 70 000 |  1988  |  390 000 км  |  1.8 MT (90 л.с.) КАТхэтчбек, бензин, передний  | Кострома | 04.01.15
1006204009-e2400 | http://is8.auto.ru/all/images/04/27/60x45/04277cc1.jpg |  Volkswagen Golf IV1.6 MT (101 л.с.)  | #9c9999 | 330 000 |  2003  |  190 000 км  |  1.6 MT (101 л.с.)хэтчбек, бензин, передний  | Смоленск | 04.01.15
1006163051-e7d5 | http://is13.auto.ru/all/images/34/0d/60x45/340d82ef.jpg |  Volkswagen Golf II1.8 MT (90 л.с.)  | #9966CC | 100 000 |  1990  |  305 000 км  |  1.8 MT (90 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 04.01.15
1005974445-be8ac | http://is10.auto.ru/all/images/6a/8e/60x45/6a8ead82.jpg |  Volkswagen Golf VII1.4 AT (140 л.с.)  | #0088ff | 1 190 000 |  2013  |  46 737 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 03.01.15
1003976408-5a66 | http://is11.auto.ru/all/images/00/76/60x45/00769c3a.jpg |  Volkswagen Golf IV1.6 MT (100 л.с.)  | #000000 | 225 000 |  2000  |  257 000 км  |  1.6 MT (100 л.с.)универсал, бензин, передний  | Павловск | 03.01.15
1003351374-7b65 | http://is10.auto.ru/all/images/0b/38/60x45/0b38eb71.jpg |  Volkswagen Golf IV1.6 AT (102 л.с.)  | #0000FF | 310 000 |  2003  |  130 000 км  |  1.6 AT (102 л.с.)универсал, бензин, передний  | Москва | 03.01.15
1006157535-8671 | http://is2.auto.ru/all/images/3f/4c/60x45/3f4c2076.jpg |  Volkswagen Golf V1.6 MT (102 л.с.)  | #CACECB | 350 000 |  2004  |  132 000 км  |  1.6 MT (102 л.с.)хэтчбек, бензин, передний  | Владимир | 03.01.15
1005810009-2d0923 | http://is9.auto.ru/all/images/02/bd/60x45/02bd6e5c.jpg |  Volkswagen Golf V1.4 MT (80 л.с.)  | #000000 | 389 000 |  2007  |  110 000 км  |  1.4 MT (80 л.с.)хэтчбек, бензин, передний  | Иваново | 03.01.15
1006156385-cda47 | http://is18.auto.ru/all/images/9f/03/60x45/9f03792b.jpg |  Volkswagen Golf IV1.9d MT (90 л.с.)  | #CACECB | 588 600 |  2003  |  315 000 км  |  1.9d MT (90 л.с.)хэтчбек, дизель, передний  | Симферополь | 03.01.15
1006154657-fa7b | http://is15.auto.ru/all/images/e0/e9/60x45/e0e969ae.jpg |  Volkswagen Golf VI1.6 AT (102 л.с.)  | #0000FF | 590 000 |  2009  |  107 000 км  |  1.6 AT (102 л.с.)хэтчбек, бензин, передний  | Москва | 03.01.15
50194488-5a127b | http://is3.auto.ru/all/images/bf/9d/60x45/bf9d1b95.jpg |  Volkswagen Golf II1.3 MT (55 л.с.) KAT  | #FF0000 | 60 000 |  1990  |  250 000 км  |  1.3 MT (55 л.с.) KATхэтчбек, бензин, передний  | Серпухов | 03.01.15
1004565109-7d9e3 | http://is17.auto.ru/all/images/73/09/60x45/730948b1.jpg |  Volkswagen Golf III1.8 MT (90 л.с.)  | #9966CC | 99 999 |  1992  |  200 000 км  |  1.8 MT (90 л.с.)хэтчбек, бензин, передний  | Ливны | 03.01.15
1006157467-41cdd | http://is18.auto.ru/all/images/8e/68/60x45/8e68b375.jpg |  Volkswagen Golf IV1.6 MT (101 л.с.)  | #0000FF | 220 000 |  1998  |  260 км  |  1.6 MT (101 л.с.)хэтчбек, бензин, передний  | Муром | 03.01.15
1003972334-f77c | http://is15.auto.ru/all/images/03/42/60x45/0342bd06.jpg |  Volkswagen Golf IV1.4 MT (75 л.с.)  | #000000 | 230 000 |  2001  |  215 000 км  |  1.4 MT (75 л.с.)хэтчбек, бензин, передний  | Дубна | 03.01.15
1006155075-f964d5 | http://is4.auto.ru/all/images/18/0e/60x45/180e24e8.jpg |  Volkswagen Golf IV1.9d MT (90 л.с.)  | #0000FF | 270 000 |  2000  |  390 000 км  |  1.9d MT (90 л.с.)хэтчбек, дизель, передний  | Воронеж | 03.01.15
47350682-c687 | http://is15.auto.ru/all/images/c8/c0/60x45/c8c07ec6.jpg |  Volkswagen Golf III1.6 MT (75 л.с.)  | #FF0000 | 110 000 |  1994  |  300 000 км  |  1.6 MT (75 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 03.01.15
1006110277-c5cdf | http://is9.auto.ru/all/images/a5/db/60x45/a5db1c2d.jpg |  Volkswagen Golf IV1.6 AT (101 л.с.)  | #0000FF | 230 000 |  1998  |  196 000 км  |  1.6 AT (101 л.с.)хэтчбек, бензин, передний  | Сергиев Посад | 02.01.15
