1006870167-2d0d4 | http://is13.auto.ru/all/images/26/90/60x45/26908ec0.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #926547 | 345 000 |  2012  |  25 600 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1006312987-f1ed | http://is8.auto.ru/all/images/8b/2a/60x45/8b2aeea9.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #CC0033 | 75 000 |  1986  |  8 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Калуга | 06.01.15
1003633222-bc8bc | http://is18.auto.ru/all/images/ad/54/60x45/ad54c7b7.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #9966CC | 115 000 |  2001  |  95 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Смоленск | 06.01.15
1006312653-d9f70 | http://is12.auto.ru/all/images/b5/c7/60x45/b5c7b3a3.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #34ba2b | 400 000 |  1983  |  2 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Белгород | 06.01.15
1006312539-1a5a | http://is9.auto.ru/all/images/dc/99/60x45/dc99ad97.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 65 000 |  1997  |  5 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Воронеж | 06.01.15
1006312285-23335 | http://is18.auto.ru/all/images/6d/75/60x45/6d757f18.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #34ba2b | 99 555 |  1985  |  10 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Новомосковск | 06.01.15
1002485487-167fdb | http://is18.auto.ru/all/images/14/5b/60x45/145b64f3.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #9c9999 | 90 000 |  2000  |  125 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Вологда | 06.01.15
1006311087-98b5db | http://is7.auto.ru/all/images/14/b9/60x45/14b9d5a9.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 55 000 |  1996  |  80 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Лебедянь | 06.01.15
1006310799-84c74 | http://is6.auto.ru/all/images/e1/28/60x45/e128645d.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 250 000 |  2010  |  78 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Калуга | 06.01.15
1006310683-caeb2c | http://is11.auto.ru/all/images/b0/24/60x45/b0243b92.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 265 000 |  2010  |  24 890 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 06.01.15
1006308335-c64e | http://is4.auto.ru/all/images/3d/21/60x45/3d212118.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 449 000 |  2015  |  70 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Тула | 06.01.15
1006308211-e54b | http://is5.auto.ru/all/images/5c/4e/60x45/5c4ea97a.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 450 000 |  2014  |  1 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 06.01.15
1006308309-e9a9 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 120 000 |  1997  |  190 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Владимир | 06.01.15
1006259049-6bba99 | http://is3.auto.ru/all/images/42/c0/60x45/42c076a6.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 250 000 |  2010  |  50 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Железногорск | 06.01.15
1006269467-16b0 | http://is6.auto.ru/all/images/62/a2/60x45/62a29084.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0088ff | 160 000 |  2006  |  79 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Ардатов | 06.01.15
48118142-4c11e | http://is7.auto.ru/all/images/96/f9/60x45/96f932a9.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 135 000 |  1999  |  97 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Тула | 06.01.15
1006267831-796f1 | http://is7.auto.ru/all/images/e9/6b/60x45/e96b1e8e.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #0000FF | 120 000 |  2000  |  130 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Мичуринск | 05.01.15
1006266253-d402e | http://is18.auto.ru/all/images/15/d5/60x45/15d53211.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 210 000 |  2007  |  85 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Смоленск | 05.01.15
1006266465-8693 | http://is2.auto.ru/all/images/df/d3/60x45/dfd3b830.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 85 000 |  1999  |  135 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Острогожск | 05.01.15
1006112283-0a64b | http://is3.auto.ru/all/images/f6/45/60x45/f645b6dc.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 80 000 |  1998  |  135 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 05.01.15
1006264831-f64c | http://is16.auto.ru/all/images/34/e2/60x45/34e2484b.jpg |  ВАЗ 2121 (4x4)1.7 MT (80 л.с.) 4WD  | #34ba2b | 210 000 |  2006  |  79 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Шарья | 05.01.15
1006263069-abb86b | http://is13.auto.ru/all/images/7a/64/60x45/7a6461ec.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #ffefd5 | 159 000 |  2008  |  110 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Нижний Новгород | 05.01.15
46422982-986e5 | http://is18.auto.ru/all/images/68/b1/60x45/68b11c37.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF0000 | 75 000 |  1994  |  167 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Иваново | 05.01.15
1005748785-3ac769 | http://is17.auto.ru/all/images/31/0f/60x45/310f4e2f.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #926547 | 160 000 |  2003  |  64 900 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 05.01.15
1006259675-9d37e | http://is1.auto.ru/all/images/68/c8/60x45/68c82403.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 107 000 |  2000  |  78 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Киров | 05.01.15
1006258991-594c | http://is9.auto.ru/all/images/51/3e/60x45/513eef14.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 260 000 |  2008  |  75 500 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Балаково | 05.01.15
1006258475-6d768e | http://is3.auto.ru/all/images/8c/30/60x45/8c30bd40.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF9966 | 150 000 |  1997  |  58 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Чехов | 05.01.15
1005806419-ba4370 | http://is9.auto.ru/all/images/59/db/60x45/59dbdc4a.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 390 000 |  2014  |  5 200 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Калуга | 05.01.15
1005807191-79b2b | http://is9.auto.ru/all/images/8e/63/60x45/8e63fa2b.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 350 000 |  2014  |  5 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Калуга | 05.01.15
1003708368-08949 | http://is3.auto.ru/all/images/f3/cb/60x45/f3cbb9f6.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 110 000 |  1998  |  105 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Калуга | 05.01.15
1006256559-3b306 | http://is9.auto.ru/all/images/a9/dd/60x45/a9dd4eda.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FF0000 | 250 000 |  2010  |  122 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Псков | 05.01.15
1005650329-d550b3 | http://is3.auto.ru/all/images/79/1a/60x45/791a6a1d.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #0000FF | 120 000 |  2000  |  15 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Луховицы | 05.01.15
1006020603-19ba | http://is16.auto.ru/all/images/81/dc/60x45/81dc908e.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #ffefd5 | 90 000 |  1999  |  115 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 05.01.15
1006215201-a28d0 | http://is15.auto.ru/all/images/25/77/60x45/25772fe5.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (80 л.с.) 4WD  | #FF0000 | 95 000 |  2001  |  81 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Родники | 04.01.15
1006214627-c992 | http://is17.auto.ru/all/images/ed/71/60x45/ed712547.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FF0000 | 100 000 |  2002  |  85 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 04.01.15
1001893911-dac5 | http://is4.auto.ru/all/images/6e/49/60x45/6e496751.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 90 000 |  1998  |  10 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Зарайск | 04.01.15
38734924-2cd4 | http://is14.auto.ru/all/images/a2/c3/60x45/a2c3b698.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 150 000 |  1996  |  77 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Дубна | 04.01.15
1005759753-d6f8e6 | http://is2.auto.ru/all/images/7a/a3/60x45/7aa321f0.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #9966CC | 195 000 |  2006  |  53 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 04.01.15
1004489815-4f5e1f | http://is2.auto.ru/all/images/55/14/60x45/55146c0b.jpg |  ВАЗ 2121 (4x4) 212171.6 MT (73 л.с.) 4WD  | #FF0000 | 87 000 |  2000  |  80 000 км  |  1.6 MT (73 л.с.) 4WDвнедорожник, бензин, полный  | Калуга | 04.01.15
1006212363-030c | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 160 000 |  2005  |  110 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Гатчина | 04.01.15
1006211959-bcdf | http://is8.auto.ru/all/images/98/28/60x45/98280e1f.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 85 000 |  1997  |  50 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Калуга | 04.01.15
1006211211-62e2c | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #9966CC | 115 000 |  2001  |  130 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Вытегра | 04.01.15
1006210737-e4c6 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #9966CC | 115 000 |  2001  |  130 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Вытегра | 04.01.15
1006209415-f53c | http://is16.auto.ru/all/images/9d/0a/60x45/9d0a413b.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #9966CC | 70 000 |  1999  |  120 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Сергиев Посад | 04.01.15
1006208227-b2df36 | http://is2.auto.ru/all/images/b1/84/60x45/b1840e73.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 290 000 |  2010  |  60 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Борисоглебск | 04.01.15
1006207667-0d8d0 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF0000 | 121 000 |  1996  |  87 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Ногинск | 04.01.15
1006207655-97fbc | http://is18.auto.ru/all/images/a1/65/60x45/a165bece.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 260 000 |  2010  |  45 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Сыктывкар | 04.01.15
1006206679-9a0be | http://is6.auto.ru/all/images/68/9d/60x45/689d3ee7.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 270 000 |  2011  |  38 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Нижний Новгород | 04.01.15
1006207195-8e35 | http://is18.auto.ru/all/images/cf/4b/60x45/cf4b95b2.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #FFCC00 | 80 000 |  1984  |  80 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Тверь | 04.01.15
1006206125-8858 | http://is10.auto.ru/all/images/93/1b/60x45/931b2d1e.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 185 000 |  2006  |  22 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Тула | 04.01.15
44619202-5d6fa5 | http://is17.auto.ru/all/images/a4/fa/60x45/a4fa9558.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (80 л.с.) 4WD  | #0000FF | 115 000 |  2001  |  58 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Великие Луки | 04.01.15
1005925569-22bb | http://is3.auto.ru/all/images/67/bc/60x45/67bc25a9.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 480 000 |  2014  |  16 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Адлер | 04.01.15
1000903651-71be0f | http://is9.auto.ru/all/images/82/9f/60x45/829f6a55.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FF0000 | 235 000 |  2002  |  58 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Мичуринск | 04.01.15
1004226583-9015 | http://is7.auto.ru/all/images/7f/cb/60x45/7fcb8628.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 85 000 |  1998  |  108 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Вышний Волочек | 04.01.15
1006163375-fc24a | http://is2.auto.ru/all/images/22/3b/60x45/223b08e9.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (80 л.с.) 4WD  | #000000 | 165 000 |  2000  |  100 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Воронеж | 04.01.15
1006163271-fc9b | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 170 999 |  2006  |  100 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Можайск | 04.01.15
1006162879-4053 | http://is13.auto.ru/all/images/f4/54/60x45/f4545798.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 80 000 |  1994  |  100 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Мурманск | 04.01.15
1006162529-0c2d | http://is2.auto.ru/all/images/e7/28/60x45/e72862b8.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 62 000 |  1995  |  44 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Мытищи | 04.01.15
1006162723-871a | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 280 000 |  2011  |  35 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Владимир | 03.01.15
1006162173-a0c7d | http://is16.auto.ru/all/images/73/40/60x45/7340f786.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 300 000 |  2012  |  32 713 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Обнинск | 03.01.15
1003559954-c932 | http://is9.auto.ru/all/images/60/13/60x45/6013bfb0.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 115 000 |  2001  |  120 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Великий Новгород | 03.01.15
1006154371-2d05dc | http://is6.auto.ru/all/images/ef/b8/60x45/efb8d62b.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 440 000 |  2014  |  20 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Лакинск | 03.01.15
1006161639-de0c8a | http://is4.auto.ru/all/images/8b/30/60x45/8b301d4e.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 248 000 |  2011  |  75 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 03.01.15
1006114447-a913e2 | http://is8.auto.ru/all/images/51/ce/60x45/51cecb8f.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 75 000 |  1999  |  65 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Орел | 03.01.15
1005695409-6ebc98 | http://is18.auto.ru/all/images/13/f7/60x45/13f70a4e.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 124 000 |  1998  |  144 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Воронеж | 03.01.15
1003071256-336d | http://is13.auto.ru/all/images/2a/da/60x45/2adab8ce.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 130 000 |  1997  |  20 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Тверь | 03.01.15
46057966-bb065 | http://is5.auto.ru/all/images/85/00/60x45/85005f63.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FF0000 | 155 000 |  2007  |  80 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Наро-Фоминск | 03.01.15
1006155437-cbb2 | http://is8.auto.ru/all/images/7c/53/60x45/7c53b2f6.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (80 л.с.) 4WD  | #34ba2b | 235 000 |  2001  |  3 600 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Дмитров | 03.01.15
1006155159-1adc86 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 450 000 |  2014  |  2 100 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 03.01.15
1006162167-10b5b | http://is2.auto.ru/all/images/4c/54/60x45/4c546f83.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF0000 | 110 000 |  1996  |  160 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Шацк | 03.01.15
1006157651-74cc9d | http://is2.auto.ru/all/images/aa/e3/60x45/aae35292.jpg |  ВАЗ 2121 (4x4)1.7 MT (80 л.с.) 4WD  | #0000FF | 120 000 |  2004  |  130 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Трубчевск | 03.01.15
1006157533-74f68 | http://is18.auto.ru/all/images/81/8a/60x45/818a3311.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #9966CC | 142 000 |  2002  |  94 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Шахты | 03.01.15
44818246-c5f8d2 | http://is13.auto.ru/all/images/bf/75/60x45/bf752705.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 150 000 |  1998  |  101 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 03.01.15
1002155181-3b72 | http://is18.auto.ru/all/images/3a/ff/60x45/3aff2f29.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #0000FF | 135 000 |  2001  |  82 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Владимир | 02.01.15
