1006867571-6b7a | http://is11.auto.ru/all/images/af/da/60x45/afdabf7a.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 350 000 |  2005  |  87 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1006265991-cce121 | http://is4.auto.ru/all/images/03/cc/60x45/03cc9444.jpg |  Skoda Octavia II Рестайлинг1.9d AT (105 л.с.)  | #000000 | 790 000 |  2010  |  109 500 км  |  1.9d AT (105 л.с.)универсал, дизель, передний  | Санкт-Петербург | 05.01.15
1006208891-ad1db1 | http://is17.auto.ru/all/images/00/bf/60x45/00bf8410.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 300 000 |  2003  |  172 000 км  |  1.6 MT (102 л.с.)универсал, бензин, передний  | Москва | 05.01.15
1006264549-7e242b | http://is12.auto.ru/all/images/4f/42/60x45/4f42f9ff.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 400 000 |  2009  |  130 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Вологда | 05.01.15
49931620-3388 | http://is13.auto.ru/all/images/b5/40/60x45/b5401ae3.jpg |  Skoda Octavia III1.6 MT (110 л.с.)  | #ffefd5 | 960 000 |  2014  |  12 000 км  |  1.6 MT (110 л.с.)универсал, бензин, передний  | Полярные Зори | 05.01.15
1006262969-30c36 | http://is6.auto.ru/all/images/fa/bb/60x45/fabb0548.jpg |  Skoda Octavia I Рестайлинг1.8 MT (150 л.с.)  | #34ba2b | 250 000 |  2002  |  65 000 км  |  1.8 MT (150 л.с.)универсал, бензин, передний  | Москва | 05.01.15
1006261331-596e | http://is4.auto.ru/all/images/b2/eb/60x45/b2ebf2b2.jpg |  Skoda Octavia III1.4 AT (140 л.с.)  | #FFFFFF | 780 000 |  2013  |  30 000 км  |  1.4 AT (140 л.с.)лифтбек, бензин, передний  | Воронеж | 05.01.15
1006208995-b775 | http://is18.auto.ru/all/images/7d/76/60x45/7d761487.jpg |  Skoda Octavia III1.8 AT (180 л.с.)  | #CACECB | 1 050 000 |  2013  |  32 000 км  |  1.8 AT (180 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 05.01.15
1006256681-6ce18 | http://is6.auto.ru/all/images/81/e2/60x45/81e271ae.jpg |  Skoda Octavia II1.6 MT (102 л.с.)  | #9c9999 | 360 000 |  2007  |  120 000 км  |  1.6 MT (102 л.с.)универсал, бензин, передний  | Элиста | 05.01.15
1004331609-06937b | http://is9.auto.ru/all/images/3b/6d/60x45/3b6dc006.jpg |  Skoda Octavia III1.2 AT (105 л.с.)  | #FFFFFF | 900 000 |  2014  |  18 000 км  |  1.2 AT (105 л.с.)лифтбек, бензин, передний  | Ростов-на-Дону | 05.01.15
1002616473-54a4 | http://is12.auto.ru/all/images/5c/50/60x45/5c50e549.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #FF0000 | 350 000 |  2005  |  190 000 км  |  1.6 MT (102 л.с.)универсал, бензин, передний  | Кострома | 05.01.15
1006211473-1b184c | http://is4.auto.ru/all/images/c5/fa/60x45/c5fa9c8c.jpg |  Skoda Octavia III1.2 AT (105 л.с.)  | #926547 | 935 000 |  2013  |  25 400 км  |  1.2 AT (105 л.с.)лифтбек, бензин, передний  | Москва | 04.01.15
1006214483-a5c5ba | http://is16.auto.ru/all/images/ca/f2/60x45/caf2f1b0.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #9c9999 | 420 000 |  2008  |  160 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Феодосия | 04.01.15
1006214183-3065 | http://is1.auto.ru/all/images/0e/e1/60x45/0ee1441f.jpg |  Skoda Octavia II2.0 AT (150 л.с.)  | #CACECB | 500 000 |  2008  |  160 000 км  |  2.0 AT (150 л.с.)лифтбек, бензин, передний  | Россошь | 04.01.15
1006213731-a466d | http://is6.auto.ru/all/images/77/e2/60x45/77e2f20a.jpg |  Skoda Octavia III1.8 AT (180 л.с.)  | #CACECB | 1 100 000 |  2014  |  6 000 км  |  1.8 AT (180 л.с.)лифтбек, бензин, передний  | Москва | 04.01.15
1005863337-d9b0 | http://is10.auto.ru/all/images/10/65/60x45/10655cc4.jpg |  Skoda Octavia I1.8 MT (150 л.с.)  | #34ba2b | 330 000 |  2000  |  190 000 км  |  1.8 MT (150 л.с.)универсал, бензин, передний  | Москва | 04.01.15
1006212527-7296ed | http://is15.auto.ru/all/images/e2/67/60x45/e2673e66.jpg |  Skoda Octavia III1.2 MT (105 л.с.)  | #FFFFFF | 675 000 |  2013  |  82 000 км  |  1.2 MT (105 л.с.)лифтбек, бензин, передний  | Брянск | 04.01.15
48959496-32af | http://is2.auto.ru/all/images/d0/95/60x45/d0951ec3.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #000000 | 370 000 |  2008  |  74 000 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Тольятти | 04.01.15
1005804815-9de4b | http://is6.auto.ru/all/images/14/2a/60x45/142a4651.jpg |  Skoda Octavia II1.6 MT (102 л.с.)  | #CACECB | 459 000 |  2007  |  133 443 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 04.01.15
1006210333-cf11 | http://is12.auto.ru/all/images/33/24/60x45/33245d7a.jpg |  Skoda Octavia II Рестайлинг1.8 AT (160 л.с.)  | #000000 | 660 000 |  2011  |  117 000 км  |  1.8 AT (160 л.с.)лифтбек, бензин, передний  | Москва | 04.01.15
1005176961-7399e8 | http://is18.auto.ru/all/images/5f/e6/60x45/5fe6f18f.jpg |  Skoda Octavia II Рестайлинг1.4 AT (122 л.с.)  | #000000 | 702 311 |  2011  |  55 630 км  |  1.4 AT (122 л.с.)лифтбек, бензин, передний  | Москва | 04.01.15
1006209683-f6e760 | /i/all7/img/no-photo-thumb.gif |  Skoda Octavia I Рестайлинг1.6 MT (75 л.с.)  | #FFFFFF | 200 000 |  2002  |  120 000 км  |  1.6 MT (75 л.с.)универсал, бензин, передний  | Москва | 04.01.15
1006208975-d0c622 | http://is10.auto.ru/all/images/21/29/60x45/2129dbb5.jpg |  Skoda Octavia III1.6 MT (110 л.с.)  | #CACECB | 819 700 |  2014  |  1 001 км  |  1.6 MT (110 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 04.01.15
1006208439-6c50 | http://is7.auto.ru/all/images/58/46/60x45/5846b87c.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #FF0000 | 360 000 |  2008  |  130 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Тюмень | 04.01.15
1006207721-30ec36 | http://is17.auto.ru/all/images/02/02/60x45/02029aa8.jpg |  Skoda Octavia I1.6 AT (101 л.с.)  | #34ba2b | 230 000 |  2000  |  202 000 км  |  1.6 AT (101 л.с.)лифтбек, бензин, передний  | Сергиев Посад | 04.01.15
47916894-aaf52 | http://is7.auto.ru/all/images/98/8e/60x45/988eaf70.jpg |  Skoda Octavia II1.8 MT (152 л.с.)  | #000000 | 460 000 |  2008  |  102 000 км  |  1.8 MT (152 л.с.)лифтбек, бензин, передний  | Липецк | 04.01.15
1006207151-c7c31b | http://is18.auto.ru/all/images/24/ca/60x45/24ca34dd.jpg |  Skoda Octavia I1.8 MT (150 л.с.)  | #000000 | 200 000 |  1997  |  205 000 км  |  1.8 MT (150 л.с.)лифтбек, бензин, передний  | Алексин | 04.01.15
1006114639-736be7 | /i/all7/img/no-photo-thumb.gif |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #FF0000 | 230 000 |  2002  |  210 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Елец | 04.01.15
1006155779-ba16 | http://is12.auto.ru/all/images/05/2b/60x45/052b41be.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #CACECB | 660 000 |  2012  |  59 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Самара | 03.01.15
1006155487-c8c5 | http://is11.auto.ru/all/images/f4/f3/60x45/f4f3ce88.jpg |  Skoda Octavia III1.2 AT (105 л.с.)  | #FFFFFF | 1 075 000 |  2014  |  8 000 км  |  1.2 AT (105 л.с.)лифтбек, бензин, передний  | Москва | 03.01.15
1005863987-6e83 | http://is9.auto.ru/all/images/c6/a2/60x45/c6a2dc4b.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #9c9999 | 598 000 |  2011  |  70 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Великий Новгород | 03.01.15
1002801817-96099 | http://is9.auto.ru/all/images/c7/29/60x45/c729b06a.jpg |  Skoda Octavia II Рестайлинг1.8 MT (152 л.с.)  | #9c9999 | 659 000 |  2011  |  49 000 км  |  1.8 MT (152 л.с.)лифтбек, бензин, передний  | Курск | 03.01.15
1004491585-86849 | http://is3.auto.ru/all/images/7d/7f/60x45/7d7f5927.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #000000 | 669 000 |  2012  |  110 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Курск | 03.01.15
1006161453-1efa6b | http://is3.auto.ru/all/images/0c/b7/60x45/0cb73e63.jpg |  Skoda Octavia II Рестайлинг Scout1.8 MT (152 л.с.) 4WD  | #9c9999 | 850 000 |  2011  |  50 000 км  |  1.8 MT (152 л.с.) 4WDуниверсал, бензин, полный  | Томск | 03.01.15
1005919859-908e | http://is7.auto.ru/all/images/3f/16/60x45/3f165c81.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #000000 | 999 666 |  2011  |  36 600 км  |  1.8 AT (152 л.с.)универсал, бензин, передний  | Москва | 03.01.15
1006157865-1f0f | http://is12.auto.ru/all/images/0c/f4/60x45/0cf4c516.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #34ba2b | 230 000 |  2003  |  230 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 03.01.15
1006160701-b5bf2 | http://is15.auto.ru/all/images/52/83/60x45/52835a2a.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #0088ff | 400 000 |  2007  |  101 300 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Моршанск | 03.01.15
1006155663-ebd04 | http://is16.auto.ru/all/images/86/ac/60x45/86acf78d.jpg |  Skoda Octavia II1.6 MT (102 л.с.)  | #9c9999 | 410 000 |  2008  |  160 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Волоколамск | 03.01.15
1006157709-df759d | /i/all7/img/no-photo-thumb.gif |  Skoda Octavia I Рестайлинг1.6 AT (102 л.с.)  | #CACECB | 375 000 |  2006  |  96 000 км  |  1.6 AT (102 л.с.)лифтбек, бензин, передний  | Тверь | 03.01.15
1006159923-3f3bf6 | /i/all7/img/no-photo-thumb.gif |  Skoda Octavia II Рестайлинг1.6 AT (102 л.с.)  | #9c9999 | 505 000 |  2009  |  110 км  |  1.6 AT (102 л.с.)лифтбек, бензин, передний  | Тейково | 03.01.15
40383392-3f09 | http://is7.auto.ru/all/images/fe/8a/60x45/fe8a98d8.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #9c9999 | 410 000 |  2008  |  23 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Воронеж | 03.01.15
1006114701-c7c9c7 | http://is12.auto.ru/all/images/17/27/60x45/172795b7.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 330 000 |  2006  |  165 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 02.01.15
1005711305-45242a | http://is12.auto.ru/all/images/b1/97/60x45/b1975672.jpg |  Skoda Octavia III1.4 AT (140 л.с.)  | #FFFFFF | 1 150 000 |  2014  |  6 500 км  |  1.4 AT (140 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 02.01.15
1006114411-f2c27 | /i/all7/img/no-photo-thumb.gif |  Skoda Octavia I Рестайлинг1.8 MT (150 л.с.)  | #34ba2b | 255 555 |  2003  |  222 222 км  |  1.8 MT (150 л.с.)лифтбек, бензин, передний  | Тольятти | 02.01.15
1006113949-2803 | http://is7.auto.ru/all/images/07/87/60x45/0787ab21.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #34ba2b | 335 000 |  2003  |  67 400 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Нерехта | 02.01.15
1006107213-db22b9 | http://is17.auto.ru/all/images/ce/39/60x45/ce3913ae.jpg |  Skoda Octavia I Рестайлинг1.9d MT (90 л.с.)  | #000000 | 430 000 |  2009  |  102 000 км  |  1.9d MT (90 л.с.)лифтбек, дизель, передний  | Петрозаводск | 02.01.15
1006112549-4ca9 | http://is18.auto.ru/all/images/70/75/60x45/7075b092.jpg |  Skoda Octavia I Рестайлинг1.9d MT (90 л.с.)  | #9c9999 | 130 000 |  2001  |  333 000 км  |  1.9d MT (90 л.с.)лифтбек, дизель, передний  | Лиски | 02.01.15
1006101009-febc | http://is9.auto.ru/all/images/78/68/60x45/786811cd.jpg |  Skoda Octavia I Рестайлинг1.8 AT (150 л.с.)  | #9c9999 | 255 000 |  2001  |  250 000 км  |  1.8 AT (150 л.с.)лифтбек, бензин, передний  | Москва | 02.01.15
1005650297-8810ee | http://is2.auto.ru/all/images/d9/64/60x45/d9643a65.jpg |  Skoda Octavia I Рестайлинг1.8 AT (150 л.с.)  | #CACECB | 255 000 |  2001  |  255 000 км  |  1.8 AT (150 л.с.)лифтбек, бензин, передний  | Москва | 02.01.15
1006112337-c4a88 | http://is6.auto.ru/all/images/05/5f/60x45/055f1712.jpg |  Skoda Octavia II Рестайлинг2.0 AT (380 л.с.)  | #0000FF | 1 000 000 |  2012  |  93 000 км  |  2.0 AT (380 л.с.)лифтбек, бензин, передний  | Обнинск | 02.01.15
1006111581-980b | http://is10.auto.ru/all/images/20/c6/60x45/20c622b8.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #9c9999 | 352 000 |  2007  |  140 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Пенза | 02.01.15
1006111179-4fc04 | http://is17.auto.ru/all/images/a9/8a/60x45/a98a2a52.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #9c9999 | 475 000 |  2008  |  15 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Борисоглебск | 02.01.15
1005642985-7f5fd | http://is9.auto.ru/all/images/54/a6/60x45/54a6dc9d.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #FF0000 | 325 000 |  2007  |  150 000 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Великие Луки | 02.01.15
1006110335-6c68 | http://is16.auto.ru/all/images/a5/6b/60x45/a56b3a0d.jpg |  Skoda Octavia II Рестайлинг1.4 AT (122 л.с.)  | #000000 | 850 000 |  2010  |  37 000 км  |  1.4 AT (122 л.с.)лифтбек, бензин, передний  | Тольятти | 02.01.15
1006110027-1188d9 | http://is12.auto.ru/all/images/dc/95/60x45/dc951b4c.jpg |  Skoda Octavia II Рестайлинг1.8 MT (152 л.с.)  | #9c9999 | 565 000 |  2010  |  90 654 км  |  1.8 MT (152 л.с.)лифтбек, бензин, передний  | Чебоксары | 02.01.15
49265556-6a08c | http://is2.auto.ru/all/images/b1/d8/60x45/b1d87a6b.jpg |  Skoda Octavia I1.8 MT (150 л.с.)  | #9966CC | 300 000 |  1999  |  240 000 км  |  1.8 MT (150 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 02.01.15
1006068541-039a | /i/all7/img/no-photo-thumb.gif |  Skoda Octavia I Рестайлинг1.8 AT (150 л.с.)  | #34ba2b | 260 000 |  2002  |  235 000 км  |  1.8 AT (150 л.с.)лифтбек, бензин, передний  | Мытищи | 01.01.15
37797138-4a8e | http://is12.auto.ru/all/images/95/a7/60x45/95a7b187.jpg |  Skoda Octavia II Рестайлинг1.8 MT (152 л.с.)  | #FFFFFF | 955 000 |  2012  |  46 000 км  |  1.8 MT (152 л.с.)лифтбек, бензин, передний  | Москва | 01.01.15
1006026707-ca48 | http://is4.auto.ru/all/images/4e/c7/60x45/4ec70058.jpg |  Skoda Octavia II1.8 MT (152 л.с.)  | #000000 | 510 000 |  2008  |  90 000 км  |  1.8 MT (152 л.с.)лифтбек, бензин, передний  | Липецк | 31.12.14
1006026231-e883 | http://is6.auto.ru/all/images/95/78/60x45/9578ebc9.jpg |  Skoda Octavia II Рестайлинг1.6 AT (102 л.с.)  | #000000 | 580 000 |  2010  |  100 000 км  |  1.6 AT (102 л.с.)лифтбек, бензин, передний  | Иваново | 31.12.14
1005802491-3bc2 | http://is7.auto.ru/all/images/6c/86/60x45/6c86c654.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 380 000 |  2008  |  95 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 27.12.14
1005801741-4a6e | /i/all7/img/no-photo-thumb.gif |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #000000 | 500 000 |  2010  |  85 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 27.12.14
1005761703-5757 | http://is12.auto.ru/all/images/76/91/60x45/76915fa9.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 275 000 |  2002  |  196 000 км  |  1.6 MT (102 л.с.)универсал, бензин, передний  | Москва | 26.12.14
1002734691-43ac47 | http://is6.auto.ru/all/images/48/05/60x45/48053ec8.jpg |  Skoda Octavia II1.6 AT (115 л.с.)  | #9c9999 | 490 000 |  2008  |  108 000 км  |  1.6 AT (115 л.с.)лифтбек, бензин, передний  | Москва | 26.12.14
1005759697-46053 | /i/all7/img/no-photo-thumb.gif |  Skoda Octavia III1.2 MT (105 л.с.)  | #0000FF | 870 000 |  2014  |  5 700 км  |  1.2 MT (105 л.с.)лифтбек, бензин, передний  | Волоколамск | 26.12.14
1005759917-4b70 | /i/all7/img/no-photo-thumb.gif |  Skoda Octavia II Рестайлинг1.8 AT (160 л.с.)  | #ffefd5 | 450 000 |  2008  |  171 000 км  |  1.8 AT (160 л.с.)лифтбек, бензин, передний  | Москва | 26.12.14
1005589531-4c0238 | /i/all7/img/no-photo-thumb.gif |  Skoda Octavia II Рестайлинг1.4 AT (122 л.с.)  | #000000 | 680 000 |  2011  |  35 000 км  |  1.4 AT (122 л.с.)лифтбек, бензин, передний  | Москва | 26.12.14
