1007256331-ecc78 | http://is15.auto.ru/all/images/51/b6/60x45/51b636f9.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #000000 | 450 000 |  2006  |  93 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Санкт-Петербург | 23.01.15
1006161841-de8f | http://is2.auto.ru/all/images/ce/4f/60x45/ce4f91da.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.) AMT  | #FF9966 | 445 000 |  2008  |  101 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Санкт-Петербург | 03.01.15
47784506-10b7 | http://is4.auto.ru/all/images/32/55/60x45/32556c28.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #FF0000 | 515 000 |  2009  |  110 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 03.01.15
1006158863-13b7b | http://is7.auto.ru/all/images/ac/85/60x45/ac851547.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #9c9999 | 550 000 |  2008  |  85 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Апрелевка | 03.01.15
45469668-ebddd6 | http://is17.auto.ru/all/images/96/91/60x45/96919485.jpg |  Honda Civic V1.3 MT (75 л.с.)  | #000000 | 145 000 |  1995  |  265 000 км  |  1.3 MT (75 л.с.)хэтчбек, бензин, передний  | Москва | 03.01.15
1006155659-58f1 | http://is6.auto.ru/all/images/6d/a3/60x45/6da3371d.jpg |  Honda Civic VI1.5 AT (115 л.с.)  | #9966CC | 158 000 |  1997  |  287 000 км  |  1.5 AT (115 л.с.)седан, бензин, передний  | Курчатов | 03.01.15
1003134812-701fb | http://is17.auto.ru/all/images/5a/24/60x45/5a240b20.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #FF0000 | 440 000 |  2008  |  150 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Смоленск | 03.01.15
1006155195-55b2 | http://is4.auto.ru/all/images/fd/1d/60x45/fd1d4c62.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #CACECB | 500 000 |  2008  |  113 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 03.01.15
1001973565-4202 | /i/all7/img/no-photo-thumb.gif |  Honda Civic VI1.4 MT (75 л.с.)  | #0000FF | 210 000 |  2001  |  186 348 км  |  1.4 MT (75 л.с.)хэтчбек, бензин, передний  | Москва | 02.01.15
1006114391-84b21 | http://is18.auto.ru/all/images/f8/bf/60x45/f8bf64ae.jpg |  Honda Civic VI1.6 AT (106 л.с.)  | #CACECB | 130 000 |  1999  |  200 000 км  |  1.6 AT (106 л.с.)седан, бензин, передний  | Санкт-Петербург | 02.01.15
1005637849-ab08 | http://is6.auto.ru/all/images/19/0d/60x45/190dc89a.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #000000 | 522 000 |  2008  |  108 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 02.01.15
1006025539-683c | http://is15.auto.ru/all/images/90/2b/60x45/902bdd9e.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #000000 | 550 000 |  2008  |  55 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Лазаревское | 02.01.15
1006113297-92869a | http://is17.auto.ru/all/images/f8/82/60x45/f8827dd5.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #000000 | 500 000 |  2007  |  96 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Орел | 02.01.15
1006112537-274d | http://is11.auto.ru/all/images/33/cf/60x45/33cf28f6.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #926547 | 600 000 |  2008  |  76 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Шахты | 02.01.15
1006109289-cc9964 | http://is17.auto.ru/all/images/85/81/60x45/8581b9c1.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #000000 | 480 000 |  2007  |  140 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 02.01.15
1006069081-9b96 | http://is9.auto.ru/all/images/4e/5a/60x45/4e5a91f6.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #000000 | 490 000 |  2008  |  68 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Нефтеюганск | 02.01.15
1005588859-9b73 | http://is3.auto.ru/all/images/a3/3e/60x45/a33e97f7.jpg |  Honda Civic VI1.4 MT (90 л.с.)  | #CACECB | 180 000 |  2000  |  198 000 км  |  1.4 MT (90 л.с.)хэтчбек, бензин, передний  | Ярцево | 02.01.15
1006069361-6ea891 | http://is5.auto.ru/all/images/1a/21/60x45/1a21c675.jpg |  Honda Civic VIII Рестайлинг Hybrid1.3hyb CVT (95 л.с.)  | #CACECB | 590 000 |  2009  |  99 000 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Казань | 02.01.15
1004028806-de78 | http://is3.auto.ru/all/images/5f/70/60x45/5f70870e.jpg |  Honda Civic VI1.5 MT (115 л.с.)  | #FF0000 | 210 000 |  1995  |  145 000 км  |  1.5 MT (115 л.с.)хэтчбек, бензин, передний  | Новочеркасск | 01.01.15
1005646905-745386 | http://is7.auto.ru/all/images/da/6d/60x45/da6d5a60.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #CACECB | 470 000 |  2006  |  210 000 км  |  1.8 AT (140 л.с.)купе, бензин, передний  | Москва | 01.01.15
1006026125-f5fe | http://is4.auto.ru/all/images/ee/7c/60x45/ee7c7aa1.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #0000FF | 480 000 |  2007  |  108 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Санкт-Петербург | 31.12.14
1006024575-27bb | http://is11.auto.ru/all/images/55/9c/60x45/559ca9aa.jpg |  Honda Civic VIII Рестайлинг Hybrid1.3hyb CVT (95 л.с.)  | #FF0000 | 550 000 |  2009  |  66 000 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Лазаревское | 31.12.14
1004096133-5ae8 | http://is4.auto.ru/all/images/93/01/60x45/93017a5c.jpg |  Honda Civic VII Рестайлинг1.6 AT (110 л.с.)  | #CACECB | 305 000 Правый руль |  2004  |  145 000 км  |  1.6 AT (110 л.с.)седан, бензин, передний  | Железногорск | 30.12.14
1005976951-a8f0 | http://is2.auto.ru/all/images/bb/71/60x45/bb715e78.jpg |  Honda Civic VIII Рестайлинг Hybrid1.3hyb CVT (95 л.с.)  | #0000FF | 570 000 |  2009  |  60 000 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Казань | 30.12.14
50136398-edfed2 | http://is6.auto.ru/all/images/16/9e/60x45/169e76ee.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #0000FF | 440 000 |  2007  |  120 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Москва | 30.12.14
1005973359-e3f5 | http://is5.auto.ru/all/images/c9/58/60x45/c9586743.jpg |  Honda Civic VI1.6 MT (116 л.с.)  | #CACECB | 100 000 |  1998  |  330 000 км  |  1.6 MT (116 л.с.)хэтчбек, бензин, передний  | Вологда | 30.12.14
1005925657-feb56 | http://is12.auto.ru/all/images/7f/52/60x45/7f52394e.jpg |  Honda Civic VI1.6 AT (125 л.с.)  | #9966CC | 300 000 |  2000  |  222 000 км  |  1.6 AT (125 л.с.)седан, бензин, передний  | Москва | 30.12.14
1005729269-ff5d23 | http://is2.auto.ru/all/images/ec/63/60x45/ec63f2e7.jpg |  Honda Civic VIII Hybrid1.3hyb CVT (95 л.с.)  | #0000FF | 425 000 |  2007  |  150 000 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Горно-Алтайск | 30.12.14
1005853693-da42 | http://is1.auto.ru/all/images/ad/2a/60x45/ad2a9891.jpg |  Honda Civic VI1.4 MT (90 л.с.)  | #CACECB | 229 999 |  1999  |  268 000 км  |  1.4 MT (90 л.с.)универсал, бензин, передний  | Кондрово | 30.12.14
1005925333-f67a | http://is5.auto.ru/all/images/78/e2/60x45/78e2a494.jpg |  Honda Civic VI1.5 MT (90 л.с.)  | #FF0000 | 155 000 |  1997  |  217 000 км  |  1.5 MT (90 л.с.)седан, бензин, передний  | Москва | 30.12.14
1005761377-8a48 | http://is14.auto.ru/all/images/bf/83/60x45/bf83bcbd.jpg |  Honda Civic VIII Рестайлинг1.8 MT (140 л.с.)  | #FF0000 | 480 000 |  2008  |  175 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Москва | 29.12.14
1005919359-3320 | http://is18.auto.ru/all/images/3e/04/60x45/3e0490c6.jpg |  Honda Civic IX1.8 AT (142 л.с.)  | #FFFFFF | 795 000 |  2012  |  32 000 км  |  1.8 AT (142 л.с.)седан, бензин, передний  | Железногорск | 29.12.14
1003494000-ef02 | http://is12.auto.ru/all/images/7b/be/60x45/7bbe66f4.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #FF9966 | 495 000 |  2008  |  94 451 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Санкт-Петербург | 29.12.14
1005914635-2786 | http://is17.auto.ru/all/images/bd/84/60x45/bd844672.jpg |  Honda Civic VI1.5 AT (115 л.с.)  | #0000FF | 210 000 Правый руль |  2000  |  200 000 км  |  1.5 AT (115 л.с.)седан, бензин, передний  | Москва | 29.12.14
1005914293-1f225 | http://is14.auto.ru/all/images/aa/99/60x45/aa99b29b.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #000000 | 570 000 |  2007  |  70 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 29.12.14
1005868079-2f534d | http://is17.auto.ru/all/images/91/d1/60x45/91d1829d.jpg |  Honda Civic IX1.8 AT (142 л.с.)  | #FFFFFF | 1 150 000 |  2012  |  11 000 км  |  1.8 AT (142 л.с.)седан, бензин, передний  | Москва | 29.12.14
1005579673-13c0 | http://is5.auto.ru/all/images/96/e5/60x45/96e59c6c.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #CACECB | 530 000 |  2007  |  53 700 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 28.12.14
1005867405-641b6f | http://is1.auto.ru/all/images/e3/7b/60x45/e37b8f59.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #FF0000 | 500 000 |  2008  |  92 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Видное | 28.12.14
1005866419-6bc6 | http://is14.auto.ru/all/images/7c/07/60x45/7c078a1f.jpg |  Honda Civic VIII Hybrid1.3hyb CVT (95 л.с.)  | #000000 | 500 000 |  2008  |  120 000 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Москва | 28.12.14
1005866299-2f15 | http://is16.auto.ru/all/images/c8/f0/60x45/c8f0b0f2.jpg |  Honda Civic IX1.8 AT (142 л.с.)  | #9c9999 | 855 000 |  2013  |  38 км  |  1.8 AT (142 л.с.)хэтчбек, бензин, передний  | Тимашевск | 28.12.14
1001737993-315d | http://is14.auto.ru/all/images/72/2b/60x45/722bc369.jpg |  Honda Civic VI1.4 MT (90 л.с.)  | #34ba2b | 155 000 |  1998  |  242 000 км  |  1.4 MT (90 л.с.)седан, бензин, передний  | Москва | 28.12.14
1005816145-01916 | http://is6.auto.ru/all/images/13/42/60x45/1342b6df.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #FFFFFF | 500 000 |  2007  |  112 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Егорьевск | 28.12.14
1005856035-4f8221 | http://is2.auto.ru/all/images/0d/02/60x45/0d02141a.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #000000 | 750 000 |  2011  |  60 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Каменск-Шахтинский | 28.12.14
1000858928-da7fd1 | http://is10.auto.ru/all/images/4b/44/60x45/4b447ee4.jpg |  Honda Civic IV1.3 MT (75 л.с.)  | #CACECB | 38 000 |  1989  |  230 000 км  |  1.3 MT (75 л.с.)хэтчбек, бензин, передний  | Москва | 28.12.14
1005815015-76eb12 | /i/all7/img/no-photo-thumb.gif |  Honda Civic VIII1.6 AT (125 л.с.)  | #FF0000 | 399 000 |  2008  |  162 000 км  |  1.6 AT (125 л.с.)седан, бензин, передний  | Набережные Челны | 27.12.14
1005761145-eced85 | http://is11.auto.ru/all/images/0d/45/60x45/0d459d19.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #000000 | 355 555 |  2007  |  132 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Белгород | 27.12.14
1005813141-ecce | /i/all7/img/no-photo-thumb.gif |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #FF0000 | 700 000 |  2010  |  150 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 27.12.14
1003328328-d57b8 | http://is15.auto.ru/all/images/cf/b5/60x45/cfb52902.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #CACECB | 527 040 |  2006  |  112 498 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 27.12.14
1003056788-349a59 | http://is5.auto.ru/all/images/c8/2b/60x45/c82b3d7f.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #9c9999 | 617 760 |  2008  |  54 631 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Москва | 27.12.14
1001330189-5f10 | http://is18.auto.ru/all/images/40/02/60x45/4002340b.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #0000FF | 410 000 |  2008  |  120 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Мурманск | 27.12.14
1005806059-c2a2 | http://is4.auto.ru/all/images/a5/53/60x45/a5530c51.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #0000FF | 670 000 |  2011  |  90 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Севастополь | 27.12.14
1005762253-a7a9fe | http://is16.auto.ru/all/images/01/d5/60x45/01d519c3.jpg |  Honda Civic VI1.6 AT (160 л.с.)  | #FFFFFF | 135 000 |  1997  |  280 000 км  |  1.6 AT (160 л.с.)седан, бензин, передний  | Королев | 27.12.14
31586578-f0d70f | /i/all7/img/no-photo-thumb.gif |  Honda Civic VIII1.8 MT (140 л.с.)  | #0000FF | 450 000 |  2008  |  110 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Вольск | 26.12.14
1005758833-4402 | http://is11.auto.ru/all/images/e8/4b/60x45/e84beab1.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #0000FF | 530 000 |  2008  |  86 500 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Нижний Новгород | 26.12.14
1005586243-ea60a | http://is8.auto.ru/all/images/73/65/60x45/736514bb.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #0000FF | 500 000 |  2008  |  72 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Москва | 26.12.14
49403176-88ca1b | http://is17.auto.ru/all/images/e1/91/60x45/e19148a8.jpg |  Honda Civic VI1.6 CVT (116 л.с.)  | #34ba2b | 190 000 |  1997  |  210 000 км  |  1.6 CVT (116 л.с.)хэтчбек, бензин, передний  | Самара | 26.12.14
1005750243-0a9a | http://is12.auto.ru/all/images/56/ad/60x45/56ad1997.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.) AMT  | #9c9999 | 600 000 |  2008  |  36 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Москва | 26.12.14
47772166-13b662 | http://is7.auto.ru/all/images/3d/66/60x45/3d6620ce.jpg |  Honda Civic VI1.4 MT (90 л.с.)  | #000000 | 149 000 |  1996  |  205 000 км  |  1.4 MT (90 л.с.)седан, бензин, передний  | Санкт-Петербург | 26.12.14
1005746827-42e8b | http://is5.auto.ru/all/images/04/ec/60x45/04ececa8.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.) AMT  | #0000FF | 520 000 |  2008  |  84 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Калязин | 26.12.14
1005735349-a6c37d | http://is15.auto.ru/all/images/38/6f/60x45/386f0efa.jpg |  Honda Civic VII Рестайлинг1.6 AT (110 л.с.)  | #CACECB | 320 000 |  2004  |  180 000 км  |  1.6 AT (110 л.с.)седан, бензин, передний  | Севастополь | 26.12.14
1005746913-2b7735 | http://is16.auto.ru/all/images/9b/b0/60x45/9bb0ad64.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #926547 | 500 000 |  2007  |  145 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Ногинск | 26.12.14
1001117578-f2a967 | http://is5.auto.ru/all/images/27/dd/60x45/27dd9298.jpg |  Honda Civic VIII1.8 MT (317 л.с.)  | #FFFFFF | 650 000 |  2008  |  88 000 км  |  1.8 MT (317 л.с.)хэтчбек, бензин, передний  | Саранск | 26.12.14
1003268108-2736f4 | http://is17.auto.ru/all/images/2c/25/60x45/2c25a358.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #FF0000 | 500 000 |  2008  |  43 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Омск | 26.12.14
1005716201-07cd | /i/all7/img/no-photo-thumb.gif |  Honda Civic V1.5 MT (90 л.с.)  | #FF0000 | 85 000 |  1992  |  316 000 км  |  1.5 MT (90 л.с.)седан, бензин, передний  | Ступино | 26.12.14
1005711089-66536 | /i/all7/img/no-photo-thumb.gif |  Honda Civic VIII1.8 AT (140 л.с.)  | #FF0000 | 450 000 |  2007  |  103 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Киров | 26.12.14
1005710017-105a2 | http://is11.auto.ru/all/images/81/63/60x45/8163dec2.jpg |  Honda Civic VI1.5 AT (115 л.с.)  | #CACECB | 120 000 Правый руль |  1995  |  150 000 км  |  1.5 AT (115 л.с.)седан, бензин, передний  | Краснодар | 25.12.14
1005709475-b664 | http://is16.auto.ru/all/images/f6/80/60x45/f680bde8.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #CACECB | 565 000 |  2007  |  112 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Курск | 25.12.14
1005708935-dc23 | http://is14.auto.ru/all/images/cf/f0/60x45/cff0c716.jpg |  Honda Civic VIII Hybrid1.3hyb CVT (95 л.с.)  | #9c9999 | 450 000 |  2008  |  90 000 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Ростов-на-Дону | 25.12.14
1005708611-c8311 | http://is16.auto.ru/all/images/2e/aa/60x45/2eaa636a.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #FF0000 | 510 000 |  2008  |  75 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Егорьевск | 25.12.14
1005708009-1042a4 | http://is4.auto.ru/all/images/0c/ff/60x45/0cffc88f.jpg |  Honda Civic VIII Рестайлинг Hybrid1.3hyb CVT (95 л.с.)  | #000000 | 550 000 |  2009  |  100 000 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Брянск | 25.12.14
1005705737-0202 | http://is9.auto.ru/all/images/68/19/60x45/6819ef1b.jpg |  Honda Civic V1.3 MT (75 л.с.)  | #000000 | 100 000 |  1994  |  350 000 км  |  1.3 MT (75 л.с.)хэтчбек, бензин, передний  | Москва | 25.12.14
