1004747151-6724 | http://is7.auto.ru/all/images/42/c9/60x45/42c97d56.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #926547 | 80 000 |  2008  |  83 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Павловский Посад | 23.01.15
45128786-cef4 | http://is12.auto.ru/all/images/bb/1a/60x45/bb1ac696.jpg |  ВАЗ 2107 210731.7 MT (80 л.с.)  | #000000 | 135 000 |  2003  |  18 000 км  |  1.7 MT (80 л.с.)седан, бензин, задний  | Москва | 30.12.14
1005921517-be0c | http://is18.auto.ru/all/images/52/72/60x45/5272c902.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #0000FF | 65 000 |  2004  |  65 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Муром | 29.12.14
1005919905-edafa | http://is6.auto.ru/all/images/67/ab/60x45/67ab46b3.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #CACECB | 100 000 |  2010  |  79 800 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Боровск | 29.12.14
1005917871-e0fe | http://is14.auto.ru/all/images/70/be/60x45/70be6c54.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #FFFFFF | 180 000 |  2011  |  42 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Тихорецк | 29.12.14
1005917583-e37ad | http://is6.auto.ru/all/images/cd/2d/60x45/cd2d776f.jpg |  ВАЗ 2107 2107-201.5 MT (68 л.с.)  | #0088ff | 40 000 |  2004  |  129 000 км  |  1.5 MT (68 л.с.)седан, бензин, задний  | Грозный | 29.12.14
1005917415-2e33f4 | http://is18.auto.ru/all/images/c0/f6/60x45/c0f63405.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #ffefd5 | 30 000 |  1995  |  100 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Воронеж | 29.12.14
1005916461-f358d0 | http://is12.auto.ru/all/images/5c/1a/60x45/5c1a216e.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #0000FF | 68 000 |  2003  |  33 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Москва | 29.12.14
1005915597-627b7 | http://is12.auto.ru/all/images/1e/42/60x45/1e424e74.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #CACECB | 130 000 |  2010  |  28 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Рязань | 29.12.14
1002618673-7eb925 | http://is14.auto.ru/all/images/f7/0f/60x45/f70ff785.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #34ba2b | 70 000 |  2006  |  90 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Калуга | 29.12.14
1005911813-ef67bc | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #0000FF | 100 000 |  2007  |  49 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Тула | 29.12.14
1005567473-143ab1 | http://is4.auto.ru/all/images/d5/70/60x45/d570e891.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #0000FF | 55 000 |  2002  |  6 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Москва | 29.12.14
1005910689-cd332 | http://is8.auto.ru/all/images/39/18/60x45/3918e18c.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #000000 | 180 000 |  2011  |  12 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Санкт-Петербург | 29.12.14
1005909089-85d174 | http://is11.auto.ru/all/images/ae/9a/60x45/ae9a108c.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #0000FF | 40 000 |  1989  |  155 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Смоленск | 29.12.14
1005867055-80069 | http://is17.auto.ru/all/images/87/aa/60x45/87aac4d5.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #FF0000 | 40 000 |  2003  |  52 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Нижний Новгород | 28.12.14
1005865019-b0ba7 | http://is9.auto.ru/all/images/d5/4c/60x45/d54cbce8.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #FFFFFF | 100 000 |  2008  |  57 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Калуга | 28.12.14
1003903018-4379 | http://is10.auto.ru/all/images/9b/3d/60x45/9b3d7ecc.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #34ba2b | 40 000 |  2002  |  85 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Воронеж | 28.12.14
1005863379-680acf | http://is11.auto.ru/all/images/7d/5a/60x45/7d5ac673.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #0000FF | 110 000 |  2009  |  74 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Великий Новгород | 28.12.14
1005861291-5441 | http://is6.auto.ru/all/images/ae/aa/60x45/aeaa1515.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #0000FF | 56 000 |  2004  |  150 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Москва | 28.12.14
1005589265-cadb6 | http://is3.auto.ru/all/images/92/3c/60x45/923cb9ac.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #FFFFFF | 45 000 |  2006  |  10 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Тула | 28.12.14
1002361333-dce308 | http://is3.auto.ru/all/images/8b/4b/60x45/8b4bc565.jpg |  ВАЗ 2107 2107-201.5 MT (68 л.с.)  | #9966CC | 60 000 |  2005  |  150 000 км  |  1.5 MT (68 л.с.)седан, бензин, задний  | Дмитров | 28.12.14
1005860107-cc8ebf | http://is18.auto.ru/all/images/8d/e4/60x45/8de4fd12.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #34ba2b | 120 000 |  2009  |  78 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Тула | 28.12.14
1003783602-4505 | http://is15.auto.ru/all/images/01/6b/60x45/016bf093.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #9966CC | 35 000 |  2005  |  112 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Москва | 28.12.14
1005855911-c5cc9d | http://is8.auto.ru/all/images/dd/81/60x45/dd819cba.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #0000FF | 110 000 |  2007  |  38 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Белая Калитва | 28.12.14
1005817553-6d28a | http://is3.auto.ru/all/images/a2/37/60x45/a2373dec.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #0000FF | 90 000 |  1985  |  50 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Феодосия | 28.12.14
1005816609-e03b7 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #FFFFFF | 130 000 |  2008  |  18 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Тоцкое | 27.12.14
1005815723-92c47 | http://is7.auto.ru/all/images/10/9e/60x45/109e37b2.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #CC0033 | 110 000 |  2008  |  27 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Вышний Волочек | 27.12.14
1005816003-c9f8d | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #FF0000 | 55 000 |  2007  |  50 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Белая Глина | 27.12.14
1005815773-0e9b2 | http://is12.auto.ru/all/images/19/53/60x45/19530c08.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #FF0000 | 25 000 |  2001  |  5 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Москва | 27.12.14
16131680-d7c9c3 | http://is15.auto.ru/all/images/bf/31/60x45/bf315abd.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #34ba2b | 40 000 |  2001  |  90 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Ландех | 27.12.14
1003844202-4177b | http://is15.auto.ru/all/images/7c/45/60x45/7c452a9f.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #34ba2b | 38 000 |  1999  |  18 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Дмитров | 27.12.14
1005811477-76a6a7 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #926547 | 75 000 |  2008  |  76 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Брянск | 27.12.14
1005806757-ea58f | http://is6.auto.ru/all/images/76/9e/60x45/769ed701.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #0000FF | 70 000 |  2005  |  130 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Серебряные Пруды | 27.12.14
1005761389-f95e5 | http://is14.auto.ru/all/images/75/d7/60x45/75d72c5b.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #0000FF | 80 000 |  2000  |  25 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Брянск | 26.12.14
1005761707-96b3 | http://is18.auto.ru/all/images/6f/2c/60x45/6f2c8cc3.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #FFFFFF | 55 000 |  1999  |  120 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Москва | 26.12.14
1005760653-97a2 | http://is11.auto.ru/all/images/38/c7/60x45/38c7446d.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #0000FF | 50 000 |  2005  |  43 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Северодвинск | 26.12.14
1005756697-9804c3 | http://is17.auto.ru/all/images/0b/ff/60x45/0bfffdc2.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #9966CC | 50 000 |  2005  |  696 779 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Бронницы | 26.12.14
1005753195-0be78 | http://is2.auto.ru/all/images/73/48/60x45/734897a8.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #0000FF | 72 000 |  2004  |  35 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Москва | 26.12.14
1003140778-dcc28 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #34ba2b | 90 000 |  2005  |  50 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Москва | 26.12.14
1005748891-c420a | http://is6.auto.ru/all/images/be/20/60x45/be208413.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #FFFFFF | 150 000 |  2011  |  80 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Белгород | 26.12.14
1005749321-fe91 | http://is16.auto.ru/all/images/fd/c9/60x45/fdc94778.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #FFFFFF | 70 000 |  2004  |  80 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Ессентуки | 26.12.14
1005745167-acfe5 | http://is8.auto.ru/all/images/7e/d5/60x45/7ed5176d.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #FF0000 | 90 000 |  2006  |  120 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Тбилисская | 26.12.14
1005735101-5fb5f5 | http://is5.auto.ru/all/images/d7/bd/60x45/d7bd5f41.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #FFFFFF | 25 000 |  2000  |  75 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Кондрово | 26.12.14
1005729029-909a | http://is13.auto.ru/all/images/fb/d4/60x45/fbd4b0da.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #FF0000 | 80 000 |  2004  |  90 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Тюмень | 26.12.14
1005651815-e27242 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #FFFFFF | 85 000 |  2007  |  65 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Раменское | 26.12.14
1002433233-3c0866 | http://is8.auto.ru/all/images/60/be/60x45/60bef182.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #FF0000 | 62 000 |  2007  |  50 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Всеволожск | 25.12.14
1005700515-0fff | http://is5.auto.ru/all/images/10/97/60x45/10973d95.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #ffefd5 | 25 000 |  1988  |  140 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Белев | 25.12.14
1005710169-add68e | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #FFFFFF | 85 000 |  2007  |  250 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Краснодар | 25.12.14
1005583641-a6ab3f | http://is8.auto.ru/all/images/8b/20/60x45/8b2004ab.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #0000FF | 60 000 |  2008  |  50 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Ростов-на-Дону | 25.12.14
1005708655-9b472 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 2107-201.5 MT (68 л.с.)  | #34ba2b | 35 000 |  2002  |  59 000 км  |  1.5 MT (68 л.с.)седан, бензин, задний  | Воронеж | 25.12.14
1005709083-4f5329 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #34ba2b | 20 000 |  2000  |  78 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Москва | 25.12.14
44965768-4ed1 | http://is4.auto.ru/all/images/06/ed/60x45/06ed1515.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #34ba2b | 125 000 |  2009  |  51 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Острогожск | 25.12.14
1005708339-e9b1dc | http://is9.auto.ru/all/images/01/16/60x45/01165f4f.jpg |  ВАЗ 2107 2107-201.5 MT (68 л.с.)  | #0000FF | 70 000 |  2006  |  110 000 км  |  1.5 MT (68 л.с.)седан, бензин, задний  | Углич | 25.12.14
1005708277-1289 | http://is9.auto.ru/all/images/1e/1a/60x45/1e1aeafc.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #0000FF | 75 000 |  2004  |  72 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Кандалакша | 25.12.14
1003142600-7c3d4c | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #0000FF | 20 000 |  2001  |  80 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Шебекино | 25.12.14
1005706953-5971a1 | http://is16.auto.ru/all/images/2b/c0/60x45/2bc0b9e0.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #9966CC | 50 000 |  2005  |  68 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Москва | 25.12.14
1005582485-3f22c | http://is12.auto.ru/all/images/17/6b/60x45/176bb391.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #0000FF | 60 000 |  2004  |  119 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Волгоград | 25.12.14
1005705195-54ce5 | http://is4.auto.ru/all/images/8c/a7/60x45/8ca7ca2a.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #FFFFFF | 127 000 |  2009  |  15 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Орел | 25.12.14
1005701717-c9c4 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 21071.6 MT  | #FF0000 | 100 000 |  2009  |  49 000 км  |  1.6 MTседан, бензин, задний  | Мценск | 25.12.14
1005701525-eb220f | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 2107-201.5 MT (68 л.с.)  | #FFFFFF | 60 000 |  2002  |  40 000 км  |  1.5 MT (68 л.с.)седан, бензин, задний  | Ставрополь | 25.12.14
1003615892-ca88b | http://is5.auto.ru/all/images/1c/de/60x45/1cde1e77.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #0000FF | 80 000 |  2005  |  64 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Воронеж | 25.12.14
1005697519-8b9c9 | http://is11.auto.ru/all/images/4b/ce/60x45/4bceef1a.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #FF0000 | 25 000 |  1998  |  67 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Павловский Посад | 25.12.14
1005692769-2aee7 | http://is12.auto.ru/all/images/ff/77/60x45/ff77a815.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #FF0000 | 70 000 |  2005  |  143 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Москва | 25.12.14
1005649483-fef6 | http://is13.auto.ru/all/images/44/ed/60x45/44ed14af.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #CC0033 | 65 000 |  2006  |  93 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Санкт-Петербург | 24.12.14
1005649755-aac6 | http://is1.auto.ru/all/images/ef/11/60x45/ef11f9f5.jpg |  ВАЗ 2107 2107-201.5 MT (68 л.с.)  | #9966CC | 40 000 |  2002  |  58 000 км  |  1.5 MT (68 л.с.)седан, бензин, задний  | Москва | 24.12.14
1005649601-7198f | /i/all7/img/no-photo-thumb.gif |  ВАЗ 21071.6 MT  | #FFFFFF | 85 000 |  2007  |  65 000 км  |  1.6 MTседан, бензин, задний  | Раменское | 24.12.14
47709200-bf453a | http://is3.auto.ru/all/images/fc/2c/60x45/fc2cce98.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #FF0000 | 123 000 |  2008  |  10 036 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Казань | 24.12.14
1003552574-3f814 | http://is17.auto.ru/all/images/b8/0c/60x45/b80c7663.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #9966CC | 45 000 |  1998  |  148 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Павловский Посад | 24.12.14
1005646907-c293ee | http://is3.auto.ru/all/images/ae/d0/60x45/aed0c616.jpg |  ВАЗ 21071.5 MT (72 л.с.)  | #0000FF | 120 000 |  2007  |  48 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Санкт-Петербург | 24.12.14
1005644535-410f | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #FF0000 | 45 000 |  2000  |  65 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Лиски | 24.12.14
1005645047-60b79b | http://is13.auto.ru/all/images/3c/48/60x45/3c48890f.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #0000FF | 80 000 |  2007  |  100 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Воронеж | 24.12.14
1005644941-4321f | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 2107-201.5 MT (68 л.с.)  | #ffefd5 | 27 000 |  2002  |  50 000 км  |  1.5 MT (68 л.с.)седан, бензин, задний  | Ростов | 24.12.14
1005643759-e672 | http://is15.auto.ru/all/images/79/6c/60x45/796c8aa3.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #0000FF | 50 000 |  2004  |  95 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Санкт-Петербург | 24.12.14
1005643881-f73360 | http://is2.auto.ru/all/images/c1/c3/60x45/c1c3a7af.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #34ba2b | 55 000 |  2005  |  99 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Пушкино | 24.12.14
1005643265-c1df0 | http://is13.auto.ru/all/images/e7/3f/60x45/e73f4ca7.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #34ba2b | 42 000 |  1998  |  60 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Бийск | 24.12.14
1005642629-0bda0d | http://is5.auto.ru/all/images/4f/80/60x45/4f806d8f.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #CACECB | 130 000 |  2011  |  26 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Липецк | 24.12.14
1005641875-31520 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #34ba2b | 42 000 |  2001  |  89 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Бор | 24.12.14
1005641755-86741 | http://is14.auto.ru/all/images/37/c3/60x45/37c30cf9.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #34ba2b | 35 000 |  1999  |  110 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Навля | 24.12.14
1005638937-d751 | http://is11.auto.ru/all/images/91/ec/60x45/91ec6cce.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #000000 | 130 000 |  2010  |  34 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Москва | 24.12.14
