1007233097-89f664 | http://is18.auto.ru/all/images/84/3c/60x45/843c2520.jpg |  ВАЗ Kalina II1.6 MT (98 л.с.)  | #9c9999 | 355 000 |  2014  |  6 385 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Пенза | 23.01.15
1001826401-32bb0 | http://is2.auto.ru/all/images/b5/24/60x45/b524f0eb.jpg |  ВАЗ Kalina I Sport1.4 MT (89 л.с.)  | #CACECB | 210 000 |  2010  |  43 000 км  |  1.4 MT (89 л.с.)хэтчбек, бензин, передний  | Москва | 27.12.14
1005802193-b9832a | http://is11.auto.ru/all/images/a7/8e/60x45/a78e45ef.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #CACECB | 159 000 |  2009  |  89 000 км  |  1.4 MT (89 л.с.)седан, бензин, передний  | Чебоксары | 27.12.14
1005801893-09cd | http://is3.auto.ru/all/images/61/ae/60x45/61ae8c03.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #CACECB | 225 000 |  2010  |  42 000 км  |  1.4 MT (89 л.с.)хэтчбек, бензин, передний  | Шахты | 27.12.14
1003965912-b6d60f | http://is17.auto.ru/all/images/a0/cd/60x45/a0cd0ba6.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #34ba2b | 210 000 |  2010  |  74 000 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Калуга | 27.12.14
1005761437-a729a | http://is7.auto.ru/all/images/a2/7f/60x45/a27fb1b7.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #CACECB | 230 000 |  2010  |  60 000 км  |  1.4 MT (89 л.с.)универсал, бензин, передний  | Ульяновск | 26.12.14
1005759765-8a4cc6 | /i/all7/img/no-photo-thumb.gif |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #0088ff | 170 000 |  2007  |  130 000 км  |  1.4 MT (89 л.с.)хэтчбек, бензин, передний  | Кумылженская | 26.12.14
1005757175-8781f | http://is7.auto.ru/all/images/8c/af/60x45/8cafd46d.jpg |  ВАЗ Kalina I1.6 MT (90 л.с.)  | #9966CC | 112 000 |  2007  |  94 000 км  |  1.6 MT (90 л.с.)седан, бензин, передний  | Муром | 26.12.14
1005708269-c82f58 | /i/all7/img/no-photo-thumb.gif |  ВАЗ Kalina I1.6 MT (98 л.с.)  | #ffefd5 | 295 000 |  2013  |  50 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Владикавказ | 26.12.14
1005748097-1408 | /i/all7/img/no-photo-thumb.gif |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #9966CC | 158 000 |  2008  |  106 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Набережные Челны | 26.12.14
1003544386-e882ba | http://is16.auto.ru/all/images/f3/b7/60x45/f3b7fd01.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #CACECB | 250 000 |  2012  |  42 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Курск | 26.12.14
1005747147-175da | http://is4.auto.ru/all/images/9d/bb/60x45/9dbb9eb3.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #9c9999 | 170 000 |  2008  |  112 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Рославль | 26.12.14
1005735489-f925 | http://is18.auto.ru/all/images/52/d2/60x45/52d2acdc.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #FF0000 | 240 000 |  2010  |  51 000 км  |  1.4 MT (89 л.с.)седан, бензин, передний  | Брянск | 26.12.14
1005575265-c25a | http://is5.auto.ru/all/images/79/8b/60x45/798b3076.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #000000 | 230 000 |  2011  |  61 000 км  |  1.4 MT (89 л.с.)седан, бензин, передний  | Москва | 26.12.14
1005743283-204b2f | /i/all7/img/no-photo-thumb.gif |  ВАЗ Kalina II Sport1.6 MT (118 л.с.)  | #FFFFFF | 599 000 |  2014  |  1 км  |  1.6 MT (118 л.с.)хэтчбек, бензин, передний  | Воронеж | 26.12.14
1005566341-2ac34 | /i/all7/img/no-photo-thumb.gif |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #0000FF | 150 000 |  2006  |  99 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Тольятти | 26.12.14
1005731415-9b6a83 | http://is11.auto.ru/all/images/a3/3d/60x45/a33d2208.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #000000 | 245 000 |  2012  |  33 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Ижевск | 26.12.14
1005582073-31b0ee | http://is17.auto.ru/all/images/6f/7c/60x45/6f7c008a.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #9c9999 | 165 000 |  2009  |  74 254 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Смоленск | 26.12.14
1005710745-d3b6 | http://is12.auto.ru/all/images/b7/c5/60x45/b7c536e1.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #0000FF | 195 000 |  2010  |  80 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Саранск | 25.12.14
1005710665-f5910d | http://is11.auto.ru/all/images/3f/f0/60x45/3ff0bd7d.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #FFFFFF | 190 000 |  2010  |  68 000 км  |  1.4 MT (89 л.с.)хэтчбек, бензин, передний  | Казань | 25.12.14
1005710501-36bbb9 | /i/all7/img/no-photo-thumb.gif |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #0088ff | 220 000 |  2012  |  75 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Ульяновск | 25.12.14
1000894511-7e9cbd | http://is10.auto.ru/all/images/74/e2/60x45/74e207c5.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #0000FF | 200 000 |  2008  |  29 000 км  |  1.4 MT (89 л.с.)хэтчбек, бензин, передний  | Нижний Новгород | 25.12.14
49980230-2330 | http://is5.auto.ru/all/images/2e/9c/60x45/2e9c7fe4.jpg |  ВАЗ Kalina I1.6 MT (98 л.с.)  | #0000FF | 235 000 |  2009  |  80 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Смоленск | 25.12.14
1005706995-b148 | http://is14.auto.ru/all/images/23/09/60x45/23090dbb.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #FF0000 | 295 000 |  2012  |  51 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Воронеж | 25.12.14
1005705083-c92b12 | http://is17.auto.ru/all/images/4c/10/60x45/4c106706.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #CACECB | 255 000 |  2013  |  14 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Архангельск | 25.12.14
1005699541-b243 | http://is15.auto.ru/all/images/d9/68/60x45/d96890a1.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #FFFFFF | 245 000 |  2010  |  103 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Владикавказ | 25.12.14
1005636125-7d4a0 | /i/all7/img/no-photo-thumb.gif |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #FFFFFF | 250 000 |  2012  |  100 000 км  |  1.4 MT (89 л.с.)универсал, бензин, передний  | Белгород | 25.12.14
50068742-8390 | http://is17.auto.ru/all/images/cf/a4/60x45/cfa480b9.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #FFFFFF | 323 000 |  2013  |  4 000 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Алексеевка | 25.12.14
1005692995-a5e364 | /i/all7/img/no-photo-thumb.gif |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #0000FF | 290 000 |  2011  |  55 000 км  |  1.4 MT (89 л.с.)универсал, бензин, передний  | Суровикино | 25.12.14
1005693583-fe2505 | http://is7.auto.ru/all/images/bb/05/60x45/bb059df6.jpg |  ВАЗ Kalina II1.6 MT (87 л.с.)  | #0000FF | 340 000 |  2014  |  1 200 км  |  1.6 MT (87 л.с.)хэтчбек, бензин, передний  | Рязань | 25.12.14
49870624-810d | http://is2.auto.ru/all/images/0a/6a/60x45/0a6a7355.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #FFFFFF | 399 500 |  2013  |  19 000 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Москва | 25.12.14
1005650969-5cb66 | http://is8.auto.ru/all/images/15/88/60x45/1588af24.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #FF0000 | 250 000 |  2006  |  44 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Санкт-Петербург | 25.12.14
1003691846-f1d4 | http://is18.auto.ru/all/images/e0/b1/60x45/e0b12c72.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #34ba2b | 190 000 |  2010  |  75 000 км  |  1.4 MT (89 л.с.)седан, бензин, передний  | Воронеж | 25.12.14
1005650229-3771 | http://is3.auto.ru/all/images/e2/bb/60x45/e2bb6c5f.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #0000FF | 175 000 |  2008  |  105 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Набережные Челны | 24.12.14
1005649983-fca3c9 | http://is18.auto.ru/all/images/0e/ef/60x45/0eef3de3.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #CACECB | 165 000 |  2009  |  73 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Боровичи | 24.12.14
1005649357-983fb | /i/all7/img/no-photo-thumb.gif |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #ffefd5 | 214 000 |  2008  |  53 500 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Ростов-на-Дону | 24.12.14
1005648691-1980 | /i/all7/img/no-photo-thumb.gif |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #FF0000 | 240 000 |  2012  |  28 000 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Пермь | 24.12.14
1005646485-7499 | http://is5.auto.ru/all/images/4b/bb/60x45/4bbb85c9.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #CACECB | 168 000 |  2007  |  90 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Белгород | 24.12.14
1005646125-6e49 | /i/all7/img/no-photo-thumb.gif |  ВАЗ Kalina IMT  | #CACECB | 330 000 |  2013  |  3 км  |  MTхэтчбек, бензин, передний  | Тольятти | 24.12.14
1005644241-3e5b | http://is17.auto.ru/all/images/ee/6c/60x45/ee6c7d72.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #FF0000 | 220 000 |  2008  |  70 500 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Ростов-на-Дону | 24.12.14
1005639423-ade457 | /i/all7/img/no-photo-thumb.gif |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #000000 | 250 000 |  2010  |  72 000 км  |  1.4 MT (89 л.с.)седан, бензин, передний  | Клинцы | 24.12.14
49530468-8454 | http://is11.auto.ru/all/images/b1/f2/60x45/b1f2c6aa.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #ffefd5 | 161 000 |  2006  |  131 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Москва | 24.12.14
1005640069-88c42 | http://is15.auto.ru/all/images/be/a9/60x45/bea97b7c.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #CACECB | 225 000 |  2010  |  30 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Москва | 24.12.14
1005637567-cdb1b | http://is13.auto.ru/all/images/1a/2d/60x45/1a2d7f07.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #9c9999 | 275 000 |  2011  |  45 000 км  |  1.4 MT (89 л.с.)хэтчбек, бензин, передний  | Смоленск | 24.12.14
1005637077-2cbfe | http://is6.auto.ru/all/images/47/f7/60x45/47f76e2a.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #FFFFFF | 200 000 |  2010  |  125 000 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Ярославль | 24.12.14
49991936-3dccf | http://is6.auto.ru/all/images/38/14/60x45/3814a992.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #34ba2b | 185 000 |  2010  |  70 000 км  |  1.4 MT (89 л.с.)седан, бензин, передний  | Тольятти | 24.12.14
1001881279-0b58f | http://is9.auto.ru/all/images/01/60/60x45/0160becf.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #FFFFFF | 230 000 |  2011  |  76 000 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Домодедово | 24.12.14
1002343219-3192 | http://is7.auto.ru/all/images/dd/fe/60x45/ddfebb1e.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #000000 | 240 000 |  2011  |  87 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Великий Новгород | 24.12.14
1003331518-8cf3bc | http://is10.auto.ru/all/images/6f/db/60x45/6fdb8fa8.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #000000 | 240 000 |  2011  |  89 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 24.12.14
1005635223-58cb85 | http://is13.auto.ru/all/images/03/78/60x45/037845ec.jpg |  ВАЗ Kalina II1.6 MT (87 л.с.)  | #CACECB | 299 999 |  2014  |  19 000 км  |  1.6 MT (87 л.с.)хэтчбек, бензин, передний  | Коломна | 24.12.14
1005633847-8d6cc | http://is18.auto.ru/all/images/74/f7/60x45/74f7f98f.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #9c9999 | 183 000 |  2007  |  112 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Елец | 24.12.14
1005633707-95e9 | /i/all7/img/no-photo-thumb.gif |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #9c9999 | 220 000 |  2011  |  37 000 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Пенза | 24.12.14
1005594497-32fe4 | http://is14.auto.ru/all/images/c4/3e/60x45/c43ec634.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #9966CC | 175 000 |  2008  |  130 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Иваново | 24.12.14
1005588929-9bb98e | http://is7.auto.ru/all/images/f4/b7/60x45/f4b7287b.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #0000FF | 190 000 |  2011  |  95 000 км  |  1.4 MT (89 л.с.)универсал, бензин, передний  | Сортавала | 24.12.14
1005588109-a6d5 | http://is18.auto.ru/all/images/e1/89/60x45/e189049b.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #000000 | 245 000 |  2012  |  34 000 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Ярославль | 23.12.14
1005587007-ce1d77 | http://is5.auto.ru/all/images/00/54/60x45/00549fb6.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #CACECB | 180 000 Правый руль |  2006  |  160 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Омск | 23.12.14
1005586541-42b7f8 | http://is8.auto.ru/all/images/c6/d8/60x45/c6d8f722.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #FFFFFF | 230 000 |  2009  |  70 000 км  |  1.4 MT (89 л.с.)седан, бензин, передний  | Новоселицкое | 23.12.14
1005586047-b693 | http://is9.auto.ru/all/images/dc/1d/60x45/dc1d19b7.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #9c9999 | 210 000 |  2010  |  76 200 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Десногорск | 23.12.14
1005586021-f93a | http://is1.auto.ru/all/images/a8/6c/60x45/a86cf4f3.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #CACECB | 185 000 |  2008  |  65 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Козельск | 23.12.14
1005583531-3956 | /i/all7/img/no-photo-thumb.gif |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #0000FF | 160 000 |  2006  |  90 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Тверь | 23.12.14
1005583741-74d1c4 | http://is6.auto.ru/all/images/44/2c/60x45/442c25f3.jpg |  ВАЗ Kalina I1.6 MT (98 л.с.)  | #FFFFFF | 265 000 |  2012  |  60 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Россошь | 23.12.14
1005581803-b99a5 | /i/all7/img/no-photo-thumb.gif |  ВАЗ Kalina I1.6 MT (98 л.с.)  | #CACECB | 250 000 |  2010  |  110 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Брянск | 23.12.14
1005581097-1ffb57 | http://is11.auto.ru/all/images/59/75/60x45/5975b73e.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #9966CC | 210 000 |  2009  |  60 000 км  |  1.4 MT (89 л.с.)универсал, бензин, передний  | Елец | 23.12.14
1005579709-c1c44f | http://is17.auto.ru/all/images/f4/44/60x45/f4444930.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #34ba2b | 180 000 |  2010  |  40 000 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Нижний Новгород | 23.12.14
1005579433-4016 | http://is3.auto.ru/all/images/13/c7/60x45/13c794e6.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #CACECB | 195 000 |  2008  |  90 000 км  |  1.4 MT (89 л.с.)седан, бензин, передний  | Кущевская | 23.12.14
1005578859-a234a5 | http://is7.auto.ru/all/images/75/40/60x45/7540035b.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #000000 | 220 000 |  2010  |  84 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Самара | 23.12.14
1005576223-a5a9 | http://is2.auto.ru/all/images/9d/e8/60x45/9de83b40.jpg |  ВАЗ Kalina II1.6 AT (98 л.с.)  | #FFFFFF | 340 000 |  2013  |  12 700 км  |  1.6 AT (98 л.с.)хэтчбек, бензин, передний  | Москва | 23.12.14
1001968295-705f | http://is12.auto.ru/all/images/50/67/60x45/5067e7d1.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #CACECB | 179 000 |  2010  |  157 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Рязань | 23.12.14
50268106-d599 | http://is14.auto.ru/all/images/eb/b6/60x45/ebb6d8d8.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #000000 | 189 000 |  2010  |  125 500 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Рязань | 23.12.14
1005572053-3d8693 | http://is14.auto.ru/all/images/16/7a/60x45/167a74a6.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #CACECB | 205 000 |  2010  |  85 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Елец | 23.12.14
1005566195-7add0 | http://is12.auto.ru/all/images/a7/a9/60x45/a7a9d2bb.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #CACECB | 210 000 |  2009  |  59 307 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Белев | 23.12.14
1005567509-85be | http://is14.auto.ru/all/images/ca/da/60x45/cada83e9.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #FF0000 | 240 000 |  2009  |  74 000 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Клинцы | 23.12.14
47612540-388ab8 | http://is15.auto.ru/all/images/63/a1/60x45/63a18e53.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #0088ff | 120 000 |  2006  |  80 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Великий Новгород | 22.12.14
1002802741-5d8b | http://is4.auto.ru/all/images/8e/2f/60x45/8e2f57e0.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #ffefd5 | 145 000 |  2008  |  95 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Великий Новгород | 22.12.14
1004420801-a45d6 | http://is7.auto.ru/all/images/99/68/60x45/99680cc9.jpg |  ВАЗ Kalina I1.6 MT (98 л.с.)  | #CACECB | 229 000 |  2012  |  34 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Владимир | 21.12.14
36415842-73e162 | http://is2.auto.ru/all/images/8a/1e/60x45/8a1e1431.jpg |  ВАЗ Kalina I1.6 MT (98 л.с.)  | #FFFFFF | 319 000 |  2013  |  16 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Краснодар | 19.12.14
48487076-f62609 | http://is17.auto.ru/all/images/e9/dd/60x45/e9dd0947.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #ffefd5 | 300 000 |  2013  |  91 452 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Абакан | 18.12.14
