1007247967-f49f6 | http://is3.auto.ru/all/images/e4/61/60x45/e4614323.jpg |  ВАЗ Priora I Рестайлинг1.6 MT (98 л.с.)  | #FFFFFF | 450 000 |  2014  |  15 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Балашиха | 22.01.15
1005712295-69a1b | http://is16.auto.ru/all/images/2e/78/60x45/2e78eb59.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 220 000 |  2009  |  89 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Москва | 27.12.14
1002553285-c328 | http://is12.auto.ru/all/images/c0/45/60x45/c0459309.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 250 000 |  2009  |  80 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Солнечногорск | 27.12.14
1005812245-ea8377 | /i/all7/img/no-photo-thumb.gif |  ВАЗ Priora I1.6 MT (81 л.с.)  | #9c9999 | 297 000 |  2012  |  60 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Брянск | 27.12.14
1005812331-2275 | http://is16.auto.ru/all/images/71/83/60x45/718383a8.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #9c9999 | 275 000 |  2012  |  64 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Дзержинск | 27.12.14
1005811807-eacb65 | http://is5.auto.ru/all/images/34/77/60x45/3477c4ee.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #CACECB | 250 000 |  2009  |  80 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Ершичи | 27.12.14
1005806373-274e03 | http://is5.auto.ru/all/images/c0/d8/60x45/c0d8e7a5.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 260 000 |  2010  |  86 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Москва | 27.12.14
1005810589-020e | http://is8.auto.ru/all/images/2c/62/60x45/2c626b4f.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #9c9999 | 260 000 |  2009  |  73 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Ярцево | 27.12.14
1005810469-61eb4 | http://is9.auto.ru/all/images/bd/2f/60x45/bd2fcb1f.jpg |  ВАЗ Priora I1.6 MT (87 л.с.)  | #000000 | 280 000 |  2012  |  50 000 км  |  1.6 MT (87 л.с.)хэтчбек, бензин, передний  | Орел | 27.12.14
1005806985-1fbf0f | http://is14.auto.ru/all/images/18/a1/60x45/18a16c90.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FFFFFF | 345 000 |  2012  |  25 785 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Рязань | 27.12.14
1005805991-8ed16 | http://is17.auto.ru/all/images/e7/46/60x45/e7467bf7.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 285 000 |  2012  |  49 000 км  |  1.6 MT (98 л.с.)универсал, бензин, передний  | Казань | 27.12.14
1005804607-b99184 | http://is10.auto.ru/all/images/b0/ea/60x45/b0ea1317.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 195 000 |  2008  |  118 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Губкин | 27.12.14
1005801027-6c6a6 | http://is10.auto.ru/all/images/6d/7d/60x45/6d7d07aa.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 310 000 |  2012  |  42 300 км  |  1.6 MT (98 л.с.)универсал, бензин, передний  | Николаевск | 27.12.14
1005792809-b45c | http://is2.auto.ru/all/images/66/ce/60x45/66ce7522.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #34ba2b | 275 000 |  2011  |  59 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Шадринск | 27.12.14
1005761449-f4839f | http://is15.auto.ru/all/images/22/2c/60x45/222cb8a0.jpg |  ВАЗ Priora I Рестайлинг1.6 MT (106 л.с.)  | #FFFFFF | 400 000 |  2014  |  15 000 км  |  1.6 MT (106 л.с.)универсал, бензин, передний  | Оренбург | 26.12.14
1002036431-dd9e50 | http://is7.auto.ru/all/images/d4/ba/60x45/d4ba58ac.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 247 000 |  2009  |  69 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Одоев | 26.12.14
1005760031-853a | /i/all7/img/no-photo-thumb.gif |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 280 000 |  2010  |  92 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Медынь | 26.12.14
1005759695-f8e545 | http://is9.auto.ru/all/images/8d/7c/60x45/8d7ca765.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FFFFFF | 260 000 |  2010  |  79 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Дзержинск | 26.12.14
1005759631-eb1816 | http://is1.auto.ru/all/images/d2/fe/60x45/d2fef76d.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FFFFFF | 260 000 |  2010  |  80 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Гороховец | 26.12.14
1005757573-ca6381 | http://is5.auto.ru/all/images/b4/97/60x45/b4973d60.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FF0000 | 285 000 |  2011  |  59 347 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Солнечногорск | 26.12.14
1005754245-b8469f | http://is16.auto.ru/all/images/18/dc/60x45/18dcdf9a.jpg |  ВАЗ Priora I Рестайлинг1.6 MT (98 л.с.)  | #000000 | 385 000 |  2013  |  27 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Махачкала | 26.12.14
1005753861-05d6aa | http://is3.auto.ru/all/images/f2/4d/60x45/f24da482.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FF0000 | 290 000 |  2012  |  48 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Рязань | 26.12.14
1005711333-d2cbee | http://is4.auto.ru/all/images/7e/4c/60x45/7e4c60f2.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #9c9999 | 300 000 |  2011  |  45 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Ставрополь | 26.12.14
1005747767-ed90b | http://is11.auto.ru/all/images/00/b6/60x45/00b67abb.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FFFFFF | 370 000 |  2012  |  45 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Назрань | 26.12.14
1005744625-df83d | http://is8.auto.ru/all/images/0b/7d/60x45/0b7dcb2a.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FFFFFF | 330 000 |  2010  |  51 000 км  |  1.6 MT (98 л.с.)универсал, бензин, передний  | Москва | 26.12.14
1005691569-72686 | http://is12.auto.ru/all/images/1c/66/60x45/1c6667a2.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FFFFFF | 315 000 |  2011  |  22 800 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Тольятти | 26.12.14
1005732717-77c83 | /i/all7/img/no-photo-thumb.gif |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 170 000 |  2008  |  119 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Клинцы | 26.12.14
1005731495-c3b28 | http://is6.auto.ru/all/images/2c/81/60x45/2c81a4ab.jpg |  ВАЗ Priora I Premier1.6 MT (98 л.с.)  | #FF0000 | 210 000 |  2009  |  100 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Змиевка | 26.12.14
1005731451-85d3 | http://is1.auto.ru/all/images/56/52/60x45/5652dbc6.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FFFFFF | 315 000 |  2011  |  22 650 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Тольятти | 26.12.14
1003484942-051a | http://is15.auto.ru/all/images/9b/d9/60x45/9bd9b5f9.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #9c9999 | 218 000 |  2009  |  81 134 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Москва | 25.12.14
1005709679-263d0e | http://is14.auto.ru/all/images/e1/c6/60x45/e1c67327.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 335 000 |  2012  |  103 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Ярославль | 25.12.14
1005709069-5c19b | http://is14.auto.ru/all/images/dd/93/60x45/dd93c08c.jpg |  ВАЗ Priora I Рестайлинг1.6 MT (98 л.с.)  | #34ba2b | 350 000 |  2013  |  25 000 км  |  1.6 MT (98 л.с.)универсал, бензин, передний  | Лабинск | 25.12.14
1005709331-679e | /i/all7/img/no-photo-thumb.gif |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 226 000 |  2008  |  100 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Белгород | 25.12.14
1005708913-7b891e | http://is5.auto.ru/all/images/ff/32/60x45/ff327d8f.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #CACECB | 290 000 |  2010  |  60 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Воронеж | 25.12.14
44960996-4b0aae | http://is1.auto.ru/all/images/2d/0c/60x45/2d0ceeb9.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #CACECB | 200 000 |  2007  |  87 944 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Тамбов | 25.12.14
1005708791-6df2 | http://is3.auto.ru/all/images/ee/d7/60x45/eed74ff8.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 290 000 |  2011  |  105 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Москва | 25.12.14
1005708579-3302d | http://is4.auto.ru/all/images/97/d8/60x45/97d8e6be.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #0000FF | 250 000 |  2011  |  39 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Нижний Новгород | 25.12.14
1005708309-5dac | http://is3.auto.ru/all/images/ae/bd/60x45/aebd1fc4.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #34ba2b | 200 000 |  2008  |  139 400 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Фрязино | 25.12.14
1005706883-9b23 | /i/all7/img/no-photo-thumb.gif |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 233 000 |  2010  |  56 720 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Чебоксары | 25.12.14
1005523951-58233 | http://is8.auto.ru/all/images/10/7b/60x45/107bc69d.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #9c9999 | 250 000 |  2012  |  50 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Казань | 25.12.14
1005705175-cecf4 | http://is14.auto.ru/all/images/1a/c8/60x45/1ac8cb03.jpg |  ВАЗ Priora I1.6 MT (81 л.с.)  | #34ba2b | 235 000 |  2009  |  75 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Лиски | 25.12.14
1005704593-b7d7b9 | http://is14.auto.ru/all/images/e2/d2/60x45/e2d26c8f.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #ffefd5 | 170 000 |  2007  |  150 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Колпны | 25.12.14
1005702477-cf2c9 | http://is10.auto.ru/all/images/c5/cf/60x45/c5cf8c5c.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #CACECB | 260 000 |  2007  |  143 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Александров | 25.12.14
1005702381-7380 | http://is11.auto.ru/all/images/21/37/60x45/21379845.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #CACECB | 320 000 |  2010  |  44 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Грозный | 25.12.14
1005699513-6352ed | http://is11.auto.ru/all/images/03/a5/60x45/03a57cbc.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #9c9999 | 200 000 |  2008  |  86 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Екатеринбург | 25.12.14
1005632451-96cc | http://is3.auto.ru/all/images/37/df/60x45/37df76c0.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FFFFFF | 315 000 |  2011  |  22 500 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Тольятти | 25.12.14
1005695885-cb93 | http://is6.auto.ru/all/images/68/40/60x45/68400a62.jpg |  ВАЗ Priora I Рестайлинг1.6 MT (98 л.с.)  | #000000 | 365 000 |  2013  |  6 400 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Новосибирск | 25.12.14
1005694177-6bdb | http://is17.auto.ru/all/images/23/63/60x45/2363c763.jpg |  ВАЗ Priora I Рестайлинг1.6 MT (87 л.с.)  | #FF0000 | 480 000 |  2014  |  1 000 км  |  1.6 MT (87 л.с.)седан, бензин, передний  | Йошкар-Ола | 25.12.14
1005694045-23f6 | http://is6.auto.ru/all/images/76/74/60x45/76744502.jpg |  ВАЗ Priora I Рестайлинг1.6 AT (106 л.с.)  | #CACECB | 620 000 |  2014  |  1 000 км  |  1.6 AT (106 л.с.)седан, бензин, передний  | Йошкар-Ола | 25.12.14
1005639191-a1f2 | http://is4.auto.ru/all/images/d8/77/60x45/d877b63e.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #CACECB | 187 000 |  2007  |  90 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Нижний Новгород | 25.12.14
1005691627-7f1d7d | http://is13.auto.ru/all/images/27/5e/60x45/275ebe3d.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FFFFFF | 315 000 |  2011  |  22 750 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Самара | 25.12.14
1005685795-a890 | http://is12.auto.ru/all/images/0f/88/60x45/0f880a81.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FFFFFF | 195 000 |  2009  |  134 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Москва | 25.12.14
1005655533-9f688 | http://is14.auto.ru/all/images/61/3b/60x45/613b3400.jpg |  ВАЗ Priora I Premier1.6 MT (98 л.с.)  | #FF0000 | 205 000 |  2008  |  92 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Москва | 25.12.14
45266848-0c6b | http://is13.auto.ru/all/images/7d/a4/60x45/7da439df.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 210 000 |  2008  |  100 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Воронеж | 25.12.14
1005650789-d9391 | http://is18.auto.ru/all/images/a2/67/60x45/a2671d6e.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #9c9999 | 185 000 |  2009  |  84 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Курчатов | 25.12.14
1005648969-090a | http://is4.auto.ru/all/images/8d/0f/60x45/8d0f6aff.jpg |  ВАЗ Priora I Рестайлинг1.6 MT (98 л.с.)  | #CACECB | 550 000 Правый руль |  2014  |  25 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Грозный | 24.12.14
1005646063-2a3b5 | http://is5.auto.ru/all/images/bc/da/60x45/bcdacf89.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FFFFFF | 450 000 |  2013  |  15 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Астрахань | 24.12.14
49467584-7c787 | http://is4.auto.ru/all/images/35/aa/60x45/35aa0b84.jpg |  ВАЗ Priora I1.6 MT (81 л.с.)  | #0000FF | 150 000 |  2007  |  153 020 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Санкт-Петербург | 24.12.14
38658622-c9fa | http://is18.auto.ru/all/images/e4/06/60x45/e40687b9.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #34ba2b | 200 000 |  2009  |  140 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Раменское | 24.12.14
1005640609-5516 | http://is5.auto.ru/all/images/2b/37/60x45/2b37b45b.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FFFFFF | 240 000 |  2010  |  73 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Грозный | 24.12.14
1005638209-0b228 | http://is6.auto.ru/all/images/e9/ad/60x45/e9ad12d3.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #34ba2b | 190 000 |  2008  |  86 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Кромы | 24.12.14
1005638491-f156 | /i/all7/img/no-photo-thumb.gif |  ВАЗ Priora I1.6 MT (98 л.с.)  | #9c9999 | 248 000 |  2010  |  68 000 км  |  1.6 MT (98 л.с.)универсал, бензин, передний  | Красноярск | 24.12.14
1005636451-b4a6c0 | http://is15.auto.ru/all/images/45/34/60x45/4534002c.jpg |  ВАЗ Priora I1.6 MT (87 л.с.)  | #9c9999 | 351 000 |  2012  |  60 км  |  1.6 MT (87 л.с.)седан, бензин, передний  | Махачкала | 24.12.14
1005633631-a694 | http://is5.auto.ru/all/images/b8/ff/60x45/b8ffb6a4.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 280 000 |  2011  |  80 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Москва | 24.12.14
1005633457-a70d | http://is1.auto.ru/all/images/a0/4c/60x45/a04cede1.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 200 000 |  2009  |  150 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Пушкино | 24.12.14
1005633497-786e | http://is16.auto.ru/all/images/a0/d3/60x45/a0d3a598.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #CACECB | 130 000 |  2007  |  217 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Пенза | 24.12.14
1005633207-f73ad5 | http://is6.auto.ru/all/images/a2/51/60x45/a251f169.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #9c9999 | 195 000 |  2008  |  90 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Чебоксары | 24.12.14
1005586693-8c3a | http://is3.auto.ru/all/images/fd/b4/60x45/fdb4b196.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #9c9999 | 280 000 |  2012  |  40 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Москва | 23.12.14
1005586255-e4eb06 | http://is9.auto.ru/all/images/bd/1e/60x45/bd1eeed1.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #CACECB | 185 000 |  2007  |  105 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Верховажье | 23.12.14
1005585927-58c452 | http://is9.auto.ru/all/images/31/02/60x45/310214ab.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #CACECB | 258 000 |  2011  |  53 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Пенза | 23.12.14
1005585203-354e | /i/all7/img/no-photo-thumb.gif |  ВАЗ Priora I Рестайлинг1.6 MT (98 л.с.)  | #000000 | 400 000 |  2013  |  9 500 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Смоленск | 23.12.14
1005585003-1e9683 | http://is17.auto.ru/all/images/a1/e8/60x45/a1e834e4.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #34ba2b | 235 000 |  2009  |  47 000 км  |  1.6 MT (98 л.с.)универсал, бензин, передний  | Москва | 23.12.14
1005583073-d91b | http://is15.auto.ru/all/images/97/53/60x45/9753cd8c.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 290 000 |  2012  |  120 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Старый Оскол | 23.12.14
1005584181-90ee | http://is11.auto.ru/all/images/79/63/60x45/7963c41f.jpg |  ВАЗ Priora I Рестайлинг1.6 MT (98 л.с.)  | #000000 | 450 000 |  2014  |  12 700 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Ессентуки | 23.12.14
1005582801-1390dd | http://is13.auto.ru/all/images/3c/a8/60x45/3ca838d1.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 220 000 |  2009  |  52 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Похвистнево | 23.12.14
