1007301269-1b76c | /i/all7/img/no-photo-thumb.gif |  Volkswagen Polo V1.6 AT (105 л.с.)  | #0000FF | 450 000 |  2011  |  69 000 км  |  1.6 AT (105 л.с.)седан, бензин, передний  | Пушкино | 23.01.15
1005980335-e028 | http://is1.auto.ru/all/images/93/a3/60x45/93a3523c.jpg |  Volkswagen Polo V1.4 AT (85 л.с.)  | #FF0000 | 475 000 |  2012  |  3 400 км  |  1.4 AT (85 л.с.)хэтчбек, бензин, передний  | Краснодар | 06.01.15
1005980847-287d4 | http://is6.auto.ru/all/images/fb/6a/60x45/fb6a473f.jpg |  Volkswagen Polo V1.6 MT (105 л.с.)  | #000000 | 650 000 |  2013  |  79 000 км  |  1.6 MT (105 л.с.)седан, бензин, передний  | Рославль | 06.01.15
1004546863-fccaa | http://is6.auto.ru/all/images/e0/10/60x45/e010f7d6.jpg |  Volkswagen Polo V1.6 AT (105 л.с.)  | #CACECB | 679 000 |  2014  |  10 км  |  1.6 AT (105 л.с.)седан, бензин, передний  | Москва | 06.01.15
1006287867-9be919 | http://is11.auto.ru/all/images/23/29/60x45/2329b51d.jpg |  Volkswagen Polo V1.6 AT (105 л.с.)  | #CACECB | 535 000 |  2011  |  14 000 км  |  1.6 AT (105 л.с.)седан, бензин, передний  | Нефтеюганск | 06.01.15
1006270285-765d3 | http://is4.auto.ru/all/images/4a/af/60x45/4aaf8486.jpg |  Volkswagen Polo V1.6 MT (105 л.с.)  | #000000 | 525 000 |  2013  |  21 500 км  |  1.6 MT (105 л.с.)седан, бензин, передний  | Москва | 06.01.15
1005863203-1a0e | http://is2.auto.ru/all/images/75/84/60x45/75847960.jpg |  Volkswagen Polo III1.6 AT (75 л.с.)  | #FFFFFF | 145 000 |  1996  |  220 000 км  |  1.6 AT (75 л.с.)хэтчбек, бензин, передний  | Москва | 06.01.15
1005913973-cb1b3 | http://is4.auto.ru/all/images/69/ca/60x45/69caff1d.jpg |  Volkswagen Polo V1.6 MT (105 л.с.)  | #FFFFFF | 670 000 |  2014  |  15 км  |  1.6 MT (105 л.с.)седан, бензин, передний  | Москва | 06.01.15
42606022-09e51 | http://is17.auto.ru/all/images/ed/9b/60x45/ed9bed5d.jpg |  Volkswagen Polo III1.6 MT (75 л.с.)  | #FFFFFF | 90 000 |  1996  |  1 км  |  1.6 MT (75 л.с.)седан, бензин, передний  | Санкт-Петербург | 05.01.15
1005858469-f113 | http://is4.auto.ru/all/images/d7/11/60x45/d711fe7e.jpg |  Volkswagen Polo V1.6 MT (105 л.с.)  | #9c9999 | 480 000 |  2013  |  7 050 км  |  1.6 MT (105 л.с.)седан, бензин, передний  | Москва | 05.01.15
1006266971-1ecb | http://is11.auto.ru/all/images/93/1c/60x45/931cbad1.jpg |  Volkswagen Polo VAT  | #CACECB | 550 000 |  2012  |  57 000 км  |  ATседан, бензин, передний  | Гатчина | 05.01.15
1006257223-8827b | http://is10.auto.ru/all/images/73/bd/60x45/73bdd20f.jpg |  Volkswagen Polo V1.6 MT (105 л.с.)  | #CACECB | 460 000 |  2012  |  47 091 км  |  1.6 MT (105 л.с.)седан, бензин, передний  | Москва | 05.01.15
1006257195-b0e546 | http://is5.auto.ru/all/images/3d/4c/60x45/3d4ce987.jpg |  Volkswagen Polo V1.6 MT (105 л.с.)  | #CACECB | 460 000 |  2012  |  56 157 км  |  1.6 MT (105 л.с.)седан, бензин, передний  | Москва | 05.01.15
1004764999-a7552 | http://is8.auto.ru/all/images/be/ff/60x45/befff3d5.jpg |  Volkswagen Polo V1.6 AT (105 л.с.)  | #FFFFFF | 535 000 |  2012  |  15 000 км  |  1.6 AT (105 л.с.)седан, бензин, передний  | Ижевск | 05.01.15
1006214897-9d8b66 | http://is3.auto.ru/all/images/95/92/60x45/9592a4c1.jpg |  Volkswagen Polo V1.4 AT (85 л.с.)  | #926547 | 560 000 |  2011  |  20 000 км  |  1.4 AT (85 л.с.)хэтчбек, бензин, передний  | Пенза | 04.01.15
50140384-2e85 | http://is15.auto.ru/all/images/42/a2/60x45/42a295a2.jpg |  Volkswagen Polo III1.6 MT (75 л.с.)  | #0000FF | 187 000 |  2001  |  195 000 км  |  1.6 MT (75 л.с.)седан, бензин, передний  | Рязань | 04.01.15
1005810393-95f2 | http://is5.auto.ru/all/images/64/a7/60x45/64a77a24.jpg |  Volkswagen Polo III Рестайлинг1.4 AT (75 л.с.)  | #FFFFFF | 190 000 |  2000  |  190 000 км  |  1.4 AT (75 л.с.)хэтчбек, бензин, передний  | Иваново | 04.01.15
48463156-f8f95 | http://is2.auto.ru/all/images/55/e4/60x45/55e480b4.jpg |  Volkswagen Polo V1.6 MT (105 л.с.)  | #FFFFFF | 445 000 |  2011  |  13 700 км  |  1.6 MT (105 л.с.)седан, бензин, передний  | Санкт-Петербург | 04.01.15
1006213307-7640 | http://is3.auto.ru/all/images/1a/4d/60x45/1a4d8996.jpg |  Volkswagen Polo III1.6 MT (75 л.с.)  | #34ba2b | 170 000 |  1997  |  110 000 км  |  1.6 MT (75 л.с.)хэтчбек, бензин, передний  | Брянск | 04.01.15
1006213193-e1403 | http://is6.auto.ru/all/images/93/16/60x45/931640e8.jpg |  Volkswagen Polo V1.6 MT (105 л.с.)  | #FFFFFF | 630 000 |  2011  |  70 000 км  |  1.6 MT (105 л.с.)седан, бензин, передний  | Москва | 04.01.15
1006211689-0939 | http://is2.auto.ru/all/images/b6/5a/60x45/b65ad691.jpg |  Volkswagen Polo V1.6 MT (105 л.с.)  | #FFFFFF | 585 000 |  2014  |  8 000 км  |  1.6 MT (105 л.с.)седан, бензин, передний  | Тихорецк | 04.01.15
1005858947-250a | http://is8.auto.ru/all/images/9f/f7/60x45/9ff70be1.jpg |  Volkswagen Polo V1.6 MT (105 л.с.)  | #FFFFFF | 520 000 |  2013  |  31 000 км  |  1.6 MT (105 л.с.)седан, бензин, передний  | Моздок | 04.01.15
1006207139-aaf3 | http://is2.auto.ru/all/images/de/43/60x45/de4312cf.jpg |  Volkswagen Polo V1.6 MT (105 л.с.)  | #FFFFFF | 590 000 |  2014  |  1 км  |  1.6 MT (105 л.с.)седан, бензин, передний  | Москва | 04.01.15
1005855227-139c | http://is7.auto.ru/all/images/2f/e5/60x45/2fe5b27b.jpg |  Volkswagen Polo V1.6 AT (105 л.с.)  | #FFFFFF | 510 000 |  2012  |  67 520 км  |  1.6 AT (105 л.с.)седан, бензин, передний  | Москва | 04.01.15
1006206371-ebcbf8 | /i/all7/img/no-photo-thumb.gif |  Volkswagen Polo V1.6 AT (105 л.с.)  | #FFFFFF | 550 000 |  2012  |  66 200 км  |  1.6 AT (105 л.с.)седан, бензин, передний  | Балашиха | 04.01.15
1006206083-2c9bf1 | http://is7.auto.ru/all/images/3b/c2/60x45/3bc26a04.jpg |  Volkswagen Polo V1.4 AT (85 л.с.)  | #FF0000 | 440 000 |  2010  |  92 000 км  |  1.4 AT (85 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 04.01.15
49021078-51ee | http://is14.auto.ru/all/images/f6/17/60x45/f6170f67.jpg |  Volkswagen Polo V1.6 AT (105 л.с.)  | #000000 | 580 000 |  2013  |  25 000 км  |  1.6 AT (105 л.с.)седан, бензин, передний  | Железногорск | 04.01.15
1002601737-d27e62 | http://is12.auto.ru/all/images/2e/d5/60x45/2ed5598b.jpg |  Volkswagen Polo IV Fun1.4d MT (75 л.с.)  | #0000FF | 260 000 |  2004  |  170 000 км  |  1.4d MT (75 л.с.)хэтчбек, дизель, передний  | Стародуб | 04.01.15
1002169213-29e779 | http://is5.auto.ru/all/images/ee/a1/60x45/eea1c9eb.jpg |  Volkswagen Polo III1.4 MT (60 л.с.)  | #FF0000 | 145 000 |  1999  |  114 000 км  |  1.4 MT (60 л.с.)универсал, бензин, передний  | Смоленск | 04.01.15
1005923755-100d6b | http://is17.auto.ru/all/images/87/0b/60x45/870ba370.jpg |  Volkswagen Polo V1.6 MT (105 л.с.)  | #000000 | 435 000 |  2011  |  54 000 км  |  1.6 MT (105 л.с.)седан, бензин, передний  | Санкт-Петербург | 03.01.15
1006110775-a3868 | http://is5.auto.ru/all/images/68/3d/60x45/683d0ed0.jpg |  Volkswagen Polo V1.6 MT (105 л.с.)  | #FFFFFF | 540 000 |  2014  |  36 000 км  |  1.6 MT (105 л.с.)седан, бензин, передний  | Рязань | 03.01.15
1006156819-5aa66c | http://is3.auto.ru/all/images/77/41/60x45/7741b09c.jpg |  Volkswagen Polo V1.6 MT (105 л.с.)  | #FFFFFF | 555 000 |  2012  |  65 500 км  |  1.6 MT (105 л.с.)седан, бензин, передний  | Тольятти | 03.01.15
1005908051-fe94b6 | http://is1.auto.ru/all/images/1b/ab/60x45/1bab1e4b.jpg |  Volkswagen Polo V1.6 AT (105 л.с.)  | #9c9999 | 638 000 |  2014  |  2 000 км  |  1.6 AT (105 л.с.)седан, бензин, передний  | Москва | 03.01.15
1006153641-5cd87a | http://is4.auto.ru/all/images/82/ae/60x45/82ae5cab.jpg |  Volkswagen Polo III1.6 MT (75 л.с.)  | #FFFFFF | 110 000 |  1996  |  150 000 км  |  1.6 MT (75 л.с.)хэтчбек, бензин, передний  | Москва | 03.01.15
1006110821-b7c31 | http://is13.auto.ru/all/images/9a/eb/60x45/9aeb8048.jpg |  Volkswagen Polo V1.6 AT (105 л.с.)  | #CACECB | 530 000 |  2012  |  73 000 км  |  1.6 AT (105 л.с.)седан, бензин, передний  | Москва | 02.01.15
1006110129-fdf3cc | http://is2.auto.ru/all/images/32/15/60x45/3215878f.jpg |  Volkswagen Polo III1.4 MT (60 л.с.)  | #9c9999 | 50 000 |  1998  |  280 000 км  |  1.4 MT (60 л.с.)седан, бензин, передний  | Вельск | 02.01.15
48893728-7507 | http://is9.auto.ru/all/images/51/43/60x45/5143842f.jpg |  Volkswagen Polo V1.6 MT (105 л.с.)  | #9c9999 | 599 000 |  2013  |  29 000 км  |  1.6 MT (105 л.с.)седан, бензин, передний  | Рязань | 02.01.15
1005640331-d11cd | http://is2.auto.ru/all/images/89/bf/60x45/89bf590b.jpg |  Volkswagen Polo V1.6 AT (105 л.с.)  | #FF0000 | 700 000 |  2013  |  20 000 км  |  1.6 AT (105 л.с.)седан, бензин, передний  | Санкт-Петербург | 01.01.15
1006068555-029b1 | http://is17.auto.ru/all/images/d3/c2/60x45/d3c21437.jpg |  Volkswagen Polo V1.6 MT (105 л.с.)  | #CACECB | 590 000 |  2014  |  12 000 км  |  1.6 MT (105 л.с.)седан, бензин, передний  | Вологда | 01.01.15
1006067801-fb915 | http://is16.auto.ru/all/images/79/cd/60x45/79cd9bfe.jpg |  Volkswagen Polo V1.6 MT (105 л.с.)  | #FFFFFF | 450 000 |  2012  |  46 000 км  |  1.6 MT (105 л.с.)седан, бензин, передний  | Ханты-Мансийск | 01.01.15
1006026881-93fb6 | http://is12.auto.ru/all/images/56/80/60x45/56806b76.jpg |  Volkswagen Polo V1.6 AT (105 л.с.)  | #FF0000 | 510 000 |  2012  |  31 000 км  |  1.6 AT (105 л.с.)седан, бензин, передний  | Москва | 31.12.14
33835678-a7196 | http://is14.auto.ru/all/images/b1/63/60x45/b16313f9.jpg |  Volkswagen Polo IV Рестайлинг1.4d MT (80 л.с.)  | #0000FF | 389 000 |  2008  |  130 000 км  |  1.4d MT (80 л.с.)хэтчбек, дизель, передний  | Санкт-Петербург | 31.12.14
1005972085-5c22a9 | http://is2.auto.ru/all/images/bf/49/60x45/bf49bfe6.jpg |  Volkswagen Polo V1.6 AT (105 л.с.)  | #FFFFFF | 650 000 |  2014  |  6 000 км  |  1.6 AT (105 л.с.)седан, бензин, передний  | Красноярск | 31.12.14
1006024703-c3c8 | http://is13.auto.ru/all/images/ef/cc/60x45/efccd05f.jpg |  Volkswagen Polo V1.6 AT (105 л.с.)  | #0000FF | 600 000 |  2013  |  16 800 км  |  1.6 AT (105 л.с.)седан, бензин, передний  | Москва | 31.12.14
1006023953-1b4666 | http://is10.auto.ru/all/images/d5/3f/60x45/d53f4273.jpg |  Volkswagen Polo V1.6 AT (105 л.с.)  | #0000FF | 450 000 |  2010  |  35 000 км  |  1.6 AT (105 л.с.)седан, бензин, передний  | Москва | 31.12.14
1000324676-bd33 | http://is16.auto.ru/all/images/2e/63/60x45/2e635b51.jpg |  Volkswagen Polo V1.4 MT (85 л.с.)  | #FFFFFF | 545 000 |  2011  |  62 000 км  |  1.4 MT (85 л.с.)хэтчбек, бензин, передний  | Балаково | 31.12.14
1004226633-3915 | http://is9.auto.ru/all/images/43/70/60x45/4370b25d.jpg |  Volkswagen Polo V1.4 AT (85 л.с.)  | #FF0000 | 525 000 |  2010  |  46 000 км  |  1.4 AT (85 л.с.)хэтчбек, бензин, передний  | Москва | 31.12.14
1005980039-7b5e | http://is9.auto.ru/all/images/04/f4/60x45/04f43a3e.jpg |  Volkswagen Polo IV Рестайлинг1.2 MT (70 л.с.)  | #FF0000 | 260 000 |  2005  |  100 000 км  |  1.2 MT (70 л.с.)хэтчбек, бензин, передний  | Петергоф | 30.12.14
1005978761-7d24 | http://is6.auto.ru/all/images/64/bb/60x45/64bb1c2d.jpg |  Volkswagen Polo V1.4 AT (85 л.с.)  | #CACECB | 562 000 |  2012  |  28 000 км  |  1.4 AT (85 л.с.)хэтчбек, бензин, передний  | Москва | 30.12.14
1002789789-4178 | http://is2.auto.ru/all/images/00/f3/60x45/00f38fe8.jpg |  Volkswagen Polo V1.6 AT (105 л.с.)  | #FFFFFF | 465 000 |  2013  |  41 000 км  |  1.6 AT (105 л.с.)седан, бензин, передний  | Москва | 30.12.14
45627660-6c5f6 | http://is13.auto.ru/all/images/05/85/60x45/0585542a.jpg |  Volkswagen Polo V1.6 MT (105 л.с.)  | #CACECB | 403 000 |  2012  |  53 240 км  |  1.6 MT (105 л.с.)седан, бензин, передний  | Воронеж | 30.12.14
1005922331-834073 | /i/all7/img/no-photo-thumb.gif |  Volkswagen Polo III1.6 AT (100 л.с.)  | #fde910 | 120 000 |  1998  |  174 000 км  |  1.6 AT (100 л.с.)седан, бензин, передний  | Москва | 29.12.14
1005920827-a2823b | http://is15.auto.ru/all/images/78/24/60x45/78244576.jpg |  Volkswagen Polo IV Рестайлинг1.2 MT (70 л.с.)  | #0000FF | 270 000 |  2008  |  153 000 км  |  1.2 MT (70 л.с.)хэтчбек, бензин, передний  | Малоярославец | 29.12.14
1005646423-ad08 | http://is8.auto.ru/all/images/6a/07/60x45/6a07a364.jpg |  Volkswagen Polo V1.6 MT (105 л.с.)  | #0000FF | 520 000 |  2012  |  62 000 км  |  1.6 MT (105 л.с.)седан, бензин, передний  | Тула | 29.12.14
47471054-db068 | http://is10.auto.ru/all/images/45/62/60x45/4562ea85.jpg |  Volkswagen Polo III Рестайлинг1.4 MT (60 л.с.)  | #0000FF | 180 000 |  2001  |  142 000 км  |  1.4 MT (60 л.с.)хэтчбек, бензин, передний  | Ливны | 29.12.14
45458310-0923 | http://is5.auto.ru/all/images/c8/29/60x45/c8298389.jpg |  Volkswagen Polo IV Рестайлинг1.2 MT (70 л.с.)  | #CACECB | 290 000 |  2008  |  100 000 км  |  1.2 MT (70 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 29.12.14
1005913787-40e3f3 | http://is16.auto.ru/all/images/d1/6c/60x45/d16c3b85.jpg |  Volkswagen Polo III Рестайлинг1.4 MT (60 л.с.)  | #CACECB | 195 000 |  2001  |  195 500 км  |  1.4 MT (60 л.с.)хэтчбек, бензин, передний  | Псков | 29.12.14
1005912713-abc53 | http://is4.auto.ru/all/images/37/5c/60x45/375cc5ec.jpg |  Volkswagen Polo V1.6 AT (105 л.с.)  | #ffefd5 | 549 000 |  2012  |  27 900 км  |  1.6 AT (105 л.с.)седан, бензин, передний  | Троицк | 29.12.14
1005912845-a525 | http://is14.auto.ru/all/images/6e/52/60x45/6e52c2c1.jpg |  Volkswagen Polo V1.6 AT (105 л.с.)  | #000000 | 565 000 |  2012  |  21 000 км  |  1.6 AT (105 л.с.)седан, бензин, передний  | Ростов-на-Дону | 29.12.14
1004084784-8185 | http://is16.auto.ru/all/images/81/37/60x45/8137c7db.jpg |  Volkswagen Polo V1.6 MT (105 л.с.)  | #000000 | 600 000 |  2013  |  29 900 км  |  1.6 MT (105 л.с.)седан, бензин, передний  | Чебоксары | 29.12.14
1005910193-c42f | http://is4.auto.ru/all/images/7c/ce/60x45/7cce6d99.jpg |  Volkswagen Polo V1.6 AT (105 л.с.)  | #9c9999 | 485 000 |  2013  |  36 744 км  |  1.6 AT (105 л.с.)седан, бензин, передний  | Москва | 29.12.14
1003285264-11056 | http://is16.auto.ru/all/images/c4/a8/60x45/c4a8aba0.jpg |  Volkswagen Polo IV Рестайлинг1.4 MT (80 л.с.)  | #000000 | 370 000 |  2008  |  91 000 км  |  1.4 MT (80 л.с.)хэтчбек, бензин, передний  | Ярославль | 28.12.14
1005867181-78f1 | http://is4.auto.ru/all/images/80/03/60x45/8003e608.jpg |  Volkswagen Polo V1.6 AT (105 л.с.)  | #9c9999 | 750 000 |  2013  |  17 000 км  |  1.6 AT (105 л.с.)седан, бензин, передний  | Грозный | 28.12.14
1005867145-26331 | http://is17.auto.ru/all/images/98/db/60x45/98dba4b8.jpg |  Volkswagen Polo V1.6 MT (105 л.с.)  | #CACECB | 450 000 |  2011  |  80 000 км  |  1.6 MT (105 л.с.)седан, бензин, передний  | Санкт-Петербург | 28.12.14
1005865201-ac99ae | http://is7.auto.ru/all/images/e3/b0/60x45/e3b0383a.jpg |  Volkswagen Polo III1.6 MT (75 л.с.)  | #34ba2b | 158 000 |  1998  |  187 000 км  |  1.6 MT (75 л.с.)седан, бензин, передний  | Великие Луки | 28.12.14
1005860771-789da1 | http://is8.auto.ru/all/images/00/6f/60x45/006fcdec.jpg |  Volkswagen Polo V1.6 MT (105 л.с.)  | #9c9999 | 485 000 |  2013  |  30 000 км  |  1.6 MT (105 л.с.)седан, бензин, передний  | Нижний Новгород | 28.12.14
1005744007-71ecb | http://is17.auto.ru/all/images/79/4d/60x45/794d9be6.jpg |  Volkswagen Polo V1.6 MT (105 л.с.)  | #9c9999 | 499 000 |  2013  |  14 000 км  |  1.6 MT (105 л.с.)седан, бензин, передний  | Владимир | 28.12.14
1005853789-6fde8 | http://is2.auto.ru/all/images/0d/f2/60x45/0df26f38.jpg |  Volkswagen Polo III Рестайлинг1.4 MT (75 л.с.)  | #CACECB | 165 000 |  2001  |  190 000 км  |  1.4 MT (75 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 28.12.14
1005816305-fe70d6 | http://is17.auto.ru/all/images/94/68/60x45/9468a48d.jpg |  Volkswagen Polo V1.6 AT (105 л.с.)  | #000000 | 460 000 |  2011  |  106 000 км  |  1.6 AT (105 л.с.)седан, бензин, передний  | Москва | 27.12.14
1005813519-d7b362 | http://is11.auto.ru/all/images/51/bf/60x45/51bfa6e7.jpg |  Volkswagen Polo V1.6 AT (105 л.с.)  | #000000 | 475 000 |  2011  |  98 762 км  |  1.6 AT (105 л.с.)седан, бензин, передний  | Ярославль | 27.12.14
1005813283-e8b825 | http://is5.auto.ru/all/images/90/71/60x45/907101ad.jpg |  Volkswagen Polo IV Рестайлинг1.4 MT (80 л.с.)  | #FF0000 | 350 000 |  2007  |  120 000 км  |  1.4 MT (80 л.с.)хэтчбек, бензин, передний  | Симферополь | 27.12.14
1004351851-7e6ce0 | http://is10.auto.ru/all/images/d0/2d/60x45/d02d3b32.jpg |  Volkswagen Polo V1.6 MT (105 л.с.)  | #CACECB | 444 720 |  2012  |  51 463 км  |  1.6 MT (105 л.с.)седан, бензин, передний  | Москва | 27.12.14
1005809289-66bdcd | http://is1.auto.ru/all/images/3c/ca/60x45/3cca88d0.jpg |  Volkswagen Polo V1.6 MT (105 л.с.)  | #CACECB | 350 000 |  2012  |  140 000 км  |  1.6 MT (105 л.с.)седан, бензин, передний  | Пенза | 27.12.14
