1007187827-11459 | http://is8.auto.ru/all/images/d4/3b/60x45/d43bddae.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #000000 | 765 000 |  2006  |  103 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
42380036-c146e | http://is18.auto.ru/all/images/54/d9/60x45/54d94046.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #9c9999 | 670 000 |  2004  |  46 000 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 05.01.15
1006264285-f350f2 | /i/all7/img/no-photo-thumb.gif |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #FFFFFF | 1 150 000 |  2010  |  35 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 05.01.15
1005916103-6a250f | http://is12.auto.ru/all/images/40/58/60x45/40582368.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 CVT (158 л.с.) 4WD  | #926547 | 1 135 000 |  2010  |  90 288 км  |  2.0 CVT (158 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 05.01.15
1006213517-60398 | http://is17.auto.ru/all/images/2a/e2/60x45/2ae2b760.jpg |  Toyota RAV 4 IV (CA40)2.2d AT (149 л.с.) 4WD  | #926547 | 1 630 000 |  2014  |  200 км  |  2.2d AT (149 л.с.) 4WDвнедорожник, дизель, полный  | Тверь | 05.01.15
1006261481-820040 | http://is6.auto.ru/all/images/01/57/60x45/0157d898.jpg |  Toyota RAV 4 I (XA10)2.0 MT (129 л.с.) 4WD  | #000000 | 300 000 |  1995  |  230 000 км  |  2.0 MT (129 л.с.) 4WDвнедорожник, бензин, полный  | Вельск | 05.01.15
1006204867-2f0dc | http://is2.auto.ru/all/images/ac/5c/60x45/ac5c223d.jpg |  Toyota RAV 4 IV (CA40)2.0 CVT (151 л.с.) 4WD  | #CACECB | 1 499 000 |  2014  |  1 121 км  |  2.0 CVT (151 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 05.01.15
1006258117-2d915 | http://is3.auto.ru/all/images/49/5c/60x45/495c7922.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 CVT (158 л.с.) 4WD  | #FFFFFF | 1 250 000 |  2010  |  50 000 км  |  2.0 CVT (158 л.с.) 4WDвнедорожник, бензин, полный  | Тюмень | 05.01.15
41848282-326a0e | http://is6.auto.ru/all/images/c8/8f/60x45/c88faed7.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #CACECB | 365 000 Правый руль |  2000  |  178 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Воронеж | 05.01.15
1006216047-372da7 | http://is6.auto.ru/all/images/4d/48/60x45/4d486119.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #000000 | 999 000 |  2008  |  53 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 05.01.15
1004778925-a329 | http://is15.auto.ru/all/images/52/eb/60x45/52eb0058.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #CACECB | 599 000 |  2005  |  104 000 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 05.01.15
1005759025-0a327e | /i/all7/img/no-photo-thumb.gif |  Toyota RAV 4 III (XA30) Рестайлинг2.0 CVT (158 л.с.) 4WD  | #000000 | 970 000 |  2010  |  75 000 км  |  2.0 CVT (158 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 04.01.15
1006209829-0b0ac3 | http://is1.auto.ru/all/images/c9/2d/60x45/c92db650.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #CACECB | 435 000 |  2002  |  137 000 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Пенза | 04.01.15
1006209163-9180 | http://is6.auto.ru/all/images/61/54/60x45/6154452c.jpg |  Toyota RAV 4 II (XA20)2.0 MT (150 л.с.) 4WD  | #CACECB | 380 000 |  2000  |  225 000 км  |  2.0 MT (150 л.с.) 4WDвнедорожник, бензин, полный  | Новосибирск | 04.01.15
15570832-e2f7c | http://is3.auto.ru/all/images/9e/a7/60x45/9ea72aff.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.)  | #000000 | 450 000 |  2000  |  175 000 км  |  2.0 AT (150 л.с.)внедорожник, бензин, передний  | Дмитров | 04.01.15
1005807627-578e7 | http://is17.auto.ru/all/images/05/6e/60x45/056ed15b.jpg |  Toyota RAV 4 II (XA20)2.0d MT (116 л.с.) 4WD  | #000000 | 480 000 |  2002  |  160 000 км  |  2.0d MT (116 л.с.) 4WDвнедорожник, дизель, полный  | Курск | 04.01.15
1003351148-7714 | http://is17.auto.ru/all/images/f7/d4/60x45/f7d451f5.jpg |  Toyota RAV 4 I (XA10)2.0 AT (129 л.с.) 4WD  | #34ba2b | 265 000 |  1998  |  313 000 км  |  2.0 AT (129 л.с.) 4WDвнедорожник, бензин, полный  | Ногинск | 04.01.15
1006206227-a254 | http://is8.auto.ru/all/images/e4/98/60x45/e498fad3.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #CACECB | 550 000 |  2002  |  135 000 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Нижний Новгород | 04.01.15
1006206183-955e | http://is17.auto.ru/all/images/bb/d4/60x45/bbd4b641.jpg |  Toyota RAV 4 I (XA10)2.0 AT (129 л.с.) 4WD  | #0000FF | 185 000 Правый руль |  1995  |  250 000 км  |  2.0 AT (129 л.с.) 4WDвнедорожник, бензин, полный  | Камешково | 04.01.15
1006205057-8c38 | http://is7.auto.ru/all/images/1e/2c/60x45/1e2cc238.jpg |  Toyota RAV 4 II (XA20)1.8 MT (125 л.с.)  | #FF0000 | 390 000 |  2000  |  260 000 км  |  1.8 MT (125 л.с.)внедорожник, бензин, передний  | Москва | 04.01.15
1006203955-9a2218 | http://is7.auto.ru/all/images/de/d0/60x45/ded0d8fd.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #FFCC00 | 630 000 |  2004  |  63 000 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Томск | 04.01.15
1005568823-222cc | http://is18.auto.ru/all/images/d2/3b/60x45/d23bb094.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 CVT (158 л.с.) 4WD  | #FFFFFF | 1 100 000 |  2010  |  92 000 км  |  2.0 CVT (158 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 04.01.15
48609672-d19fd | http://is3.auto.ru/all/images/f9/f8/60x45/f9f83cfa.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #CACECB | 475 000 |  2002  |  175 000 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Казань | 04.01.15
1006162875-14bd2 | http://is14.auto.ru/all/images/52/9c/60x45/529c3b4b.jpg |  Toyota RAV 4 I (XA10)2.0 MT (129 л.с.) 4WD  | #CACECB | 290 000 |  1998  |  190 000 км  |  2.0 MT (129 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 04.01.15
1006155205-01bd | http://is18.auto.ru/all/images/d4/17/60x45/d417ff34.jpg |  Toyota RAV 4 IV (CA40)2.5 AT (179 л.с.) 4WD  | #CACECB | 2 010 000 |  2013  |  25 530 км  |  2.5 AT (179 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 03.01.15
1004632119-3a32 | http://is16.auto.ru/all/images/b0/ef/60x45/b0efa89e.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 CVT (148 л.с.) 4WD  | #CACECB | 1 353 000 |  2011  |  55 773 км  |  2.0 CVT (148 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 03.01.15
1004296827-1e7d2 | http://is18.auto.ru/all/images/da/ad/60x45/daaddf63.jpg |  Toyota RAV 4 II (XA20)2.0 MT (150 л.с.) 4WD  | #000000 | 399 999 |  2001  |  200 000 км  |  2.0 MT (150 л.с.) 4WDвнедорожник, бензин, полный  | Смоленск | 03.01.15
1005979471-0eb756 | http://is14.auto.ru/all/images/5d/81/60x45/5d810fcb.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #ffefd5 | 690 000 |  2006  |  95 150 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 03.01.15
1006155811-097d | http://is18.auto.ru/all/images/4c/a1/60x45/4ca13a8c.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #9c9999 | 750 000 |  2007  |  125 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Пенза | 03.01.15
49552702-073e8 | http://is13.auto.ru/all/images/3d/bd/60x45/3dbd1911.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #9c9999 | 765 000 |  2008  |  100 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Курск | 03.01.15
1006156925-8cc59c | /i/all7/img/no-photo-thumb.gif |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #9c9999 | 890 000 |  2008  |  120 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Краснодар | 03.01.15
2773886-2c52f9 | http://is18.auto.ru/all/images/a5/8b/60x45/a58b784a.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #9c9999 | 490 000 |  2003  |  217 000 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Ярославль | 02.01.15
48207046-71df2 | http://is16.auto.ru/all/images/81/7f/60x45/817f2cb0.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #000000 | 485 000 |  2001  |  224 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Электросталь | 02.01.15
46968094-7d3af | http://is4.auto.ru/all/images/78/c3/60x45/78c3e6b8.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #CACECB | 420 000 |  2001  |  219 000 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 02.01.15
1006110765-b07a | http://is18.auto.ru/all/images/39/69/60x45/3969b812.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #CACECB | 799 000 |  2009  |  90 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 02.01.15
1006110719-7e08fd | http://is14.auto.ru/all/images/f0/59/60x45/f059ac80.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #0000FF | 450 000 |  2001  |  90 000 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 02.01.15
1005805687-2197ef | http://is15.auto.ru/all/images/b4/16/60x45/b416ef8f.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #CACECB | 600 000 |  2004  |  179 000 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Казань | 02.01.15
1006109589-d3f5c | /i/all7/img/no-photo-thumb.gif |  Toyota RAV 4 III (XA30) Рестайлинг2.0 MT (148 л.с.) 4WD  | #000000 | 1 100 000 |  2012  |  44 000 км  |  2.0 MT (148 л.с.) 4WDвнедорожник, бензин, полный  | Бежецк | 02.01.15
1006109505-c7a1 | http://is2.auto.ru/all/images/c3/56/60x45/c356c73d.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #0088ff | 760 000 |  2008  |  80 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Саратов | 02.01.15
1006108997-6e0539 | http://is14.auto.ru/all/images/33/2f/60x45/332ffd7e.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.)  | #0000FF | 350 000 |  2001  |  98 000 км  |  2.0 AT (150 л.с.)внедорожник, бензин, передний  | Москва | 02.01.15
1006066953-4acb | http://is14.auto.ru/all/images/97/e6/60x45/97e6244e.jpg |  Toyota RAV 4 I (XA10)2.0 MT (129 л.с.) 4WD  | #34ba2b | 205 000 |  1995  |  240 000 км  |  2.0 MT (129 л.с.) 4WDвнедорожник, бензин, полный  | Чебоксары | 01.01.15
1006062497-209ae3 | /i/all7/img/no-photo-thumb.gif |  Toyota RAV 4 I (XA10)2.0 AT (129 л.с.) 4WD  | #FF0000 | 350 000 Правый руль |  1994  |  110 000 км  |  2.0 AT (129 л.с.) 4WDвнедорожник, бензин, полный  | Пушкино | 01.01.15
1006024637-91057d | http://is9.auto.ru/all/images/15/2d/60x45/152da9b4.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #34ba2b | 719 995 |  2005  |  105 000 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 31.12.14
1006023371-21331e | http://is14.auto.ru/all/images/22/49/60x45/2249ca0b.jpg |  Toyota RAV 4 III (XA30)2.4 AT (170 л.с.) 4WD  | #9c9999 | 970 000 |  2009  |  75 000 км  |  2.4 AT (170 л.с.) 4WDвнедорожник, бензин, полный  | Краснодар | 31.12.14
1005980825-a211 | http://is11.auto.ru/all/images/a0/8b/60x45/a08bd39f.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 CVT (158 л.с.) 4WD  | #9c9999 | 1 250 000 |  2010  |  38 000 км  |  2.0 CVT (158 л.с.) 4WDвнедорожник, бензин, полный  | Красногорск | 31.12.14
1001973577-a62a | http://is2.auto.ru/all/images/9e/24/60x45/9e247e99.jpg |  Toyota RAV 4 III (XA30)2.4 AT (170 л.с.) 4WD  | #9c9999 | 1 100 000 |  2009  |  77 000 км  |  2.4 AT (170 л.с.) 4WDвнедорожник, бензин, полный  | Ростов-на-Дону | 30.12.14
1003978452-df7502 | http://is13.auto.ru/all/images/71/a8/60x45/71a815ba.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 CVT (158 л.с.) 4WD  | #CACECB | 1 150 000 |  2011  |  43 500 км  |  2.0 CVT (158 л.с.) 4WDвнедорожник, бензин, полный  | Череповец | 30.12.14
1003431236-ed3a | http://is12.auto.ru/all/images/bf/8b/60x45/bf8bfcce.jpg |  Toyota RAV 4 III (XA30)2.0 MT (152 л.с.) 4WD  | #000000 | 963 360 |  2008  |  78 418 км  |  2.0 MT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 30.12.14
1005976023-a7c12 | http://is2.auto.ru/all/images/77/78/60x45/7778a613.jpg |  Toyota RAV 4 IV (CA40)2.0 CVT (145 л.с.)  | #000000 | 1 450 000 |  2012  |  22 791 км  |  2.0 CVT (145 л.с.)внедорожник, бензин, передний  | Москва | 30.12.14
1005971923-ee6db7 | http://is15.auto.ru/all/images/7c/fb/60x45/7cfb146e.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #000000 | 665 000 |  2005  |  126 000 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 30.12.14
1004903643-b863 | http://is11.auto.ru/all/images/4b/64/60x45/4b64a812.jpg |  Toyota RAV 4 II (XA20)1.8 AT (125 л.с.) 4WD  | #FFCC00 | 350 000 Правый руль |  2000  |  204 000 км  |  1.8 AT (125 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 30.12.14
43300018-11dd51 | http://is15.auto.ru/all/images/0f/92/60x45/0f9228df.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #34ba2b | 450 000 |  2002  |  152 000 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Нижний Новгород | 30.12.14
1005814911-d9d9 | http://is3.auto.ru/all/images/a0/cb/60x45/a0cb5cca.jpg |  Toyota RAV 4 IV (CA40)2.0 CVT (145 л.с.) 4WD  | #34ba2b | 2 500 000 |  2012  |  7 560 км  |  2.0 CVT (145 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 30.12.14
39352046-4425ee | http://is14.auto.ru/all/images/30/e7/60x45/30e71b35.jpg |  Toyota RAV 4 I (XA10)2.0 AT (129 л.с.) 4WD  | #0000FF | 300 000 Правый руль |  1998  |  215 000 км  |  2.0 AT (129 л.с.) 4WDвнедорожник, бензин, полный  | Белгород | 29.12.14
1005923757-576e7 | http://is15.auto.ru/all/images/39/46/60x45/3946045d.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 CVT (148 л.с.) 4WD  | #000000 | 1 150 000 |  2011  |  41 000 км  |  2.0 CVT (148 л.с.) 4WDвнедорожник, бензин, полный  | Рыбинск | 29.12.14
1005923135-77554 | http://is5.auto.ru/all/images/78/f4/60x45/78f4c14a.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 CVT (148 л.с.) 4WD  | #000000 | 1 140 000 |  2012  |  68 000 км  |  2.0 CVT (148 л.с.) 4WDвнедорожник, бензин, полный  | Оренбург | 29.12.14
1005920537-b6816 | http://is18.auto.ru/all/images/af/74/60x45/af748b9f.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #ffefd5 | 990 000 |  2008  |  111 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Новозыбков | 29.12.14
1005643585-556a | http://is8.auto.ru/all/images/91/4b/60x45/914b6597.jpg |  Toyota RAV 4 I (XA10)2.0 AT (129 л.с.) 4WD  | #0000FF | 320 000 |  1998  |  225 333 км  |  2.0 AT (129 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 29.12.14
47615980-94ba | http://is6.auto.ru/all/images/c4/bd/60x45/c4bd81e8.jpg |  Toyota RAV 4 II (XA20)2.0 MT (150 л.с.) 4WD  | #CACECB | 450 000 |  2001  |  210 000 км  |  2.0 MT (150 л.с.) 4WDвнедорожник, бензин, полный  | Смоленск | 29.12.14
1005866715-eb30 | http://is8.auto.ru/all/images/86/e4/60x45/86e4011b.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #ffefd5 | 821 900 |  2007  |  94 168 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 28.12.14
1004022464-dd6896 | http://is10.auto.ru/all/images/7c/97/60x45/7c97f6f4.jpg |  Toyota RAV 4 III (XA30)2.0 MT (152 л.с.) 4WD  | #CACECB | 650 000 |  2006  |  110 000 км  |  2.0 MT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 28.12.14
1005708883-09e7b | http://is15.auto.ru/all/images/8a/68/60x45/8a68c068.jpg |  Toyota RAV 4 IV (CA40)2.0 AT (146 л.с.) 4WD  | #FFFFFF | 1 690 000 |  2014  |  5 км  |  2.0 AT (146 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 28.12.14
1005863311-ff65 | http://is3.auto.ru/all/images/97/09/60x45/97099be9.jpg |  Toyota RAV 4 III (XA30)2.0 MT (152 л.с.) 4WD  | #CACECB | 650 000 |  2006  |  167 000 км  |  2.0 MT (152 л.с.) 4WDвнедорожник, бензин, полный  | Зеленокумск | 28.12.14
1005860237-a29a | http://is15.auto.ru/all/images/87/67/60x45/8767beae.jpg |  Toyota RAV 4 I (XA10)2.0 MT (129 л.с.) 4WD  | #9966CC | 260 000 |  1996  |  160 000 км  |  2.0 MT (129 л.с.) 4WDвнедорожник, бензин, полный  | Казань | 28.12.14
1005569373-947ff | http://is17.auto.ru/all/images/26/8c/60x45/268c3057.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #9c9999 | 750 000 |  2006  |  87 600 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 28.12.14
1005858625-30588 | /i/all7/img/no-photo-thumb.gif |  Toyota RAV 4 IV (CA40)2.0 CVT (145 л.с.) 4WD  | #FFFFFF | 1 950 000 |  2014  |  4 000 км  |  2.0 CVT (145 л.с.) 4WDвнедорожник, бензин, полный  | Тамбов | 28.12.14
1005817259-6f20e | http://is4.auto.ru/all/images/64/44/60x45/64447a7b.jpg |  Toyota RAV 4 III (XA30)2.4 AT (170 л.с.) 4WD  | #CACECB | 817 000 |  2008  |  97 000 км  |  2.4 AT (170 л.с.) 4WDвнедорожник, бензин, полный  | Псков | 28.12.14
1005814417-a1231 | http://is13.auto.ru/all/images/82/7b/60x45/827ba8ce.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #34ba2b | 849 000 |  2007  |  68 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Новосибирск | 27.12.14
1004140371-c5cd1c | http://is14.auto.ru/all/images/0a/e1/60x45/0ae1f330.jpg |  Toyota RAV 4 III (XA30)2.4 AT (170 л.с.) 4WD  | #000000 | 1 060 560 |  2008  |  82 798 км  |  2.4 AT (170 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 27.12.14
