1006805051-16db | http://is7.auto.ru/all/images/34/30/60x45/34300528.jpg |  Audi A4 IV (B8)2.0 AT (211 л.с.) 4WD  | #CACECB | 880 000 |  2009  |  118 000 км  |  2.0 AT (211 л.с.) 4WDседан, бензин, полный  | Ростов-на-Дону | 22.01.15
1003710374-b446 | http://is15.auto.ru/all/images/22/c9/60x45/22c9101f.jpg |  Audi A4 II (B6)1.8 AT (163 л.с.) 4WD  | #0088ff | 390 000 |  2002  |  184 000 км  |  1.8 AT (163 л.с.) 4WDуниверсал, бензин, полный  | Владимир | 04.01.15
46634456-0ab2 | http://is13.auto.ru/all/images/aa/0c/60x45/aa0cb997.jpg |  Audi A4 I (B5) Рестайлинг1.8 AT (125 л.с.)  | #000000 | 195 000 |  1998  |  270 000 км  |  1.8 AT (125 л.с.)седан, бензин, передний  | Кашин | 04.01.15
1006213459-8679 | /i/all7/img/no-photo-thumb.gif |  Audi A4 IV (B8)1.8 CVT (120 л.с.)  | #FFFFFF | 740 000 |  2008  |  110 км  |  1.8 CVT (120 л.с.)седан, бензин, передний  | Ростов-на-Дону | 04.01.15
1006115421-30b1 | http://is5.auto.ru/all/images/20/8b/60x45/208ba2b3.jpg |  Audi A4 IV (B8)2.0 AT (211 л.с.) 4WD  | #FFFFFF | 1 000 000 |  2011  |  75 000 км  |  2.0 AT (211 л.с.) 4WDседан, бензин, полный  | Москва | 04.01.15
1006153929-1975c8 | http://is17.auto.ru/all/images/0f/43/60x45/0f434663.jpg |  Audi A4 II (B6)1.8 MT (150 л.с.)  | #000000 | 445 000 |  2002  |  290 000 км  |  1.8 MT (150 л.с.)универсал, бензин, передний  | Орел | 04.01.15
1006159183-bc2435 | http://is14.auto.ru/all/images/8c/ed/60x45/8cedc031.jpg |  Audi A4 II (B6)1.8 AT (170 л.с.) 4WD  | #0000FF | 430 000 |  2002  |  240 000 км  |  1.8 AT (170 л.с.) 4WDседан, бензин, полный  | Можайск | 04.01.15
1006212145-d4573 | http://is8.auto.ru/all/images/f9/c6/60x45/f9c69d97.jpg |  Audi A4 IV (B8)1.8 CVT (160 л.с.)  | #000000 | 920 000 |  2011  |  110 000 км  |  1.8 CVT (160 л.с.)седан, бензин, передний  | Смоленск | 04.01.15
1006211563-bac50 | http://is6.auto.ru/all/images/51/e6/60x45/51e6c5de.jpg |  Audi A4 IV (B8)1.8 CVT (160 л.с.)  | #926547 | 950 000 |  2011  |  60 000 км  |  1.8 CVT (160 л.с.)седан, бензин, передний  | Георгиевск | 04.01.15
1006211245-d6352 | http://is13.auto.ru/all/images/9d/6c/60x45/9d6c491b.jpg |  Audi A4 I (B5)1.6 MT (101 л.с.)  | #0000FF | 148 000 |  1997  |  280 000 км  |  1.6 MT (101 л.с.)седан, бензин, передний  | Воронеж | 04.01.15
25005204-4831 | http://is15.auto.ru/all/images/e3/8b/60x45/e38b2313.jpg |  Audi A4 II (B6)3.0 AT (220 л.с.) 4WD  | #000000 | 579 000 |  2002  |  360 000 км  |  3.0 AT (220 л.с.) 4WDседан, бензин, полный  | Москва | 04.01.15
1006208323-e77a | http://is2.auto.ru/all/images/21/6a/60x45/216abc54.jpg |  Audi A4 I (B5)1.6 MT (101 л.с.)  | #000000 | 210 000 |  1995  |  290 000 км  |  1.6 MT (101 л.с.)седан, бензин, передний  | Панино | 04.01.15
1006209295-c17b4 | http://is18.auto.ru/all/images/47/fd/60x45/47fdd446.jpg |  Audi A4 I (B5) Рестайлинг1.8 AT (125 л.с.)  | #000000 | 285 000 |  2000  |  205 000 км  |  1.8 AT (125 л.с.)седан, бензин, передний  | Боровск | 04.01.15
1006208725-8826e | http://is11.auto.ru/all/images/47/a1/60x45/47a1c69a.jpg |  Audi A4 IV (B8)2.0 AT (211 л.с.) 4WD  | #FFFFFF | 850 000 |  2009  |  100 000 км  |  2.0 AT (211 л.с.) 4WDседан, бензин, полный  | Рыбинск | 04.01.15
1006208213-8288bc | http://is3.auto.ru/all/images/28/7d/60x45/287d2461.jpg |  Audi A4 II (B6)1.8 MT (170 л.с.) 4WD  | #0000FF | 400 000 |  2003  |  250 000 км  |  1.8 MT (170 л.с.) 4WDседан, бензин, полный  | Санкт-Петербург | 04.01.15
1006208655-341e | http://is15.auto.ru/all/images/a0/78/60x45/a07823b6.jpg |  Audi A4 II (B6)2.0 MT (130 л.с.)  | #0000FF | 300 000 |  2001  |  215 000 км  |  2.0 MT (130 л.с.)седан, бензин, передний  | Щекино | 04.01.15
1006208075-ad45b | http://is16.auto.ru/all/images/a2/ef/60x45/a2ef1667.jpg |  Audi A4 III (B7)2.0 CVT (130 л.с.)  | #0000FF | 670 000 |  2006  |  130 000 км  |  2.0 CVT (130 л.с.)универсал, бензин, передний  | Ефремов | 04.01.15
1006207509-8a305 | http://is18.auto.ru/all/images/2a/99/60x45/2a99be99.jpg |  Audi A4 IV (B8) Рестайлинг1.8 CVT (120 л.с.)  | #FFFFFF | 1 500 000 |  2014  |  1 300 км  |  1.8 CVT (120 л.с.)седан, бензин, передний  | Балаково | 04.01.15
1006025657-4ee0 | http://is13.auto.ru/all/images/a2/d5/60x45/a2d54b0a.jpg |  Audi A4 IV (B8)2.0d MT (143 л.с.)  | #0000FF | 720 000 |  2008  |  200 000 км  |  2.0d MT (143 л.с.)седан, дизель, передний  | Калининград | 04.01.15
48535708-3a25 | http://is1.auto.ru/all/images/1d/86/60x45/1d86e402.jpg |  Audi A4 I (B5) Рестайлинг1.8 MT (125 л.с.) 4WD  | #000000 | 270 000 |  1998  |  165 000 км  |  1.8 MT (125 л.с.) 4WDуниверсал, бензин, полный  | Москва | 04.01.15
1006161047-b233 | http://is1.auto.ru/all/images/4b/23/60x45/4b236507.jpg |  Audi A4 II (B6)1.8 CVT (170 л.с.)  | #FFFFFF | 315 000 |  2002  |  160 000 км  |  1.8 CVT (170 л.с.)седан, бензин, передний  | Железногорск | 04.01.15
1005579363-05ab | http://is16.auto.ru/all/images/b7/3c/60x45/b73ccffa.jpg |  Audi A4 I (B5)1.8 MT (125 л.с.)  | #9c9999 | 240 000 |  1997  |  300 000 км  |  1.8 MT (125 л.с.)седан, бензин, передний  | Ефремов | 04.01.15
29212332-1bb1 | http://is4.auto.ru/all/images/f6/e5/60x45/f6e5b14a.jpg |  Audi A4 IV (B8)2.0d MT (143 л.с.)  | #000000 | 980 000 |  2010  |  60 000 км  |  2.0d MT (143 л.с.)универсал, дизель, передний  | Москва | 03.01.15
1005750451-025b29 | http://is1.auto.ru/all/images/68/f4/60x45/68f4eb78.jpg |  Audi A4 IV (B8)1.8 CVT (160 л.с.)  | #926547 | 1 149 876 |  2011  |  46 300 км  |  1.8 CVT (160 л.с.)седан, бензин, передний  | Москва | 03.01.15
50136032-e0f57 | http://is18.auto.ru/all/images/a5/96/60x45/a596c215.jpg |  Audi A4 IV (B8)2.0 AT (211 л.с.) 4WD  | #000000 | 1 200 000 |  2010  |  67 000 км  |  2.0 AT (211 л.с.) 4WDседан, бензин, полный  | Москва | 03.01.15
1006156575-90b87e | http://is14.auto.ru/all/images/e0/eb/60x45/e0ebe237.jpg |  Audi A4 IV (B8) Рестайлинг2.0 AT (211 л.с.) 4WD  | #FF0000 | 1 700 000 |  2012  |  29 500 км  |  2.0 AT (211 л.с.) 4WDседан, бензин, полный  | Москва | 03.01.15
1006153063-cdc9 | http://is6.auto.ru/all/images/a8/53/60x45/a853a2ce.jpg |  Audi A4 I (B5) Рестайлинг1.6 AT (101 л.с.)  | #9c9999 | 220 000 |  1998  |  212 000 км  |  1.6 AT (101 л.с.)седан, бензин, передний  | Санкт-Петербург | 03.01.15
1006157723-5cd9 | http://is3.auto.ru/all/images/7a/93/60x45/7a93f90a.jpg |  Audi A4 I (B5) Рестайлинг1.8 MT (150 л.с.)  | #000000 | 235 000 |  1997  |  180 000 км  |  1.8 MT (150 л.с.)седан, бензин, передний  | Москва | 03.01.15
1004565483-c937a7 | http://is18.auto.ru/all/images/f1/4c/60x45/f14cb29c.jpg |  Audi A4 II (B6)2.0 CVT (130 л.с.)  | #9c9999 | 355 000 |  2002  |  230 000 км  |  2.0 CVT (130 л.с.)седан, бензин, передний  | Новочебоксарск | 03.01.15
1006161859-a83ae | http://is16.auto.ru/all/images/7a/cd/60x45/7acd8177.jpg |  Audi A4 II (B6)1.8 AT (170 л.с.) 4WD  | #CACECB | 410 000 |  2002  |  210 000 км  |  1.8 AT (170 л.с.) 4WDседан, бензин, полный  | Ярцево | 03.01.15
1006160715-feacf | http://is7.auto.ru/all/images/02/82/60x45/0282f983.jpg |  Audi A4 II (B6)1.8 CVT (150 л.с.)  | #34ba2b | 420 000 |  2001  |  222 222 км  |  1.8 CVT (150 л.с.)седан, бензин, передний  | Москва | 03.01.15
1006156977-cac60b | http://is16.auto.ru/all/images/01/11/60x45/011133b6.jpg |  Audi A4 II (B6)1.9d CVT (130 л.с.)  | #000000 | 450 000 |  2004  |  270 000 км  |  1.9d CVT (130 л.с.)универсал, дизель, передний  | Чебоксары | 03.01.15
1006156097-01d25 | http://is18.auto.ru/all/images/e3/02/60x45/e3023b98.jpg |  Audi A4 III (B7)2.0 CVT (130 л.с.)  | #000000 | 690 000 |  2007  |  130 000 км  |  2.0 CVT (130 л.с.)седан, бензин, передний  | Санкт-Петербург | 03.01.15
1006157789-3628 | http://is14.auto.ru/all/images/b2/a2/60x45/b2a25330.jpg |  Audi A4 I (B5)1.6 MT (101 л.с.)  | #9966CC | 190 000 |  1995  |  270 000 км  |  1.6 MT (101 л.с.)седан, бензин, передний  | Воронеж | 03.01.15
1005753993-1691 | http://is5.auto.ru/all/images/54/84/60x45/548485c3.jpg |  Audi A4 I (B5)1.6 MT (101 л.с.)  | #000000 | 210 000 |  1996  |  221 000 км  |  1.6 MT (101 л.с.)седан, бензин, передний  | Кимры | 03.01.15
1006156363-520dba | http://is18.auto.ru/all/images/cf/6d/60x45/cf6d32d6.jpg |  Audi A4 I (B5) Рестайлинг1.8 AT (150 л.с.) 4WD  | #000000 | 330 000 |  1999  |  157 км  |  1.8 AT (150 л.с.) 4WDседан, бензин, полный  | Санкт-Петербург | 03.01.15
1005816169-2067 | http://is12.auto.ru/all/images/83/a2/60x45/83a209f0.jpg |  Audi A4 II (B6)1.8 CVT (170 л.с.)  | #0000FF | 375 000 |  2002  |  167 000 км  |  1.8 CVT (170 л.с.)седан, бензин, передний  | Саратов | 03.01.15
43831428-ee969e | http://is6.auto.ru/all/images/ab/7d/60x45/ab7d64b6.jpg |  Audi A4 III (B7)2.0 CVT (130 л.с.)  | #000000 | 540 000 |  2005  |  140 559 км  |  2.0 CVT (130 л.с.)седан, бензин, передний  | Москва | 03.01.15
1006112275-01da | http://is5.auto.ru/all/images/de/55/60x45/de55f38c.jpg |  Audi A4 III (B7)2.0 CVT (130 л.с.)  | #0088ff | 565 000 |  2007  |  127 000 км  |  2.0 CVT (130 л.с.)седан, бензин, передний  | Москва | 03.01.15
1006159423-1949 | /i/all7/img/no-photo-thumb.gif |  Audi A4 II (B6)1.9d MT (130 л.с.)  | #CACECB | 350 000 |  2003  |  190 000 км  |  1.9d MT (130 л.с.)седан, дизель, передний  | Армавир | 03.01.15
1006114933-4f881d | http://is13.auto.ru/all/images/b5/98/60x45/b598d6a6.jpg |  Audi A4 II (B6)1.8 AT (170 л.с.) 4WD  | #000000 | 390 000 |  2002  |  257 000 км  |  1.8 AT (170 л.с.) 4WDседан, бензин, полный  | Шатура | 02.01.15
50071720-5e6980 | http://is15.auto.ru/all/images/88/1f/60x45/881fa537.jpg |  Audi A4 I (B5)1.8 MT (125 л.с.)  | #0000FF | 210 000 |  1997  |  350 000 км  |  1.8 MT (125 л.с.)седан, бензин, передний  | Липецк | 02.01.15
1006113029-725926 | http://is14.auto.ru/all/images/b4/93/60x45/b4939f04.jpg |  Audi A4 IV (B8) Рестайлинг2.0 AT (211 л.с.) 4WD  | #FFFFFF | 1 475 000 |  2012  |  37 000 км  |  2.0 AT (211 л.с.) 4WDседан, бензин, полный  | Белгород | 02.01.15
1006110147-c5ee34 | http://is4.auto.ru/all/images/c8/5a/60x45/c85a6700.jpg |  Audi A4 II (B6)1.8 AT (170 л.с.) 4WD  | #9c9999 | 430 000 |  2004  |  250 000 км  |  1.8 AT (170 л.с.) 4WDседан, бензин, полный  | Санкт-Петербург | 02.01.15
1005807169-06bb4e | http://is4.auto.ru/all/images/d3/fc/60x45/d3fcacd6.jpg |  Audi A4 I (B5)1.8 MT (125 л.с.)  | #34ba2b | 185 000 |  1994  |  500 000 км  |  1.8 MT (125 л.с.)седан, бензин, передний  | Смоленск | 02.01.15
1006111547-63c4f | http://is7.auto.ru/all/images/0b/35/60x45/0b35e98c.jpg |  Audi A4 IV (B8)2.0 CVT (180 л.с.)  | #000000 | 800 000 |  2009  |  100 000 км  |  2.0 CVT (180 л.с.)седан, бензин, передний  | Москва | 02.01.15
1006110627-ab54 | http://is1.auto.ru/all/images/57/54/60x45/57543287.jpg |  Audi A4 II (B6)1.8 MT (163 л.с.)  | #FFFFFF | 400 000 |  2004  |  210 000 км  |  1.8 MT (163 л.с.)седан, бензин, передний  | Брянск | 02.01.15
1006109059-476cb3 | http://is7.auto.ru/all/images/7d/74/60x45/7d747ed5.jpg |  Audi A4 IV (B8)2.0d CVT (143 л.с.)  | #000000 | 777 000 |  2008  |  130 000 км  |  2.0d CVT (143 л.с.)универсал, дизель, передний  | Сыктывкар | 02.01.15
1001753661-c44b | http://is4.auto.ru/all/images/6d/ae/60x45/6dae7f80.jpg |  Audi A4 III (B7)2.0 CVT (130 л.с.)  | #0000FF | 550 000 |  2006  |  154 000 км  |  2.0 CVT (130 л.с.)седан, бензин, передний  | Брянск | 02.01.15
47910572-66931a | http://is15.auto.ru/all/images/23/a0/60x45/23a0cb5c.jpg |  Audi A4 IV (B8) Рестайлинг2.0 AT (211 л.с.) 4WD  | #926547 | 1 250 000 |  2011  |  72 000 км  |  2.0 AT (211 л.с.) 4WDседан, бензин, полный  | Дзержинск | 02.01.15
1005816189-f485 | http://is5.auto.ru/all/images/04/07/60x45/04073e95.jpg |  Audi A4 III (B7)2.0 MT (130 л.с.)  | #000000 | 630 000 |  2008  |  207 000 км  |  2.0 MT (130 л.с.)универсал, бензин, передний  | Мурманск | 31.12.14
1006026497-f5713 | http://is9.auto.ru/all/images/96/c2/60x45/96c2b295.jpg |  Audi A4 IV (B8) Рестайлинг2.0 AT (211 л.с.) 4WD  | #926547 | 1 355 555 |  2012  |  28 346 км  |  2.0 AT (211 л.с.) 4WDседан, бензин, полный  | Москва | 31.12.14
1006026651-45c843 | http://is7.auto.ru/all/images/f5/02/60x45/f5027937.jpg |  Audi A4 IV (B8) Рестайлинг2.0 AT (211 л.с.) 4WD  | #926547 | 1 365 555 |  2012  |  28 346 км  |  2.0 AT (211 л.с.) 4WDседан, бензин, полный  | Брянск | 31.12.14
1006025343-80d2 | http://is7.auto.ru/all/images/7d/1f/60x45/7d1ffa2f.jpg |  Audi A4 III (B7)2.0 CVT (130 л.с.)  | #000000 | 535 000 |  2007  |  131 000 км  |  2.0 CVT (130 л.с.)седан, бензин, передний  | Казань | 31.12.14
1005980203-9ca03 | http://is7.auto.ru/all/images/4a/76/60x45/4a762ba1.jpg |  Audi A4 II (B6)2.0 CVT (130 л.с.)  | #9c9999 | 370 000 |  2003  |  150 000 км  |  2.0 CVT (130 л.с.)седан, бензин, передний  | Москва | 30.12.14
1005979959-ceac | http://is15.auto.ru/all/images/ab/e7/60x45/abe79dde.jpg |  Audi A4 I (B5) Рестайлинг2.4 MT (165 л.с.)  | #0000FF | 220 000 |  1998  |  260 000 км  |  2.4 MT (165 л.с.)седан, бензин, передний  | Курск | 30.12.14
46556060-e1ba7 | http://is3.auto.ru/all/images/c6/44/60x45/c644de2e.jpg |  Audi A4 III (B7)2.0 AT (200 л.с.) 4WD  | #000000 | 750 000 |  2005  |  145 000 км  |  2.0 AT (200 л.с.) 4WDседан, бензин, полный  | Рязань | 30.12.14
1005972705-d54362 | http://is6.auto.ru/all/images/83/61/60x45/8361d3d4.jpg |  Audi A4 III (B7)2.0 CVT (130 л.с.)  | #9c9999 | 460 000 |  2004  |  179 000 км  |  2.0 CVT (130 л.с.)универсал, бензин, передний  | Москва | 30.12.14
1005864763-166f39 | http://is10.auto.ru/all/images/e3/90/60x45/e3905a42.jpg |  Audi A4 III (B7)2.0 CVT (130 л.с.)  | #000000 | 510 000 |  2005  |  158 000 км  |  2.0 CVT (130 л.с.)седан, бензин, передний  | Москва | 30.12.14
47623864-4610e | http://is11.auto.ru/all/images/52/5c/60x45/525c4ec9.jpg |  Audi A4 II (B6)1.8 MT (200 л.с.)  | #000000 | 409 000 |  2002  |  320 000 км  |  1.8 MT (200 л.с.)седан, бензин, передний  | Чайковский | 30.12.14
1005574683-08e7f8 | http://is17.auto.ru/all/images/a5/ab/60x45/a5aba1d6.jpg |  Audi A4 IV (B8)1.8 CVT (160 л.с.)  | #9c9999 | 860 000 |  2008  |  86 000 км  |  1.8 CVT (160 л.с.)седан, бензин, передний  | Москва | 30.12.14
1002168403-2107b | http://is5.auto.ru/all/images/16/05/60x45/16053db9.jpg |  Audi A4 I (B5)1.8 AT (125 л.с.)  | #000000 | 265 000 |  1999  |  135 000 км  |  1.8 AT (125 л.с.)седан, бензин, передний  | Саров | 30.12.14
1005925507-1c4ed | http://is17.auto.ru/all/images/1f/c3/60x45/1fc3d133.jpg |  Audi A4 III (B7)2.0 CVT (130 л.с.)  | #CACECB | 490 000 |  2006  |  133 000 км  |  2.0 CVT (130 л.с.)седан, бензин, передний  | Москва | 30.12.14
1005924731-5f417 | /i/all7/img/no-photo-thumb.gif |  Audi A4 I (B5)1.6 MT (101 л.с.)  | #000000 | 200 000 |  1996  |  278 000 км  |  1.6 MT (101 л.с.)седан, бензин, передний  | Липецк | 29.12.14
1005924177-527db | http://is6.auto.ru/all/images/6f/14/60x45/6f144588.jpg |  Audi A4 IV (B8)2.0 AT 4WD  | #000000 | 1 435 672 |  2011  |  25 000 км  |  2.0 AT 4WDседан, бензин, полный  | Орша | 29.12.14
1005638285-2fbf | http://is5.auto.ru/all/images/f8/b1/60x45/f8b13f8d.jpg |  Audi A4 II (B6)1.8 AT (163 л.с.) 4WD  | #000000 | 550 000 |  2004  |  130 000 км  |  1.8 AT (163 л.с.) 4WDуниверсал, бензин, полный  | Москва | 29.12.14
1005923651-8db07 | http://is17.auto.ru/all/images/b0/32/60x45/b032689b.jpg |  Audi A4 I (B5)1.8 MT (125 л.с.)  | #0000FF | 165 000 |  1995  |  230 км  |  1.8 MT (125 л.с.)седан, бензин, передний  | Белгород | 29.12.14
1000105324-74e811 | http://is16.auto.ru/all/images/0b/f2/60x45/0bf2501c.jpg |  Audi A4 IV (B8)1.8 CVT (160 л.с.)  | #FF0000 | 799 999 |  2008  |  47 000 км  |  1.8 CVT (160 л.с.)седан, бензин, передний  | Тамбов | 29.12.14
1003277268-129a56 | http://is6.auto.ru/all/images/f7/f6/60x45/f7f6f269.jpg |  Audi A4 IV (B8)1.8 CVT (160 л.с.)  | #000000 | 930 000 |  2011  |  105 000 км  |  1.8 CVT (160 л.с.)седан, бензин, передний  | Саранск | 29.12.14
1005919729-7eaaab | http://is12.auto.ru/all/images/a2/c2/60x45/a2c2b544.jpg |  Audi A4 IV (B8)1.8 CVT (160 л.с.)  | #FFFFFF | 1 000 000 |  2011  |  57 000 км  |  1.8 CVT (160 л.с.)седан, бензин, передний  | Краснодар | 29.12.14
1005919029-b029 | /i/all7/img/no-photo-thumb.gif |  Audi A4 I (B5) Рестайлинг1.6 MT (101 л.с.)  | #000000 | 260 000 |  2000  |  200 000 км  |  1.6 MT (101 л.с.)седан, бензин, передний  | Рыбинск | 29.12.14
1005915505-13d1 | http://is11.auto.ru/all/images/eb/b6/60x45/ebb6653f.jpg |  Audi A4 III (B7)2.0 AT (220 л.с.) 4WD  | #0000FF | 745 000 |  2007  |  88 000 км  |  2.0 AT (220 л.с.) 4WDседан, бензин, полный  | Москва | 29.12.14
1005915125-f852 | http://is5.auto.ru/all/images/a0/bf/60x45/a0bfa988.jpg |  Audi A4 IV (B8) Рестайлинг2.0 AT (225 л.с.) 4WD  | #FFFFFF | 1 785 000 |  2014  |  10 000 км  |  2.0 AT (225 л.с.) 4WDседан, бензин, полный  | Москва | 29.12.14
48760122-c274 | http://is1.auto.ru/all/images/ba/72/60x45/ba72a90c.jpg |  Audi A4 II (B6)1.8 MT (170 л.с.)  | #ffefd5 | 300 000 |  2002  |  194 000 км  |  1.8 MT (170 л.с.)седан, бензин, передний  | Тула | 29.12.14
