48886618-4ddd | http://is3.auto.ru/all/images/5c/10/60x45/5c10dc0f.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #000000 | 415 555 |  2007  |  115 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1006468301-70bcd | http://is12.auto.ru/all/images/66/e1/60x45/66e10b42.jpg |  Opel Astra J Рестайлинг1.6 MT (115 л.с.)  | #9c9999 | 650 000 |  2013  |  28 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 09.01.15
1001729611-a3c5 | http://is8.auto.ru/all/images/a2/35/60x45/a235c8ec.jpg |  Opel Astra J1.4 AT (140 л.с.)  | #FFFFFF | 700 000 |  2011  |  80 000 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 09.01.15
1006468565-a3d8a | http://is10.auto.ru/all/images/4f/c3/60x45/4fc3f745.jpg |  Opel Astra H1.8 AT (140 л.с.)  | #9c9999 | 370 000 |  2007  |  100 000 км  |  1.8 AT (140 л.с.)универсал, бензин, передний  | Москва | 09.01.15
1004224579-2eeef1 | http://is7.auto.ru/all/images/36/4c/60x45/364c1f49.jpg |  Opel Astra J1.4 AT (140 л.с.)  | #FFFFFF | 750 000 |  2011  |  85 000 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 09.01.15
48608054-71ce2a | http://is8.auto.ru/all/images/bc/de/60x45/bcde0822.jpg |  Opel Astra G1.6 AT (103 л.с.)  | #000000 | 340 000 |  2005  |  98 000 км  |  1.6 AT (103 л.с.)купе, бензин, передний  | Липецк | 09.01.15
1006161125-f2c5a | http://is12.auto.ru/all/images/e8/41/60x45/e841fb3d.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #FFFFFF | 870 000 |  2014  |  6 000 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Краснодар | 09.01.15
1001428127-36549b | http://is18.auto.ru/all/images/49/52/60x45/49522234.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #000000 | 460 000 |  2007  |  127 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 09.01.15
1004487937-72d305 | http://is14.auto.ru/all/images/4e/46/60x45/4e46fa4e.jpg |  Opel Astra G1.6 AT (101 л.с.)  | #34ba2b | 245 000 |  2001  |  134 000 км  |  1.6 AT (101 л.с.)седан, бензин, передний  | Москва | 09.01.15
1004705295-940200 | http://is17.auto.ru/all/images/00/a5/60x45/00a5d1a2.jpg |  Opel Astra G1.4 MT (90 л.с.)  | #9c9999 | 195 000 |  2001  |  173 км  |  1.4 MT (90 л.с.)хэтчбек, бензин, передний  | Ульяновск | 09.01.15
1005642301-01edc3 | http://is3.auto.ru/all/images/b2/ed/60x45/b2ede87f.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #CACECB | 390 000 |  2008  |  68 000 км  |  1.6 MT (115 л.с.)седан, бензин, передний  | Вологда | 09.01.15
1004228557-96e6 | http://is5.auto.ru/all/images/c8/72/60x45/c8721821.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #fde910 | 830 000 |  2014  |  800 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Рязань | 09.01.15
1006463175-a433 | http://is13.auto.ru/all/images/72/96/60x45/72960e47.jpg |  Opel Astra G1.6 MT (101 л.с.)  | #9c9999 | 280 000 |  2003  |  130 000 км  |  1.6 MT (101 л.с.)универсал, бензин, передний  | Обнинск | 09.01.15
1006463581-db1a | http://is17.auto.ru/all/images/3a/4d/60x45/3a4d0871.jpg |  Opel Astra J1.6 MT (115 л.с.)  | #0000FF | 615 000 |  2010  |  67 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Нижний Новгород | 09.01.15
1006209329-8a59 | http://is16.auto.ru/all/images/f3/f7/60x45/f3f7fa2b.jpg |  Opel Astra J1.4 AT (140 л.с.)  | #9c9999 | 645 000 |  2011  |  46 000 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Казань | 09.01.15
1006463179-f2526 | http://is2.auto.ru/all/images/7e/4b/60x45/7e4b18de.jpg |  Opel Astra J1.4 AT (140 л.с.)  | #FFFFFF | 695 000 |  2012  |  42 000 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 09.01.15
48828730-3b41 | http://is7.auto.ru/all/images/35/1b/60x45/351bee65.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #0000FF | 299 000 |  2007  |  116 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Калуга | 09.01.15
1002818921-c2ed | http://is17.auto.ru/all/images/57/a2/60x45/57a24804.jpg |  Opel Astra J1.4 AT (140 л.с.)  | #FF0000 | 800 000 |  2012  |  37 000 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Воронеж | 09.01.15
37322700-5d788 | http://is9.auto.ru/all/images/7f/ec/60x45/7fec3f08.jpg |  Opel Astra J Рестайлинг1.6 MT (115 л.с.)  | #FFFFFF | 795 000 |  2014  |  20 000 км  |  1.6 MT (115 л.с.)седан, бензин, передний  | Елец | 09.01.15
1006269005-902d3 | http://is4.auto.ru/all/images/13/81/60x45/138134d7.jpg |  Opel Astra J1.3d MT (95 л.с.)  | #CACECB | 598 000 |  2011  |  105 000 км  |  1.3d MT (95 л.с.)универсал, дизель, передний  | Минск | 09.01.15
1006460475-941c | http://is1.auto.ru/all/images/e5/23/60x45/e5231e84.jpg |  Opel Astra H Рестайлинг1.7d MT (110 л.с.)  | #FFFFFF | 510 000 |  2008  |  161 000 км  |  1.7d MT (110 л.с.)универсал, дизель, передний  | Новомосковск | 09.01.15
1003196090-24f235 | http://is7.auto.ru/all/images/38/d7/60x45/38d7b050.jpg |  Opel Astra H Рестайлинг1.8 MT (140 л.с.)  | #9c9999 | 529 000 |  2012  |  47 700 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Краснодар | 09.01.15
35081872-77f2b | http://is5.auto.ru/all/images/40/30/60x45/4030ffb5.jpg |  Opel Astra H1.6 MT (105 л.с.)  | #000000 | 299 000 |  2005  |  160 000 км  |  1.6 MT (105 л.с.)хэтчбек, бензин, передний  | Курск | 09.01.15
49265154-87c5 | http://is11.auto.ru/all/images/d1/26/60x45/d12600a9.jpg |  Opel Astra J1.7d MT (110 л.с.)  | #000000 | 948 300 |  2011  |  101 000 км  |  1.7d MT (110 л.с.)универсал, дизель, передний  | Минск | 09.01.15
1006459789-8b004 | http://is4.auto.ru/all/images/63/a4/60x45/63a4a926.jpg |  Opel Astra G1.6 MT (75 л.с.)  | #CACECB | 180 000 |  1999  |  199 000 км  |  1.6 MT (75 л.с.)универсал, бензин, передний  | Выборг | 09.01.15
35452538-53a5 | http://is5.auto.ru/all/images/90/0b/60x45/900bedb1.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #FFFFFF | 705 000 |  2012  |  73 000 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Пятигорск | 09.01.15
1006458955-b577ae | http://is4.auto.ru/all/images/16/bc/60x45/16bc0870.jpg |  Opel Astra G1.4 MT (90 л.с.)  | #000000 | 225 000 |  2000  |  183 000 км  |  1.4 MT (90 л.с.)хэтчбек, бензин, передний  | Жуковский | 09.01.15
48274880-37c2 | http://is5.auto.ru/all/images/90/03/60x45/90038df9.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #CACECB | 720 000 |  2013  |  26 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Челябинск | 09.01.15
1006159721-cd698 | http://is5.auto.ru/all/images/b7/5c/60x45/b75c2e1b.jpg |  Opel Astra J1.6 AT (180 л.с.)  | #FFFFFF | 750 000 |  2011  |  62 000 км  |  1.6 AT (180 л.с.)хэтчбек, бензин, передний  | Пенза | 09.01.15
1006159713-cdcd57 | http://is5.auto.ru/all/images/b7/5c/60x45/b75c2e1b.jpg |  Opel Astra J1.6 AT (180 л.с.)  | #FFFFFF | 700 000 |  2011  |  62 000 км  |  1.6 AT (180 л.с.)хэтчбек, бензин, передний  | Пенза | 09.01.15
1003774294-a0e72 | http://is13.auto.ru/all/images/08/f6/60x45/08f6339c.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #0000FF | 515 000 |  2010  |  100 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Новомосковск | 09.01.15
1006162685-72626 | http://is18.auto.ru/all/images/d8/7a/60x45/d87abdf9.jpg |  Opel Astra J1.6 AT (180 л.с.)  | #000000 | 710 000 |  2012  |  48 000 км  |  1.6 AT (180 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 09.01.15
1006026249-06e3f | http://is3.auto.ru/all/images/ce/92/60x45/ce924520.jpg |  Opel Astra J1.4 MT (140 л.с.)  | #000000 | 620 000 |  2011  |  48 000 км  |  1.4 MT (140 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 09.01.15
1006420287-ad3f | http://is13.auto.ru/all/images/2a/1e/60x45/2a1e5bcc.jpg |  Opel Astra G1.6 MT (101 л.с.)  | #CACECB | 207 000 |  2001  |  172 000 км  |  1.6 MT (101 л.с.)хэтчбек, бензин, передний  | Киров | 09.01.15
1006420107-b7fa3 | http://is18.auto.ru/all/images/72/ee/60x45/72eeb93a.jpg |  Opel Astra H Рестайлинг1.8 MT (140 л.с.)  | #000000 | 500 000 |  2010  |  113 600 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Подольск | 08.01.15
1006420061-e7a691 | http://is12.auto.ru/all/images/06/39/60x45/0639bcd6.jpg |  Opel Astra H1.8 AT (125 л.с.)  | #0088ff | 300 000 |  2005  |  169 000 км  |  1.8 AT (125 л.с.)хэтчбек, бензин, передний  | Иваново | 08.01.15
1001258845-70f5 | http://is7.auto.ru/all/images/c1/54/60x45/c1542d91.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #0000FF | 400 000 |  2008  |  160 км  |  1.6 MT (115 л.с.)седан, бензин, передний  | Рыбинск | 08.01.15
1006419413-fb31c2 | http://is2.auto.ru/all/images/e7/35/60x45/e73504ee.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #CACECB | 440 000 |  2007  |  90 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Орел | 08.01.15
1006368721-0c719 | http://is17.auto.ru/all/images/78/80/60x45/78809890.jpg |  Opel Astra G1.2 MT (65 л.с.)  | #FFFFFF | 105 000 |  1998  |  216 000 км  |  1.2 MT (65 л.с.)хэтчбек, бензин, передний  | Череповец | 08.01.15
41239614-50e93c | http://is7.auto.ru/all/images/af/41/60x45/af419c50.jpg |  Opel Astra H1.4 AT (90 л.с.)  | #0000FF | 340 000 |  2006  |  103 000 км  |  1.4 AT (90 л.с.)хэтчбек, бензин, передний  | Белгород | 08.01.15
1006418565-6134c6 | http://is17.auto.ru/all/images/a7/28/60x45/a7285443.jpg |  Opel Astra H Рестайлинг1.8 MT (140 л.с.)  | #0000FF | 470 000 |  2008  |  160 000 км  |  1.8 MT (140 л.с.)универсал, бензин, передний  | Великий Новгород | 08.01.15
1006418575-3682c5 | http://is3.auto.ru/all/images/92/4b/60x45/924bf4eb.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #FFFFFF | 399 000 |  2011  |  36 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 08.01.15
1006091807-16085e | http://is11.auto.ru/all/images/7c/20/60x45/7c2021c2.jpg |  Opel Astra F1.6 MT (75 л.с.) X16SZR  | #34ba2b | 32 000 |  1997  |  120 000 км  |  1.6 MT (75 л.с.) X16SZRуниверсал, бензин, передний  | Орел | 08.01.15
1002555915-71323 | http://is13.auto.ru/all/images/57/90/60x45/5790cb11.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #FFFFFF | 480 000 |  2011  |  28 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Саранск | 08.01.15
1006418257-2ce023 | http://is11.auto.ru/all/images/37/37/60x45/3737fe00.jpg |  Opel Astra J Рестайлинг2.0d AT (130 л.с.)  | #000000 | 1 100 000 |  2013  |  15 800 км  |  2.0d AT (130 л.с.)хэтчбек, дизель, передний  | Одинцово | 08.01.15
1006417671-21f603 | http://is12.auto.ru/all/images/e2/57/60x45/e2577443.jpg |  Opel Astra F1.8 MT (90 л.с.)  | #0000FF | 95 000 |  1994  |  190 000 км  |  1.8 MT (90 л.с.)универсал, бензин, передний  | Боровичи | 08.01.15
1002555979-f465e | /i/all7/img/no-photo-thumb.gif |  Opel Astra H Рестайлинг1.4 MT (90 л.с.)  | #CACECB | 415 000 |  2008  |  144 000 км  |  1.4 MT (90 л.с.)хэтчбек, бензин, передний  | Москва | 08.01.15
1003635396-49f78e | http://is8.auto.ru/all/images/c0/45/60x45/c045ab74.jpg |  Opel Astra H Рестайлинг1.4 MT (90 л.с.)  | #9c9999 | 445 000 |  2009  |  106 000 км  |  1.4 MT (90 л.с.)хэтчбек, бензин, передний  | Москва | 08.01.15
1002554233-3b4a88 | http://is1.auto.ru/all/images/a2/c2/60x45/a2c2808e.jpg |  Opel Astra H Рестайлинг1.4 MT (90 л.с.)  | #ffefd5 | 644 065 |  2008  |  98 830 км  |  1.4 MT (90 л.с.)хэтчбек, бензин, передний  | Москва | 08.01.15
1006025755-b743c8 | http://is1.auto.ru/all/images/60/b4/60x45/60b4ca1b.jpg |  Opel Astra J Рестайлинг1.8 MT (140 л.с.)  | #FFFFFF | 830 000 |  2013  |  26 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Орел | 08.01.15
1002357915-eded7f | /i/all7/img/no-photo-thumb.gif |  Opel Astra H Рестайлинг1.4 MT (90 л.с.)  | #CACECB | 330 000 |  2008  |  400 000 км  |  1.4 MT (90 л.с.)хэтчбек, бензин, передний  | Москва | 08.01.15
46844802-2c24fb | http://is3.auto.ru/all/images/ba/f2/60x45/baf2dd06.jpg |  Opel Astra H1.3d MT (90 л.с.)  | #FFFFFF | 330 000 |  2007  |  122 914 км  |  1.3d MT (90 л.с.)хэтчбек, дизель, передний  | Луховицы | 08.01.15
1006417061-2101 | http://is8.auto.ru/all/images/40/7f/60x45/407f508e.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #000000 | 595 000 |  2012  |  27 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Ярославль | 08.01.15
1006416871-8c96 | http://is12.auto.ru/all/images/54/2e/60x45/542ee930.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #fde910 | 850 000 |  2013  |  25 000 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 08.01.15
1006407885-88744f | http://is4.auto.ru/all/images/eb/96/60x45/eb9605d2.jpg |  Opel Astra J1.3d MT (95 л.с.)  | #9c9999 | 500 000 |  2010  |  130 000 км  |  1.3d MT (95 л.с.)хэтчбек, дизель, передний  | Туапсе | 08.01.15
1004020664-b7bdd7 | http://is17.auto.ru/all/images/b5/a5/60x45/b5a5585f.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #000000 | 684 000 |  2010  |  59 344 км  |  1.6 AT (115 л.с.)седан, бензин, передний  | Москва | 08.01.15
1006416051-c8867 | http://is16.auto.ru/all/images/24/aa/60x45/24aa262b.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #9c9999 | 490 000 |  2008  |  90 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Мурманск | 08.01.15
1006415043-3012 | http://is10.auto.ru/all/images/18/8a/60x45/188aec77.jpg |  Opel Astra H1.6 AT (105 л.с.)  | #CACECB | 365 000 |  2006  |  112 000 км  |  1.6 AT (105 л.с.)хэтчбек, бензин, передний  | Куровское | 08.01.15
36420124-b630 | http://is3.auto.ru/all/images/d7/c6/60x45/d7c68be0.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #FFFFFF | 675 000 |  2011  |  30 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Лиски | 08.01.15
1006412967-80bc | http://is14.auto.ru/all/images/28/1a/60x45/281a1a7c.jpg |  Opel Astra G2.2 MT (147 л.с.)  | #0000FF | 240 000 |  2001  |  150 000 км  |  2.2 MT (147 л.с.)купе, бензин, передний  | Ухта | 08.01.15
45901414-ff2c | http://is12.auto.ru/all/images/07/e5/60x45/07e56a5e.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #FFFFFF | 575 000 |  2009  |  100 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Астрахань | 08.01.15
1006414707-cd890b | http://is8.auto.ru/all/images/fb/f5/60x45/fbf59300.jpg |  Opel Astra J1.6 MT (115 л.с.)  | #000000 | 710 000 |  2011  |  29 700 км  |  1.6 MT (115 л.с.)универсал, бензин, передний  | Тихвин | 08.01.15
1005309275-17335c | http://is9.auto.ru/all/images/1b/f2/60x45/1bf21d52.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #0000FF | 500 000 |  2010  |  46 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Москва | 08.01.15
1006414481-4a4d3d | http://is2.auto.ru/all/images/1b/e1/60x45/1be1945e.jpg |  Opel Astra J1.6 MT (115 л.с.)  | #000000 | 530 000 |  2010  |  77 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 08.01.15
1006414487-7d1e5 | http://is17.auto.ru/all/images/35/2f/60x45/352fa9a1.jpg |  Opel Astra H1.8 AT (140 л.с.)  | #CACECB | 410 000 |  2007  |  123 000 км  |  1.8 AT (140 л.с.)универсал, бензин, передний  | Брянск | 08.01.15
1006414389-f9384 | http://is10.auto.ru/all/images/02/c2/60x45/02c2a27a.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #000000 | 415 000 |  2008  |  72 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Чебоксары | 08.01.15
1006412591-7825 | http://is12.auto.ru/all/images/a4/62/60x45/a462dace.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #fde910 | 600 000 |  2012  |  42 000 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Сыктывкар | 08.01.15
1005708161-5b1e | http://is7.auto.ru/all/images/f1/cc/60x45/f1ccb2b5.jpg |  Opel Astra J Рестайлинг2.0d AT (130 л.с.)  | #fde910 | 850 000 |  2013  |  14 000 км  |  2.0d AT (130 л.с.)хэтчбек, дизель, передний  | Москва | 08.01.15
1006159105-def466 | http://is5.auto.ru/all/images/a7/51/60x45/a75120ca.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #FF0000 | 425 000 |  2007  |  81 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Воронеж | 08.01.15
