36596518-52dc | http://is7.auto.ru/all/images/1f/5f/60x45/1f5fb583.jpg |  Renault Logan I Рестайлинг1.6 MT (84 л.с.)  | #0000FF | 260 000 |  2007  |  150 000 км  |  1.6 MT (84 л.с.)седан, бензин, передний  | Сургут | 29.07.14
1007284187-be652 | http://is17.auto.ru/all/images/87/fe/60x45/87fe4272.jpg |  Renault Logan I Рестайлинг1.6 MT (84 л.с.)  | #9c9999 | 233 000 |  2009  |  98 478 км  |  1.6 MT (84 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007284667-4d1132 | http://is7.auto.ru/all/images/b9/97/60x45/b9978519.jpg |  Renault Logan I Рестайлинг1.6 MT (84 л.с.)  | #ffefd5 | 355 555 |  2013  |  11 214 км  |  1.6 MT (84 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007284827-45de2 | http://is2.auto.ru/all/images/d2/01/60x45/d2017b8c.jpg |  Renault Logan I Рестайлинг1.4 MT (75 л.с.)  | #FFCC00 | 250 000 |  2010  |  63 356 км  |  1.4 MT (75 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007285455-4857 | http://is15.auto.ru/all/images/24/5c/60x45/245c0e3e.jpg |  Renault Logan I1.6 MT (90 л.с.)  | #9c9999 | 279 000 |  2008  |  85 000 км  |  1.6 MT (90 л.с.)седан, бензин, передний  | Санкт-Петербург | 23.01.15
1007285675-4244 | http://is7.auto.ru/all/images/ea/f1/60x45/eaf193b6.jpg |  Renault Logan I1.4 MT (75 л.с.)  | #CACECB | 205 000 |  2007  |  130 000 км  |  1.4 MT (75 л.с.)седан, бензин, передний  | Москва | 23.01.15
1006567003-1d0ae | http://is10.auto.ru/all/images/37/37/60x45/37375e20.jpg |  Renault Logan I Рестайлинг1.6 MT (84 л.с.)  | #34ba2b | 234 000 |  2009  |  67 200 км  |  1.6 MT (84 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007286007-8f9e19 | http://is17.auto.ru/all/images/46/db/60x45/46dbce03.jpg |  Renault Logan II1.6 MT (82 л.с.)  | #FF0000 | 544 444 |  2014  |  11 000 км  |  1.6 MT (82 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007286141-443de | http://is18.auto.ru/all/images/11/2d/60x45/112d5b3b.jpg |  Renault Logan I1.6 MT (90 л.с.)  | #9c9999 | 259 000 |  2006  |  134 000 км  |  1.6 MT (90 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007286325-8aa7 | http://is10.auto.ru/all/images/34/a0/60x45/34a07e67.jpg |  Renault Logan I Рестайлинг1.6 MT (102 л.с.)  | #0000FF | 344 444 |  2012  |  48 500 км  |  1.6 MT (102 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007286429-348a0c | http://is4.auto.ru/all/images/be/15/60x45/be1527ff.jpg |  Renault Logan I Рестайлинг1.6 MT (84 л.с.)  | #FF0000 | 344 444 |  2011  |  68 000 км  |  1.6 MT (84 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007286625-868dfd | http://is14.auto.ru/all/images/ed/78/60x45/ed781e2b.jpg |  Renault Logan I Рестайлинг1.6 MT (102 л.с.)  | #0000FF | 259 999 |  2009  |  48 900 км  |  1.6 MT (102 л.с.)седан, бензин, передний  | Москва | 23.01.15
1006613361-8b6ddb | http://is13.auto.ru/all/images/43/74/60x45/4374f527.jpg |  Renault Logan I1.6 MT (90 л.с.)  | #FF0000 | 300 000 |  2008  |  63 000 км  |  1.6 MT (90 л.с.)седан, бензин, передний  | Электросталь | 23.01.15
1007287141-29eca | http://is5.auto.ru/all/images/0e/ae/60x45/0eaeb24d.jpg |  Renault Logan I1.6 MT (90 л.с.)  | #9c9999 | 270 000 |  2008  |  87 000 км  |  1.6 MT (90 л.с.)седан, бензин, передний  | Санкт-Петербург | 23.01.15
46257616-20d4a0 | http://is9.auto.ru/all/images/21/b5/60x45/21b566fb.jpg |  Renault Logan I1.6 MT (90 л.с.)  | #9c9999 | 280 000 |  2008  |  90 000 км  |  1.6 MT (90 л.с.)седан, бензин, передний  | Орел | 23.01.15
1006979517-4a5b5d | http://is14.auto.ru/all/images/e8/60/60x45/e8604433.jpg |  Renault Logan I Рестайлинг1.6 MT (102 л.с.)  | #9c9999 | 293 000 |  2009  |  72 000 км  |  1.6 MT (102 л.с.)седан, бензин, передний  | Москва | 23.01.15
1006902555-f44a | http://is16.auto.ru/all/images/09/c8/60x45/09c84e97.jpg |  Renault Logan I Рестайлинг1.6 MT (84 л.с.)  | #000000 | 230 000 |  2010  |  65 000 км  |  1.6 MT (84 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007289479-b9ddb | http://is2.auto.ru/all/images/35/bb/60x45/35bb9100.jpg |  Renault Logan I1.6 MT (90 л.с.)  | #0000FF | 222 222 |  2007  |  11 000 км  |  1.6 MT (90 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007249469-8d4c41 | http://is7.auto.ru/all/images/f8/97/60x45/f8972458.jpg |  Renault Logan I1.6 MT (90 л.с.)  | #9c9999 | 265 000 |  2009  |  83 300 км  |  1.6 MT (90 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007290169-600c3 | http://is10.auto.ru/all/images/36/98/60x45/3698edb1.jpg |  Renault Logan I Рестайлинг1.6 MT (102 л.с.)  | #ffefd5 | 365 000 |  2011  |  34 100 км  |  1.6 MT (102 л.с.)седан, бензин, передний  | Москва | 23.01.15
1006935791-4ca7a | http://is18.auto.ru/all/images/65/d9/60x45/65d99b46.jpg |  Renault Logan I Рестайлинг1.6 MT (84 л.с.)  | #000000 | 350 000 |  2011  |  45 000 км  |  1.6 MT (84 л.с.)седан, бензин, передний  | Тверь | 23.01.15
1007291039-f1bf | http://is7.auto.ru/all/images/8c/a2/60x45/8ca21d48.jpg |  Renault Logan I Рестайлинг1.6 MT (102 л.с.)  | #000000 | 305 000 |  2010  |  51 200 км  |  1.6 MT (102 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007291077-6026a7 | http://is2.auto.ru/all/images/45/4c/60x45/454c3968.jpg |  Renault Logan I Рестайлинг1.6 MT (102 л.с.)  | #FF0000 | 405 000 |  2011  |  57 001 км  |  1.6 MT (102 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007291325-0c343 | http://is2.auto.ru/all/images/c2/a2/60x45/c2a29457.jpg |  Renault Logan I1.4 MT (75 л.с.)  | #0000FF | 200 000 |  2009  |  69 800 км  |  1.4 MT (75 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007291225-1132 | http://is8.auto.ru/all/images/dc/72/60x45/dc72936c.jpg |  Renault Logan I1.4 MT (75 л.с.)  | #9c9999 | 205 000 |  2009  |  69 750 км  |  1.4 MT (75 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007291583-7da335 | http://is3.auto.ru/all/images/77/69/60x45/77695cfd.jpg |  Renault Logan I Рестайлинг1.6 MT (84 л.с.)  | #000000 | 318 000 |  2010  |  58 000 км  |  1.6 MT (84 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007291853-0ae6c | http://is18.auto.ru/all/images/0b/ea/60x45/0beadaa7.jpg |  Renault Logan I Рестайлинг1.4 MT (75 л.с.)  | #ffefd5 | 285 000 |  2011  |  56 812 км  |  1.4 MT (75 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007291815-0def | http://is14.auto.ru/all/images/5e/3a/60x45/5e3abdd3.jpg |  Renault Logan I1.4 MT (75 л.с.)  | #34ba2b | 195 000 |  2007  |  74 005 км  |  1.4 MT (75 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007291947-d7f1bb | http://is13.auto.ru/all/images/77/99/60x45/7799e818.jpg |  Renault Logan I1.4 MT (75 л.с.)  | #9c9999 | 230 000 |  2009  |  72 136 км  |  1.4 MT (75 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007292279-925e | http://is16.auto.ru/all/images/83/a8/60x45/83a859e7.jpg |  Renault Logan I Рестайлинг1.4 MT (75 л.с.)  | #ffefd5 | 318 888 |  2013  |  29 888 км  |  1.4 MT (75 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007292729-80f291 | http://is6.auto.ru/all/images/55/6a/60x45/556a23d1.jpg |  Renault Logan I Рестайлинг1.4 MT (75 л.с.)  | #0000FF | 349 999 |  2012  |  50 000 км  |  1.4 MT (75 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007292737-6e4b5 | http://is3.auto.ru/all/images/8b/f4/60x45/8bf4d3ec.jpg |  Renault Logan I1.4 MT (75 л.с.)  | #34ba2b | 185 000 |  2007  |  133 270 км  |  1.4 MT (75 л.с.)седан, бензин, передний  | Москва | 23.01.15
1006742045-66ff4 | http://is18.auto.ru/all/images/62/63/60x45/626324e5.jpg |  Renault Logan I Рестайлинг1.4 MT (75 л.с.)  | #000000 | 289 000 |  2011  |  67 000 км  |  1.4 MT (75 л.с.)седан, бензин, передний  | Владимир | 23.01.15
1006870351-6f6ae9 | http://is5.auto.ru/all/images/3c/99/60x45/3c999a00.jpg |  Renault Logan I1.6 MT (90 л.с.)  | #000000 | 288 000 |  2008  |  71 000 км  |  1.6 MT (90 л.с.)седан, бензин, передний  | Курск | 23.01.15
1007292989-c79c9c | /i/all7/img/no-photo-thumb.gif |  Renault Logan II1.6 MT (82 л.с.)  | #CACECB | 530 000 |  2014  |  7 000 км  |  1.6 MT (82 л.с.)седан, бензин, передний  | Магнитогорск | 23.01.15
1007293127-9c2ef3 | http://is18.auto.ru/all/images/ea/4e/60x45/ea4ee25d.jpg |  Renault Logan I1.4 MT (75 л.с.)  | #000000 | 230 000 |  2008  |  80 000 км  |  1.4 MT (75 л.с.)седан, бензин, передний  | Санкт-Петербург | 23.01.15
1007293209-1e95 | http://is3.auto.ru/all/images/83/2a/60x45/832a38d1.jpg |  Renault Logan I Рестайлинг1.6 MT (102 л.с.)  | #FFFFFF | 499 000 |  2014  |  2 000 км  |  1.6 MT (102 л.с.)седан, бензин, передний  | Санкт-Петербург | 23.01.15
1007251759-02e8ad | http://is6.auto.ru/all/images/48/7f/60x45/487f07f8.jpg |  Renault Logan I Рестайлинг1.6 MT (84 л.с.)  | #0088ff | 335 000 |  2011  |  73 000 км  |  1.6 MT (84 л.с.)седан, бензин, передний  | Ярославль | 23.01.15
1006208667-b2347b | http://is7.auto.ru/all/images/9f/1d/60x45/9f1de776.jpg |  Renault Logan II1.6 MT (102 л.с.)  | #0000FF | 565 000 |  2014  |  5 000 км  |  1.6 MT (102 л.с.)седан, бензин, передний  | Грязи | 23.01.15
1005308977-c89c | http://is17.auto.ru/all/images/36/73/60x45/3673a776.jpg |  Renault Logan I Рестайлинг1.6 AT (102 л.с.)  | #9c9999 | 422 620 |  2010  |  50 468 км  |  1.6 AT (102 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007034199-e862 | http://is11.auto.ru/all/images/34/aa/60x45/34aa11a3.jpg |  Renault Logan I Рестайлинг1.6 MT (84 л.с.)  | #000000 | 300 000 |  2010  |  57 000 км  |  1.6 MT (84 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007293843-b6c3 | http://is9.auto.ru/all/images/0f/9d/60x45/0f9d48bd.jpg |  Renault Logan I Рестайлинг1.6 MT (84 л.с.)  | #000000 | 330 000 |  2011  |  61 500 км  |  1.6 MT (84 л.с.)седан, бензин, передний  | Ижевск | 23.01.15
1007263971-25ae | http://is12.auto.ru/all/images/b3/d7/60x45/b3d7bc25.jpg |  Renault Logan I1.6 MT (90 л.с.)  | #0000FF | 245 000 |  2007  |  55 000 км  |  1.6 MT (90 л.с.)седан, бензин, передний  | Москва | 23.01.15
1005504263-e194 | http://is17.auto.ru/all/images/05/d4/60x45/05d4849d.jpg |  Renault Logan I Рестайлинг1.4 MT (75 л.с.)  | #0000FF | 250 000 |  2011  |  65 000 км  |  1.4 MT (75 л.с.)седан, бензин, передний  | Москва | 23.01.15
1003342984-ae9ae7 | http://is18.auto.ru/all/images/0e/6a/60x45/0e6aba24.jpg |  Renault Logan I Рестайлинг1.6 MT (102 л.с.)  | #9c9999 | 265 000 |  2010  |  66 000 км  |  1.6 MT (102 л.с.)седан, бензин, передний  | Москва | 23.01.15
1006902239-ced2 | http://is2.auto.ru/all/images/6c/7b/60x45/6c7bb16f.jpg |  Renault Logan I Рестайлинг1.4 MT (75 л.с.)  | #FFFFFF | 349 800 |  2011  |  52 900 км  |  1.4 MT (75 л.с.)седан, бензин, передний  | Москва | 23.01.15
1003736254-32db8 | http://is10.auto.ru/all/images/c6/fe/60x45/c6feee68.jpg |  Renault Logan I Рестайлинг1.6 MT (102 л.с.)  | #9c9999 | 255 000 |  2009  |  83 000 км  |  1.6 MT (102 л.с.)седан, бензин, передний  | Москва | 23.01.15
1006738389-cb7b51 | http://is5.auto.ru/all/images/55/6d/60x45/556d9810.jpg |  Renault Logan I1.6 MT (90 л.с.)  | #9c9999 | 255 000 |  2009  |  63 000 км  |  1.6 MT (90 л.с.)седан, бензин, передний  | Москва | 23.01.15
1006734049-616d | http://is15.auto.ru/all/images/7c/d1/60x45/7cd1c8c3.jpg |  Renault Logan I Рестайлинг1.6 MT (102 л.с.)  | #000000 | 293 000 |  2009  |  56 000 км  |  1.6 MT (102 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007246949-a5d4 | http://is2.auto.ru/all/images/ea/96/60x45/ea96c8f7.jpg |  Renault Logan I Рестайлинг1.6 MT (84 л.с.)  | #0088ff | 328 000 |  2011  |  81 000 км  |  1.6 MT (84 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007294123-3673 | http://is13.auto.ru/all/images/b9/fd/60x45/b9fd779c.jpg |  Renault Logan I Рестайлинг1.4 MT (75 л.с.)  | #CACECB | 339 000 |  2012  |  47 000 км  |  1.4 MT (75 л.с.)седан, бензин, передний  | Смоленск | 23.01.15
1007294237-8a9e0 | /i/all7/img/no-photo-thumb.gif |  Renault Logan I1.4 MT (75 л.с.)  | #9c9999 | 190 000 |  2009  |  46 000 км  |  1.4 MT (75 л.с.)седан, бензин, передний  | Москва | 23.01.15
1006623797-fbb78 | http://is13.auto.ru/all/images/c6/5b/60x45/c65bb659.jpg |  Renault Logan I Рестайлинг1.4 MT (75 л.с.)  | #9c9999 | 295 000 |  2010  |  42 000 км  |  1.4 MT (75 л.с.)седан, бензин, передний  | Ярославль | 23.01.15
1006569637-0904 | http://is12.auto.ru/all/images/23/d8/60x45/23d8afa9.jpg |  Renault Logan I1.4 MT (75 л.с.)  | #9c9999 | 305 000 |  2009  |  48 000 км  |  1.4 MT (75 л.с.)седан, бензин, передний  | Ярославль | 23.01.15
1007293451-2ab2a8 | http://is16.auto.ru/all/images/33/15/60x45/3315f4be.jpg |  Renault Logan I1.6 MT (90 л.с.)  | #000000 | 285 000 |  2009  |  81 000 км  |  1.6 MT (90 л.с.)седан, бензин, передний  | Шуя | 23.01.15
1007173421-3d5001 | http://is11.auto.ru/all/images/9a/24/60x45/9a243af0.jpg |  Renault Logan I1.4 MT (75 л.с.)  | #9c9999 | 270 000 |  2009  |  100 000 км  |  1.4 MT (75 л.с.)седан, бензин, передний  | Санкт-Петербург | 23.01.15
1006865721-877a | http://is2.auto.ru/all/images/4e/80/60x45/4e80c2cd.jpg |  Renault Logan I Рестайлинг1.6 MT (102 л.с.)  | #9c9999 | 420 000 |  2012  |  36 000 км  |  1.6 MT (102 л.с.)седан, бензин, передний  | Москва | 23.01.15
1006740979-83c31 | http://is2.auto.ru/all/images/95/8b/60x45/958bfd52.jpg |  Renault Logan I Рестайлинг1.6 MT (102 л.с.)  | #9c9999 | 295 000 |  2011  |  53 000 км  |  1.6 MT (102 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007282491-880d2e | http://is3.auto.ru/all/images/b9/25/60x45/b9256cb2.jpg |  Renault Logan I Рестайлинг1.6 MT (84 л.с.)  | #ffefd5 | 325 000 |  2012  |  49 000 км  |  1.6 MT (84 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007280455-392df | /i/all7/img/no-photo-thumb.gif |  Renault Logan I Рестайлинг1.6 MT (84 л.с.)  | #CACECB | 275 000 |  2010  |  57 000 км  |  1.6 MT (84 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007282581-0acd97 | http://is14.auto.ru/all/images/4e/93/60x45/4e931e89.jpg |  Renault Logan I Рестайлинг1.6 MT (84 л.с.)  | #FF0000 | 325 000 |  2011  |  48 000 км  |  1.6 MT (84 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007177303-3b23ad | http://is2.auto.ru/all/images/d2/ce/60x45/d2ce20b5.jpg |  Renault Logan I Рестайлинг1.4 MT (75 л.с.)  | #000000 | 240 000 |  2010  |  75 300 км  |  1.4 MT (75 л.с.)седан, бензин, передний  | Иваново | 23.01.15
1007245553-e26f | http://is17.auto.ru/all/images/c3/0f/60x45/c30f85e4.jpg |  Renault Logan I Рестайлинг1.6 MT (102 л.с.)  | #FFFFFF | 393 000 |  2013  |  48 800 км  |  1.6 MT (102 л.с.)седан, бензин, передний  | Санкт-Петербург | 23.01.15
1003903684-215a | http://is16.auto.ru/all/images/e0/c3/60x45/e0c3eedf.jpg |  Renault Logan I1.4 MT (75 л.с.)  | #9c9999 | 300 000 |  2009  |  126 000 км  |  1.4 MT (75 л.с.)седан, бензин, передний  | Белгород | 23.01.15
1007115243-8a2b | http://is2.auto.ru/all/images/62/c1/60x45/62c10a67.jpg |  Renault Logan I1.4 MT (75 л.с.)  | #CACECB | 220 000 |  2007  |  82 000 км  |  1.4 MT (75 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007036785-e476e | http://is17.auto.ru/all/images/e1/bd/60x45/e1bd02ef.jpg |  Renault Logan I1.6 MT (90 л.с.)  | #0000FF | 338 000 |  2009  |  58 000 км  |  1.6 MT (90 л.с.)седан, бензин, передний  | Смоленск | 23.01.15
1006514939-f94cb | http://is3.auto.ru/all/images/18/5f/60x45/185f34a0.jpg |  Renault Logan I Рестайлинг1.6 MT (84 л.с.)  | #000000 | 250 000 |  2010  |  72 000 км  |  1.6 MT (84 л.с.)седан, бензин, передний  | Москва | 23.01.15
1004894339-6d9a | http://is18.auto.ru/all/images/13/27/60x45/1327e8ea.jpg |  Renault Logan I1.6 MT (90 л.с.)  | #CACECB | 235 000 |  2009  |  76 000 км  |  1.6 MT (90 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007293527-ae9d6d | http://is2.auto.ru/all/images/c3/9d/60x45/c39d90ae.jpg |  Renault Logan I Рестайлинг1.6 MT (84 л.с.)  | #FF0000 | 320 000 |  2010  |  58 000 км  |  1.6 MT (84 л.с.)седан, бензин, передний  | Петрозаводск | 23.01.15
1006981551-1aebb | http://is18.auto.ru/all/images/2a/4a/60x45/2a4af74d.jpg |  Renault Logan I1.6 MT (90 л.с.)  | #34ba2b | 260 000 |  2009  |  68 000 км  |  1.6 MT (90 л.с.)седан, бензин, передний  | Брянск | 23.01.15
