1007255473-928d | http://is8.auto.ru/all/images/f9/ed/60x45/f9edc7da.jpg |  Kia Cee'd I Рестайлинг1.6 MT (122 л.с.)  | #FFFFFF | 455 000 |  2011  |  98 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Протвино | 23.01.15
1006215279-e756 | http://is9.auto.ru/all/images/f1/f6/60x45/f1f6e2ce.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #CACECB | 420 000 |  2007  |  140 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Владикавказ | 04.01.15
26496792-108c3 | http://is17.auto.ru/all/images/48/93/60x45/4893a905.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #9c9999 | 790 000 |  2012  |  21 000 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Ростов-на-Дону | 04.01.15
1003197526-fb1d0b | http://is2.auto.ru/all/images/8d/07/60x45/8d077adf.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #000000 | 690 000 |  2012  |  70 000 км  |  1.6 AT (129 л.с.)универсал, бензин, передний  | Москва | 04.01.15
1005584195-c1c47 | http://is15.auto.ru/all/images/4b/ad/60x45/4bad19e3.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #000000 | 500 000 |  2010  |  170 660 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 04.01.15
1002109039-0922b | http://is3.auto.ru/all/images/73/0c/60x45/730c870c.jpg |  Kia Cee'd I Рестайлинг1.6 MT (122 л.с.)  | #CACECB | 490 000 |  2011  |  46 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Владимир | 04.01.15
1006211987-a588 | http://is17.auto.ru/all/images/a6/4b/60x45/a64b56b4.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #FFFFFF | 750 000 |  2013  |  35 000 км  |  1.6 AT (129 л.с.)универсал, бензин, передний  | Смоленск | 04.01.15
1006211547-1075 | http://is5.auto.ru/all/images/71/1c/60x45/711cddee.jpg |  Kia Cee'd I1.4 MT (109 л.с.)  | #000000 | 390 000 |  2009  |  100 000 км  |  1.4 MT (109 л.с.)хэтчбек, бензин, передний  | Коломна | 04.01.15
1006208231-5152 | http://is17.auto.ru/all/images/0e/d6/60x45/0ed68627.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #0000FF | 520 000 |  2010  |  70 000 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Санкт-Петербург | 04.01.15
1001403322-a45b | http://is1.auto.ru/all/images/8c/c3/60x45/8cc3aa77.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #CACECB | 460 000 |  2009  |  81 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Белгород | 04.01.15
1005910143-ae25e4 | http://is17.auto.ru/all/images/c9/de/60x45/c9de7137.jpg |  Kia Cee'd II1.4 MT (100 л.с.)  | #FFFFFF | 620 000 |  2013  |  14 521 км  |  1.4 MT (100 л.с.)хэтчбек, бензин, передний  | Пенза | 03.01.15
49098026-a1c34 | http://is11.auto.ru/all/images/40/00/60x45/4000d4c7.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #FFFFFF | 760 000 |  2013  |  40 000 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Рязань | 03.01.15
1004079784-fb441 | http://is6.auto.ru/all/images/bc/75/60x45/bc755e81.jpg |  Kia Cee'd I Рестайлинг1.6 MT (122 л.с.)  | #9c9999 | 480 000 |  2011  |  60 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Москва | 03.01.15
1006161963-9449cc | http://is3.auto.ru/all/images/68/84/60x45/68844049.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #0000FF | 429 000 |  2009  |  147 000 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Нижний Новгород | 03.01.15
1005585809-06341 | http://is2.auto.ru/all/images/e7/34/60x45/e7343d54.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #9c9999 | 450 000 |  2010  |  78 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 03.01.15
11913102-5239 | http://is4.auto.ru/all/images/38/e1/60x45/38e18771.jpg |  Kia Cee'd I Рестайлинг1.6 MT (122 л.с.)  | #000000 | 479 000 |  2011  |  53 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Тверь | 03.01.15
1006114375-d162ff | http://is14.auto.ru/all/images/33/f5/60x45/33f5aa95.jpg |  Kia Cee'd I1.6 MT (122 л.с.)  | #ffefd5 | 400 000 |  2010  |  70 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Подольск | 02.01.15
1005751171-42dbfd | http://is3.auto.ru/all/images/11/d1/60x45/11d18789.jpg |  Kia Cee'd I1.6 MT (122 л.с.)  | #FF0000 | 415 000 |  2008  |  108 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Брянск | 02.01.15
1005914785-4d3df1 | http://is18.auto.ru/all/images/e2/23/60x45/e223ea32.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #0000FF | 558 000 |  2008  |  79 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 02.01.15
1006110581-f763e | http://is7.auto.ru/all/images/83/73/60x45/8373179d.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #000000 | 675 000 |  2011  |  30 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 02.01.15
1005860235-244316 | http://is9.auto.ru/all/images/73/9c/60x45/739ca113.jpg |  Kia Cee'd I2.0 MT (143 л.с.)  | #FFFFFF | 455 000 |  2009  |  85 000 км  |  2.0 MT (143 л.с.)хэтчбек, бензин, передний  | Краснодар | 02.01.15
1006110527-4b825d | http://is15.auto.ru/all/images/1a/16/60x45/1a16346a.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #FFFFFF | 1 060 000 |  2013  |  35 000 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Москва | 02.01.15
1004481909-f37c | http://is17.auto.ru/all/images/51/a5/60x45/51a57cc0.jpg |  Kia Cee'd I Рестайлинг1.4 MT (109 л.с.)  | #FF0000 | 480 000 |  2011  |  24 500 км  |  1.4 MT (109 л.с.)хэтчбек, бензин, передний  | Москва | 02.01.15
1004296937-90e91 | http://is17.auto.ru/all/images/ac/ed/60x45/aced8186.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #0000FF | 590 000 |  2011  |  36 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 02.01.15
1005806439-cfce | http://is17.auto.ru/all/images/32/da/60x45/32da0592.jpg |  Kia Cee'd I2.0 AT (143 л.с.)  | #ffefd5 | 450 000 |  2008  |  86 100 км  |  2.0 AT (143 л.с.)хэтчбек, бензин, передний  | Торбеево | 01.01.15
1006056181-99886 | http://is3.auto.ru/all/images/14/6d/60x45/146d191d.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #926547 | 850 000 |  2014  |  7 000 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Москва | 01.01.15
1004026122-d016b | http://is9.auto.ru/all/images/93/77/60x45/93773bce.jpg |  Kia Cee'd I Рестайлинг1.4 MT (109 л.с.)  | #926547 | 450 000 |  2010  |  73 000 км  |  1.4 MT (109 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 31.12.14
1006024491-0e1e6d | http://is1.auto.ru/all/images/bc/ea/60x45/bcea6642.jpg |  Kia Cee'd I2.0 AT (143 л.с.)  | #000000 | 450 000 |  2008  |  78 000 км  |  2.0 AT (143 л.с.)хэтчбек, бензин, передний  | Москва | 31.12.14
1005978205-c5b9 | http://is6.auto.ru/all/images/4a/6a/60x45/4a6ac7a9.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #9c9999 | 820 000 |  2012  |  22 000 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Москва | 31.12.14
1005502565-af2ee | http://is3.auto.ru/all/images/cd/c0/60x45/cdc0fac3.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #FF0000 | 575 000 |  2010  |  95 189 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Москва | 31.12.14
1005309457-a52c06 | http://is4.auto.ru/all/images/db/41/60x45/db414d89.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #FF0000 | 590 000 |  2010  |  32 924 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 31.12.14
1005023257-1b79 | http://is17.auto.ru/all/images/56/5d/60x45/565db166.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #ffefd5 | 565 000 |  2010  |  35 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 31.12.14
1005502405-7aa0d | http://is9.auto.ru/all/images/6a/d9/60x45/6ad907d1.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #0000FF | 550 000 |  2011  |  76 610 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 31.12.14
1006022325-deb9b | http://is6.auto.ru/all/images/1c/71/60x45/1c71448d.jpg |  Kia Cee'd I1.6 MT (122 л.с.)  | #000000 | 390 000 |  2008  |  101 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Псков | 31.12.14
1005861429-c847 | http://is18.auto.ru/all/images/24/0c/60x45/240cfe28.jpg |  Kia Cee'd I Рестайлинг1.6 MT (122 л.с.)  | #FFFFFF | 505 000 |  2010  |  102 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Москва | 31.12.14
1005978703-41dbb9 | http://is7.auto.ru/all/images/c0/19/60x45/c019cadc.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #9c9999 | 655 000 |  2012  |  35 022 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Москва | 30.12.14
1005977939-50c145 | http://is16.auto.ru/all/images/c4/3c/60x45/c43cd119.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #FF0000 | 550 000 |  2010  |  70 000 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Ростов-на-Дону | 30.12.14
1002163531-05abb | http://is4.auto.ru/all/images/1b/c9/60x45/1bc948b0.jpg |  Kia Cee'd I1.6 MT (122 л.с.)  | #0000FF | 500 000 |  2008  |  43 000 км  |  1.6 MT (122 л.с.)универсал, бензин, передний  | Калуга | 30.12.14
1003488504-6655e6 | http://is16.auto.ru/all/images/41/61/60x45/4161eaa7.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #FFFFFF | 559 000 |  2010  |  90 000 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Москва | 30.12.14
1002744371-f5698 | http://is13.auto.ru/all/images/85/49/60x45/854915d0.jpg |  Kia Cee'd I1.4 MT (109 л.с.)  | #9c9999 | 429 000 |  2008  |  50 000 км  |  1.4 MT (109 л.с.)хэтчбек, бензин, передний  | Москва | 30.12.14
1004907051-6b116 | http://is14.auto.ru/all/images/51/6d/60x45/516dd0fc.jpg |  Kia Cee'd I1.6 MT (122 л.с.)  | #ffefd5 | 379 000 |  2007  |  180 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Москва | 30.12.14
49533054-039c | http://is1.auto.ru/all/images/60/c8/60x45/60c8c276.jpg |  Kia Cee'd I2.0 AT (143 л.с.)  | #9c9999 | 459 000 |  2008  |  112 000 км  |  2.0 AT (143 л.с.)хэтчбек, бензин, передний  | Москва | 30.12.14
1005636197-cb49d0 | http://is6.auto.ru/all/images/ee/ee/60x45/eeee2475.jpg |  Kia Cee'd I1.4 MT (109 л.с.)  | #0000FF | 303 000 |  2008  |  115 000 км  |  1.4 MT (109 л.с.)хэтчбек, бензин, передний  | Петрозаводск | 30.12.14
1005969287-4f6942 | http://is16.auto.ru/all/images/4f/bb/60x45/4fbbaf12.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #CACECB | 420 000 |  2008  |  94 000 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Ростов-на-Дону | 30.12.14
1005969707-c412b | http://is18.auto.ru/all/images/2f/71/60x45/2f715944.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #0000FF | 900 000 |  2012  |  49 330 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 30.12.14
1005930513-f8d1b | http://is13.auto.ru/all/images/09/ed/60x45/09edab79.jpg |  Kia Cee'd II1.4 MT (100 л.с.)  | #FFCC00 | 500 000 |  2012  |  61 000 км  |  1.4 MT (100 л.с.)хэтчбек, бензин, передний  | Мурманск | 30.12.14
1005649909-cb78 | http://is2.auto.ru/all/images/37/0e/60x45/370e6acd.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #0000FF | 600 000 |  2010  |  78 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 30.12.14
1005711111-1d9a3 | http://is15.auto.ru/all/images/e4/42/60x45/e44247b0.jpg |  Kia Cee'd I1.6 MT (122 л.с.)  | #CACECB | 450 000 |  2010  |  92 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Коломна | 29.12.14
1005923655-ee74fe | /i/all7/img/no-photo-thumb.gif |  Kia Cee'd II1.6 AT (129 л.с.)  | #926547 | 830 000 |  2013  |  30 000 км  |  1.6 AT (129 л.с.)универсал, бензин, передний  | Москва | 29.12.14
1005865009-f5ac10 | http://is8.auto.ru/all/images/88/69/60x45/88691ce0.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #0000FF | 900 000 |  2013  |  9 000 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Москва | 29.12.14
1005734419-2cb6b2 | http://is9.auto.ru/all/images/c6/65/60x45/c6659c0d.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #FFFFFF | 849 900 |  2014  |  1 км  |  1.6 AT (129 л.с.)универсал, бензин, передний  | Иваново | 29.12.14
1005915007-7172 | http://is18.auto.ru/all/images/3d/dc/60x45/3ddc60e5.jpg |  Kia Cee'd I1.6 MT (122 л.с.)  | #FF0000 | 435 000 |  2007  |  79 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Брянск | 29.12.14
1005868069-ee44b8 | http://is18.auto.ru/all/images/35/73/60x45/3573ca49.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #926547 | 1 000 000 |  2014  |  9 000 км  |  1.6 AT (129 л.с.)универсал, бензин, передний  | Москва | 29.12.14
1005868849-f7859 | http://is16.auto.ru/all/images/1b/13/60x45/1b13f17f.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #9c9999 | 520 000 |  2010  |  100 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Брянск | 29.12.14
1005866631-30f945 | /i/all7/img/no-photo-thumb.gif |  Kia Cee'd I1.6 AT (122 л.с.)  | #CACECB | 500 000 |  2009  |  35 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 28.12.14
1005866305-3b30 | /i/all7/img/no-photo-thumb.gif |  Kia Cee'd I1.6 AT (122 л.с.)  | #0000FF | 410 000 |  2009  |  90 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 28.12.14
46038746-d2d140 | http://is15.auto.ru/all/images/9c/70/60x45/9c709745.jpg |  Kia Cee'd I Рестайлинг1.4 MT  | #FFFFFF | 440 000 |  2011  |  53 000 км  |  1.4 MTуниверсал, бензин, передний  | Москва | 28.12.14
1005857049-520095 | http://is7.auto.ru/all/images/e9/7b/60x45/e97bf367.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #9c9999 | 500 000 |  2010  |  57 800 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Москва | 28.12.14
1005815139-5346 | http://is13.auto.ru/all/images/56/0a/60x45/560adafb.jpg |  Kia Cee'd I1.6 MT (122 л.с.)  | #000000 | 450 000 |  2009  |  89 900 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Москва | 27.12.14
1005814773-6da6f | http://is3.auto.ru/all/images/97/95/60x45/979577c1.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #0000FF | 654 000 |  2008  |  107 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 27.12.14
1005815005-33d20 | http://is12.auto.ru/all/images/93/8d/60x45/938ded64.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #FF0000 | 465 000 |  2008  |  105 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Брянск | 27.12.14
1002423865-c441 | http://is3.auto.ru/all/images/f5/2c/60x45/f52c8d02.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #FF9966 | 975 298 |  2013  |  18 362 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Москва | 27.12.14
1002423727-644b03 | http://is18.auto.ru/all/images/24/eb/60x45/24eb550c.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #FF9966 | 978 690 |  2013  |  10 616 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Москва | 27.12.14
1005812035-e7fd2a | http://is15.auto.ru/all/images/36/70/60x45/3670a363.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #9c9999 | 415 000 |  2007  |  60 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 27.12.14
1004359683-584a1 | http://is6.auto.ru/all/images/8e/1f/60x45/8e1f3dc6.jpg |  Kia Cee'd I Рестайлинг1.6 MT (122 л.с.)  | #FF0000 | 522 291 |  2010  |  88 429 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Москва | 27.12.14
1005804689-780f | /i/all7/img/no-photo-thumb.gif |  Kia Cee'd II1.6 MT (129 л.с.)  | #FFFFFF | 620 000 |  2013  |  45 000 км  |  1.6 MT (129 л.с.)хэтчбек, бензин, передний  | Москва | 27.12.14
1005803749-d21cd | http://is6.auto.ru/all/images/46/95/60x45/4695e0a3.jpg |  Kia Cee'd I1.4 MT (109 л.с.)  | #FF0000 | 380 000 |  2008  |  44 000 км  |  1.4 MT (109 л.с.)хэтчбек, бензин, передний  | Саратов | 27.12.14
1004841271-4e90 | http://is15.auto.ru/all/images/50/c7/60x45/50c7ca64.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #FF0000 | 410 000 |  2008  |  118 600 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 26.12.14
1001413872-fb043 | http://is1.auto.ru/all/images/71/78/60x45/717851cf.jpg |  Kia Cee'd II1.6 MT (129 л.с.)  | #0000FF | 540 000 |  2012  |  74 000 км  |  1.6 MT (129 л.с.)хэтчбек, бензин, передний  | Череповец | 26.12.14
1005746373-bcedb | /i/all7/img/no-photo-thumb.gif |  Kia Cee'd I Рестайлинг1.6 MT (122 л.с.)  | #000000 | 420 000 |  2011  |  40 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Архангельск | 26.12.14
45962404-fdb39 | http://is15.auto.ru/all/images/c7/a7/60x45/c7a759af.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #0000FF | 530 000 |  2008  |  42 500 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Москва | 26.12.14
1003708102-643db3 | http://is12.auto.ru/all/images/d8/70/60x45/d8702081.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #FFFFFF | 840 000 |  2014  |  7 000 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Казань | 25.12.14
1005708727-6a30bd | http://is12.auto.ru/all/images/9f/e8/60x45/9fe8c205.jpg |  Kia Cee'd I Рестайлинг1.4 MT (109 л.с.)  | #ffefd5 | 444 444 |  2011  |  60 000 км  |  1.4 MT (109 л.с.)хэтчбек, бензин, передний  | Уфа | 25.12.14
1005638171-14a5 | http://is7.auto.ru/all/images/dc/09/60x45/dc09b14c.jpg |  Kia Cee'd I Рестайлинг1.6 MT (122 л.с.)  | #000000 | 500 000 |  2010  |  73 000 км  |  1.6 MT (122 л.с.)универсал, бензин, передний  | Хотьково | 25.12.14
