1003758136-b9f65c | http://is15.auto.ru/all/images/df/91/60x45/df91b079.jpg |  Toyota Corolla X (E140, E150) Рестайлинг1.6 MT (124 л.с.)  | #CACECB | 750 000 |  2011  |  55 000 км  |  1.6 MT (124 л.с.)седан, бензин, передний  | Воронеж | 23.01.15
1005633767-792127 | http://is3.auto.ru/all/images/28/05/60x45/2805623f.jpg |  Toyota Corolla X (E140, E150)1.6 AT (124 л.с.)  | #9c9999 | 445 000 |  2008  |  110 000 км  |  1.6 AT (124 л.с.)седан, бензин, передний  | Санкт-Петербург | 27.12.14
1005587711-fef562 | http://is6.auto.ru/all/images/6c/91/60x45/6c918f21.jpg |  Toyota Corolla X (E140, E150)1.6 AT (124 л.с.)  | #000000 | 425 000 |  2007  |  224 000 км  |  1.6 AT (124 л.с.)седан, бензин, передний  | Воронеж | 27.12.14
1005650749-452389 | http://is14.auto.ru/all/images/68/a8/60x45/68a81e80.jpg |  Toyota Corolla X (E140, E150)1.6 AT (124 л.с.)  | #000000 | 540 000 |  2008  |  132 000 км  |  1.6 AT (124 л.с.)седан, бензин, передний  | Смоленск | 27.12.14
1005805403-f9a55f | /i/all7/img/no-photo-thumb.gif |  Toyota Corolla VIII (E110)1.5 AT (100 л.с.)  | #CACECB | 195 000 Правый руль |  1999  |  206 000 км  |  1.5 AT (100 л.с.)седан, бензин, передний  | Снежинск | 27.12.14
1005803079-189e | http://is4.auto.ru/all/images/73/5c/60x45/735cd706.jpg |  Toyota Corolla VII (E100)1.5 AT (105 л.с.)  | #34ba2b | 105 000 Правый руль |  1992  |  214 000 км  |  1.5 AT (105 л.с.)седан, бензин, передний  | Воронеж | 27.12.14
1005801633-47851 | http://is11.auto.ru/all/images/2f/7b/60x45/2f7bf222.jpg |  Toyota Corolla X (E140, E150)1.4 MT (97 л.с.)  | #CACECB | 450 000 |  2008  |  63 000 км  |  1.4 MT (97 л.с.)седан, бензин, передний  | Ферзиково | 27.12.14
1005801785-a13f | http://is6.auto.ru/all/images/82/b7/60x45/82b7deec.jpg |  Toyota Corolla IX (E120, E130)1.6 AT (110 л.с.)  | #9c9999 | 390 000 |  2006  |  103 500 км  |  1.6 AT (110 л.с.)седан, бензин, передний  | Пермь | 27.12.14
1005801327-1073 | http://is18.auto.ru/all/images/00/ee/60x45/00eeee22.jpg |  Toyota Corolla VI (E90)1.5 AT (90 л.с.)  | #9c9999 | 90 000 Правый руль |  1988  |  290 000 км  |  1.5 AT (90 л.с.)универсал, бензин, передний  | Сочи | 27.12.14
1003421286-875b | http://is2.auto.ru/all/images/7e/91/60x45/7e91a705.jpg |  Toyota Corolla VIII (E110) Levin1.6 MT (165 л.с.)  | #FFFFFF | 230 000 Правый руль |  1996  |  268 000 км  |  1.6 MT (165 л.с.)купе, бензин, передний  | Москва | 26.12.14
1005757007-03e4 | http://is10.auto.ru/all/images/f1/2d/60x45/f12d375e.jpg |  Toyota Corolla X (E140, E150)1.6 MT (124 л.с.)  | #CACECB | 510 000 |  2008  |  75 000 км  |  1.6 MT (124 л.с.)седан, бензин, передний  | Ростов-на-Дону | 26.12.14
1004769955-8257f | http://is11.auto.ru/all/images/ed/73/60x45/ed73a3d9.jpg |  Toyota Corolla IX (E120, E130)1.5 AT (110 л.с.) 4WD  | #FFCC00 | 380 000 Правый руль |  2004  |  166 000 км  |  1.5 AT (110 л.с.) 4WDседан, бензин, полный  | Краснодар | 26.12.14
18355624-caa2b7 | http://is9.auto.ru/all/images/97/da/60x45/97dacf96.jpg |  Toyota Corolla VII (E100)1.5 AT (100 л.с.)  | #CACECB | 170 000 Правый руль |  1998  |  280 000 км  |  1.5 AT (100 л.с.)универсал, бензин, передний  | Лиски | 26.12.14
1005748181-d70c9 | http://is1.auto.ru/all/images/f8/33/60x45/f83397f4.jpg |  Toyota Corolla IX (E120, E130)1.4 MT (97 л.с.)  | #CACECB | 330 000 |  2003  |  150 000 км  |  1.4 MT (97 л.с.)седан, бензин, передний  | Руза | 26.12.14
1003562038-2e30 | http://is12.auto.ru/all/images/26/5d/60x45/265dab81.jpg |  Toyota Corolla X (E140, E150)1.4d MT (90 л.с.)  | #CACECB | 649 000 |  2011  |  70 000 км  |  1.4d MT (90 л.с.)седан, дизель, передний  | Санкт-Петербург | 26.12.14
1005744959-184fb | /i/all7/img/no-photo-thumb.gif |  Toyota Corolla X (E140, E150)1.6 AT (124 л.с.)  | #CACECB | 570 000 |  2010  |  130 км  |  1.6 AT (124 л.с.)седан, бензин, передний  | Москва | 26.12.14
1005734427-9ae527 | http://is3.auto.ru/all/images/2f/f5/60x45/2ff5100b.jpg |  Toyota Corolla X (E140, E150)1.6 AT (124 л.с.)  | #000000 | 600 000 |  2008  |  79 000 км  |  1.6 AT (124 л.с.)седан, бензин, передний  | Санкт-Петербург | 26.12.14
1005733517-4e2df | http://is13.auto.ru/all/images/e4/4d/60x45/e44d3385.jpg |  Toyota Corolla IX (E120, E130)1.3 AT (88 л.с.)  | #FFFFFF | 370 000 Правый руль |  2005  |  134 км  |  1.3 AT (88 л.с.)седан, бензин, передний  | Новосибирск | 26.12.14
38464402-909418 | http://is8.auto.ru/all/images/6d/95/60x45/6d953bf5.jpg |  Toyota Corolla VII (E100) Ceres1.6 AT (110 л.с.)  | #000000 | 135 000 Правый руль |  1992  |  326 000 км  |  1.6 AT (110 л.с.)седан-хардтоп, бензин, передний  | Йошкар-Ола | 26.12.14
1005710793-b2698d | http://is16.auto.ru/all/images/98/12/60x45/981201c4.jpg |  Toyota Corolla VIII (E110)1.3 AT (85 л.с.)  | #FFFFFF | 170 000 Правый руль |  1999  |  120 000 км  |  1.3 AT (85 л.с.)хэтчбек, бензин, передний  | Люберцы | 26.12.14
1005711043-18bbb0 | http://is15.auto.ru/all/images/a0/5d/60x45/a05d55e8.jpg |  Toyota Corolla X (E140, E150)1.6 AT (124 л.с.)  | #9c9999 | 500 000 |  2009  |  50 000 км  |  1.6 AT (124 л.с.)седан, бензин, передний  | Киров | 25.12.14
1005709701-a47b8e | http://is17.auto.ru/all/images/19/71/60x45/19712726.jpg |  Toyota Corolla XI (E160, E170)1.6 MT (122 л.с.)  | #FFFFFF | 970 000 |  2014  |  14 000 км  |  1.6 MT (122 л.с.)седан, бензин, передний  | Пенза | 25.12.14
1005709105-1e07ed | http://is18.auto.ru/all/images/f1/fb/60x45/f1fbaa88.jpg |  Toyota Corolla XI (E160, E170)1.6 CVT (122 л.с.)  | #FFFFFF | 910 000 |  2013  |  38 000 км  |  1.6 CVT (122 л.с.)седан, бензин, передний  | Крымск | 25.12.14
1005707957-a69049 | http://is18.auto.ru/all/images/7c/fc/60x45/7cfc9cdf.jpg |  Toyota Corolla VIII (E110) Levin1.6 AT (110 л.с.)  | #0000FF | 175 000 Правый руль |  1999  |  300 000 км  |  1.6 AT (110 л.с.)купе, бензин, передний  | Москва | 25.12.14
1005704265-f8470 | http://is5.auto.ru/all/images/f0/07/60x45/f0079ced.jpg |  Toyota Corolla X (E140, E150)1.6 AT (124 л.с.)  | #0000FF | 450 000 |  2008  |  152 000 км  |  1.6 AT (124 л.с.)седан, бензин, передний  | Волгоград | 25.12.14
1005569317-24ce0 | /i/all7/img/no-photo-thumb.gif |  Toyota Corolla IX (E120, E130)1.4 MT (97 л.с.)  | #9c9999 | 420 000 |  2006  |  50 405 км  |  1.4 MT (97 л.с.)седан, бензин, передний  | Москва | 25.12.14
1005702711-5177 | http://is5.auto.ru/all/images/c3/a9/60x45/c3a97ae8.jpg |  Toyota Corolla X (E140, E150)1.6 MT (124 л.с.)  | #FFFFFF | 510 000 |  2008  |  69 000 км  |  1.6 MT (124 л.с.)седан, бензин, передний  | Ростов-на-Дону | 25.12.14
1003498904-4d9cb | http://is14.auto.ru/all/images/d6/b5/60x45/d6b5af91.jpg |  Toyota Corolla VII (E100)1.3 MT (75 л.с.)  | #0000FF | 111 000 |  1996  |  300 000 км  |  1.3 MT (75 л.с.)седан, бензин, передний  | Санкт-Петербург | 25.12.14
1005694883-81b4 | /i/all7/img/no-photo-thumb.gif |  Toyota Corolla X (E140, E150)1.6 AT (124 л.с.)  | #000000 | 780 000 |  2012  |  28 000 км  |  1.6 AT (124 л.с.)седан, бензин, передний  | Кузнецк | 25.12.14
1000710414-7dde4 | http://is7.auto.ru/all/images/07/29/60x45/07292169.jpg |  Toyota Corolla VI (E90)1.6 MT (105 л.с.)  | #FFFFFF | 49 000 Правый руль |  1991  |  175 000 км  |  1.6 MT (105 л.с.)универсал, бензин, передний  | Подольск | 25.12.14
1005693383-301a | http://is7.auto.ru/all/images/ad/37/60x45/ad3744fd.jpg |  Toyota Corolla IX (E120, E130) Fielder1.5 AT (110 л.с.)  | #CACECB | 299 000 Правый руль |  2002  |  140 000 км  |  1.5 AT (110 л.с.)универсал, бензин, передний  | Екатеринбург | 25.12.14
1005587311-4bbbd | http://is14.auto.ru/all/images/91/cb/60x45/91cbc360.jpg |  Toyota Corolla X (E140, E150)1.6 AT (124 л.с.)  | #9c9999 | 465 000 |  2007  |  92 000 км  |  1.6 AT (124 л.с.)седан, бензин, передний  | Ростов-на-Дону | 25.12.14
1005684921-05c0 | /i/all7/img/no-photo-thumb.gif |  Toyota Corolla IX (E120, E130)1.6 AT (110 л.с.)  | #9c9999 | 430 000 |  2005  |  120 000 км  |  1.6 AT (110 л.с.)седан, бензин, передний  | Поспелиха | 25.12.14
1005651355-1de693 | http://is10.auto.ru/all/images/9f/78/60x45/9f785f3c.jpg |  Toyota Corolla VIII (E110)1.3 MT (85 л.с.)  | #0000FF | 155 000 |  1998  |  40 000 км  |  1.3 MT (85 л.с.)хэтчбек, бензин, передний  | Тула | 25.12.14
1005648981-22655 | /i/all7/img/no-photo-thumb.gif |  Toyota Corolla X (E140, E150)1.6 MT (124 л.с.)  | #CACECB | 469 000 |  2007  |  108 000 км  |  1.6 MT (124 л.с.)седан, бензин, передний  | Воронеж | 24.12.14
1005648941-7e91 | http://is11.auto.ru/all/images/79/8c/60x45/798ce9c1.jpg |  Toyota Corolla VII (E100)1.5 AT (105 л.с.)  | #0000FF | 145 000 Правый руль |  1992  |  160 000 км  |  1.5 AT (105 л.с.)седан, бензин, передний  | Клин | 24.12.14
1005632699-ea9e | http://is17.auto.ru/all/images/82/d7/60x45/82d793d4.jpg |  Toyota Corolla X (E140, E150)1.6 MT (124 л.с.)  | #0088ff | 700 000 |  2012  |  59 999 км  |  1.6 MT (124 л.с.)седан, бензин, передний  | Москва | 24.12.14
1005646149-e5228b | http://is11.auto.ru/all/images/b5/a5/60x45/b5a52191.jpg |  Toyota Corolla VIII (E110)1.3 MT (85 л.с.)  | #000000 | 155 000 |  1999  |  350 000 км  |  1.3 MT (85 л.с.)хэтчбек, бензин, передний  | Иваново | 24.12.14
1005643413-d1af | http://is8.auto.ru/all/images/69/73/60x45/69733573.jpg |  Toyota Corolla X (E140, E150)1.6 AT (124 л.с.)  | #000000 | 825 000 |  2011  |  59 450 км  |  1.6 AT (124 л.с.)седан, бензин, передний  | Курган | 24.12.14
1005643441-bf2fa | http://is1.auto.ru/all/images/91/6f/60x45/916f8c88.jpg |  Toyota Corolla XI (E160, E170)1.6 CVT (122 л.с.)  | #9c9999 | 1 150 000 |  2014  |  7 000 км  |  1.6 CVT (122 л.с.)седан, бензин, передний  | Смоленск | 24.12.14
1000406935-6529c | http://is3.auto.ru/all/images/5f/b1/60x45/5fb12724.jpg |  Toyota Corolla IX (E120, E130)1.4 MT (97 л.с.)  | #FFFFFF | 291 000 |  2004  |  145 000 км  |  1.4 MT (97 л.с.)седан, бензин, передний  | Ульяновск | 24.12.14
1005643091-1adb | http://is15.auto.ru/all/images/e9/fa/60x45/e9fabfb0.jpg |  Toyota Corolla IX (E120, E130)1.6 AT (110 л.с.)  | #0088ff | 430 000 |  2006  |  127 000 км  |  1.6 AT (110 л.с.)хэтчбек, бензин, передний  | Владикавказ | 24.12.14
1005642717-11858 | http://is4.auto.ru/all/images/12/f5/60x45/12f54f3d.jpg |  Toyota Corolla VII (E100)1.3 AT (88 л.с.)  | #FFFFFF | 50 000 Правый руль |  1993  |  240 000 км  |  1.3 AT (88 л.с.)седан, бензин, передний  | Курск | 24.12.14
1005568163-73472a | http://is2.auto.ru/all/images/2d/a8/60x45/2da8fe7b.jpg |  Toyota Corolla X (E140, E150)1.6 AT (124 л.с.)  | #CACECB | 749 000 |  2011  |  39 136 км  |  1.6 AT (124 л.с.)седан, бензин, передний  | Новосибирск | 24.12.14
1002286459-ca23 | http://is12.auto.ru/all/images/1b/74/60x45/1b74e11e.jpg |  Toyota Corolla VIII (E110) Levin1.6 MT (165 л.с.)  | #FFFFFF | 430 000 Правый руль |  1998  |  194 000 км  |  1.6 MT (165 л.с.)купе, бензин, передний  | Москва | 24.12.14
1003485184-23c5 | http://is14.auto.ru/all/images/df/61/60x45/df61af0f.jpg |  Toyota Corolla VII (E100)1.3 MT (88 л.с.)  | #0088ff | 115 000 |  1994  |  195 000 км  |  1.3 MT (88 л.с.)хэтчбек, бензин, передний  | Калуга | 24.12.14
1005565377-c7da0f | /i/all7/img/no-photo-thumb.gif |  Toyota Corolla X (E140, E150)1.6 AT (124 л.с.)  | #000000 | 550 000 |  2009  |  96 729 км  |  1.6 AT (124 л.с.)седан, бензин, передний  | Красноярск | 24.12.14
1005638627-b274f1 | http://is1.auto.ru/all/images/a3/95/60x45/a395b610.jpg |  Toyota Corolla VII (E100)2.0d AT (72 л.с.)  | #FFFFFF | 150 000 Правый руль |  1994  |  350 000 км  |  2.0d AT (72 л.с.)универсал, дизель, передний  | Кабанск | 24.12.14
1005636751-faebf0 | http://is16.auto.ru/all/images/b5/db/60x45/b5db4ea3.jpg |  Toyota Corolla XI (E160, E170)1.6 CVT (122 л.с.)  | #FFFFFF | 750 000 |  2013  |  55 555 км  |  1.6 CVT (122 л.с.)седан, бензин, передний  | Бузулук | 24.12.14
1005635773-d0d98 | http://is12.auto.ru/all/images/b7/eb/60x45/b7ebd189.jpg |  Toyota Corolla X (E140, E150)AT  | #000000 | 600 000 |  2008  |  45 000 км  |  ATседан, бензин, передний  | Брянск | 24.12.14
1005633915-79386 | http://is5.auto.ru/all/images/14/68/60x45/1468c38f.jpg |  Toyota Corolla X (E140, E150)1.6 MT (124 л.с.)  | #0088ff | 450 000 |  2007  |  82 000 км  |  1.6 MT (124 л.с.)седан, бензин, передний  | Ростов-на-Дону | 24.12.14
1005566757-13000 | http://is17.auto.ru/all/images/d7/e9/60x45/d7e96596.jpg |  Toyota Corolla X (E140, E150)1.6 AT (124 л.с.)  | #CACECB | 800 000 |  2010  |  24 000 км  |  1.6 AT (124 л.с.)седан, бензин, передний  | Снежинск | 24.12.14
1005633775-0b7fb6 | /i/all7/img/no-photo-thumb.gif |  Toyota Corolla VII (E100)1.3 MT (88 л.с.)  | #0088ff | 75 000 |  1993  |  240 000 км  |  1.3 MT (88 л.с.)хэтчбек, бензин, передний  | Оренбург | 24.12.14
1004498297-24d3d | http://is16.auto.ru/all/images/13/ef/60x45/13ef2856.jpg |  Toyota Corolla IX (E120, E130)1.8 AT (132 л.с.)  | #000000 | 400 000 |  2005  |  80 000 км  |  1.8 AT (132 л.с.)седан, бензин, передний  | Москва | 24.12.14
1005570841-1fd4 | http://is6.auto.ru/all/images/01/7a/60x45/017a2808.jpg |  Toyota Corolla X (E140, E150)1.6 MT (124 л.с.)  | #0000FF | 500 000 |  2008  |  70 000 км  |  1.6 MT (124 л.с.)седан, бензин, передний  | Брянск | 24.12.14
1005631407-5581 | http://is3.auto.ru/all/images/a4/f7/60x45/a4f7c50b.jpg |  Toyota Corolla IX (E120, E130)1.6 AT (110 л.с.)  | #CACECB | 450 000 |  2005  |  103 000 км  |  1.6 AT (110 л.с.)хэтчбек, бензин, передний  | Омск | 24.12.14
1005589233-bbd487 | http://is17.auto.ru/all/images/c8/8d/60x45/c88ddd71.jpg |  Toyota Corolla IX (E120, E130) Fielder1.5 MT (110 л.с.)  | #000000 | 285 000 Правый руль |  2004  |  220 000 км  |  1.5 MT (110 л.с.)универсал, бензин, передний  | Белебей | 24.12.14
1005589043-b845 | http://is18.auto.ru/all/images/8c/28/60x45/8c285231.jpg |  Toyota Corolla IX (E120, E130)1.4 MT (97 л.с.)  | #CACECB | 295 000 |  2004  |  117 000 км  |  1.4 MT (97 л.с.)седан, бензин, передний  | Санкт-Петербург | 24.12.14
1005588753-ab61 | http://is16.auto.ru/all/images/7e/c6/60x45/7ec629ed.jpg |  Toyota Corolla X (E140, E150)1.6 MT (124 л.с.)  | #CACECB | 450 000 |  2008  |  49 500 км  |  1.6 MT (124 л.с.)седан, бензин, передний  | Мурманск | 24.12.14
1005587719-6009a | http://is8.auto.ru/all/images/b5/5f/60x45/b55f4867.jpg |  Toyota Corolla X (E140, E150)1.6 AT (124 л.с.)  | #0000FF | 380 000 |  2008  |  105 000 км  |  1.6 AT (124 л.с.)седан, бензин, передний  | Ржев | 23.12.14
1005586431-0370 | http://is3.auto.ru/all/images/77/a2/60x45/77a2f0a2.jpg |  Toyota Corolla IX (E120, E130)1.5 AT (110 л.с.)  | #000000 | 305 000 Правый руль |  2002  |  250 000 км  |  1.5 AT (110 л.с.)седан, бензин, передний  | Краснодар | 23.12.14
1005584299-47dec | http://is11.auto.ru/all/images/03/b3/60x45/03b318b0.jpg |  Toyota Corolla X (E140, E150)1.6 MT (124 л.с.)  | #9c9999 | 450 000 |  2007  |  113 000 км  |  1.6 MT (124 л.с.)седан, бензин, передний  | Нижний Новгород | 23.12.14
1005582677-cfea | http://is8.auto.ru/all/images/1b/5a/60x45/1b5a0d64.jpg |  Toyota Corolla IX (E120, E130)1.6 MT (110 л.с.)  | #CACECB | 570 000 |  2006  |  118 720 км  |  1.6 MT (110 л.с.)седан, бензин, передний  | Москва | 23.12.14
1005581099-9232f | /i/all7/img/no-photo-thumb.gif |  Toyota Corolla X (E140, E150) Fielder1.5 CVT (105 л.с.) 4WD  | #FFFFFF | 390 000 Правый руль |  2006  |  210 000 км  |  1.5 CVT (105 л.с.) 4WDуниверсал, бензин, полный  | Астрахань | 23.12.14
1005580625-4c68f | http://is17.auto.ru/all/images/d9/a8/60x45/d9a8ff73.jpg |  Toyota Corolla VII (E100)1.6 MT (114 л.с.)  | #9c9999 | 110 000 |  1993  |  275 000 км  |  1.6 MT (114 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 23.12.14
1005579635-bd5dd | http://is15.auto.ru/all/images/cc/9b/60x45/cc9be928.jpg |  Toyota Corolla X (E140, E150)1.4 MT (97 л.с.)  | #CACECB | 455 000 |  2008  |  130 000 км  |  1.4 MT (97 л.с.)седан, бензин, передний  | Белгород | 23.12.14
1005578983-f12cd | http://is4.auto.ru/all/images/65/fd/60x45/65fd7bc4.jpg |  Toyota Corolla XI (E160, E170)1.6 CVT (132 л.с.)  | #FFFFFF | 1 200 000 |  2014  |  100 км  |  1.6 CVT (132 л.с.)седан, бензин, передний  | Энгельс | 23.12.14
1005578507-fbe25 | http://is4.auto.ru/all/images/65/fd/60x45/65fd7bc4.jpg |  Toyota Corolla XI (E160, E170)1.6 CVT (132 л.с.)  | #FFFFFF | 1 200 000 |  2014  |  100 км  |  1.6 CVT (132 л.с.)седан, бензин, передний  | Самара | 23.12.14
1005567669-ba41 | http://is17.auto.ru/all/images/bf/68/60x45/bf6880f8.jpg |  Toyota Corolla IX (E120, E130)1.5 AT (110 л.с.)  | #CACECB | 300 000 Правый руль |  2002  |  100 000 км  |  1.5 AT (110 л.с.)седан, бензин, передний  | Сочи | 23.12.14
